hand,value,handtype,score
"('02C', '02D', '06C', '08C', '08D')",38.026,2,933502.0
"('02C', '02D', '05C', '08C', '08D')",38.025000000000006,2,933447.0
"('02C', '02D', '04C', '08C', '08D')",38.024,2,933391.0
"('02C', '02D', '03C', '08C', '08D')",38.023,2,933336.0
"('06C', '06D', '07C', '07D', '14C')",37.074000000000005,2,933281.0
"('06C', '06D', '07C', '07D', '13C')",37.073,2,933225.0
"('06C', '06D', '07C', '07D', '12C')",37.072,2,933170.0
"('06C', '06D', '07C', '07D', '11C')",37.071000000000005,2,933114.0
"('06C', '06D', '07C', '07D', '10C')",37.07,2,933059.0
"('06C', '06D', '07C', '07D', '09C')",37.069,2,933004.0
"('06C', '06D', '07C', '07D', '08C')",37.068000000000005,2,932948.0
"('05C', '06C', '06D', '07C', '07D')",37.065000000000005,2,932893.0
"('04C', '06C', '06D', '07C', '07D')",37.064,2,932837.0
"('03C', '06C', '06D', '07C', '07D')",37.063,2,932727.0
"('05C', '05D', '07C', '07D', '13C')",37.062999999999995,2,932671.0
"('02C', '06C', '06D', '07C', '07D')",37.062000000000005,2,932616.0
"('05C', '05D', '07C', '07D', '12C')",37.062,2,932560.0
"('05C', '05D', '07C', '07D', '11C')",37.061,2,932505.0
"('05C', '05D', '07C', '07D', '10C')",37.059999999999995,2,932450.0
"('05C', '05D', '07C', '07D', '09C')",37.059,2,932394.0
"('05C', '05D', '07C', '07D', '08C')",37.058,2,932339.0
"('05C', '05D', '06C', '07C', '07D')",37.056,2,932283.0
"('04C', '04D', '07C', '07D', '14C')",37.054,2,932228.0
"('04C', '05C', '05D', '07C', '07D')",37.053999999999995,2,932172.0
"('03C', '05C', '05D', '07C', '07D')",37.053,2,932117.0
"('02C', '05C', '05D', '07C', '07D')",37.052,2,932006.0
"('04C', '04D', '07C', '07D', '11C')",37.051,2,931895.0
"('04C', '04D', '07C', '07D', '10C')",37.05,2,931840.0
"('04C', '04D', '07C', '07D', '09C')",37.049,2,931785.0
"('04C', '04D', '07C', '07D', '08C')",37.048,2,931729.0
"('04C', '04D', '06C', '07C', '07D')",37.046,2,931674.0
"('04C', '04D', '05C', '07C', '07D')",37.045,2,931618.0
"('03C', '03D', '07C', '07D', '14C')",37.044000000000004,2,931563.0
"('03C', '03D', '07C', '07D', '13C')",37.043,2,931508.0
"('02C', '04C', '04D', '07C', '07D')",37.042,2,931397.0
"('03C', '03D', '07C', '07D', '11C')",37.041000000000004,2,931286.0
"('03C', '03D', '07C', '07D', '10C')",37.04,2,931231.0
"('03C', '03D', '07C', '07D', '09C')",37.039,2,931175.0
"('03C', '03D', '07C', '07D', '08C')",37.038000000000004,2,931120.0
"('03C', '03D', '06C', '07C', '07D')",37.036,2,931064.0
"('03C', '03D', '05C', '07C', '07D')",37.035000000000004,2,931009.0
"('02C', '02D', '07C', '07D', '14C')",37.034000000000006,2,930954.0
"('03C', '03D', '04C', '07C', '07D')",37.034,2,930898.0
"('02C', '02D', '07C', '07D', '13C')",37.033,2,930843.0
"('02C', '02D', '07C', '07D', '12C')",37.032000000000004,2,930787.0
"('02C', '02D', '07C', '07D', '11C')",37.031000000000006,2,930677.0
"('02C', '02D', '07C', '07D', '10C')",37.03,2,930621.0
"('02C', '02D', '07C', '07D', '09C')",37.029,2,930566.0
"('02C', '02D', '07C', '07D', '08C')",37.028000000000006,2,930510.0
"('02C', '02D', '06C', '07C', '07D')",37.026,2,930455.0
"('02C', '02D', '05C', '07C', '07D')",37.025000000000006,2,930399.0
"('02C', '02D', '04C', '07C', '07D')",37.024,2,930344.0
"('02C', '02D', '03C', '07C', '07D')",37.023,2,930289.0
"('05C', '05D', '06C', '06D', '14C')",36.064,2,930233.0
"('05C', '05D', '06C', '06D', '13C')",36.062999999999995,2,930178.0
"('05C', '05D', '06C', '06D', '12C')",36.062,2,930122.0
"('05C', '05D', '06C', '06D', '11C')",36.061,2,930067.0
"('05C', '05D', '06C', '06D', '10C')",36.059999999999995,2,930012.0
"('05C', '05D', '06C', '06D', '09C')",36.059,2,929956.0
"('05C', '05D', '06C', '06D', '08C')",36.058,2,929901.0
"('05C', '05D', '06C', '06D', '07C')",36.056999999999995,2,929845.0
"('04C', '04D', '06C', '06D', '14C')",36.054,2,929790.0
"('04C', '05C', '05D', '06C', '06D')",36.053999999999995,2,929735.0
"('03C', '05C', '05D', '06C', '06D')",36.053,2,929679.0
"('02C', '05C', '05D', '06C', '06D')",36.052,2,929568.0
"('04C', '04D', '06C', '06D', '11C')",36.051,2,929458.0
"('04C', '04D', '06C', '06D', '10C')",36.05,2,929402.0
"('04C', '04D', '06C', '06D', '09C')",36.049,2,929347.0
"('04C', '04D', '06C', '06D', '08C')",36.048,2,929291.0
"('04C', '04D', '06C', '06D', '07C')",36.047,2,929236.0
"('04C', '04D', '05C', '06C', '06D')",36.045,2,929181.0
"('03C', '03D', '06C', '06D', '14C')",36.044000000000004,2,929125.0
"('03C', '03D', '06C', '06D', '13C')",36.043,2,929070.0
"('02C', '04C', '04D', '06C', '06D')",36.042,2,928959.0
"('03C', '03D', '06C', '06D', '11C')",36.041000000000004,2,928848.0
"('03C', '03D', '06C', '06D', '10C')",36.04,2,928793.0
"('03C', '03D', '06C', '06D', '09C')",36.039,2,928737.0
"('03C', '03D', '06C', '06D', '08C')",36.038000000000004,2,928682.0
"('03C', '03D', '06C', '06D', '07C')",36.037,2,928626.0
"('03C', '03D', '05C', '06C', '06D')",36.035000000000004,2,928571.0
"('02C', '02D', '06C', '06D', '14C')",36.034000000000006,2,928516.0
"('03C', '03D', '04C', '06C', '06D')",36.034,2,928460.0
"('02C', '02D', '06C', '06D', '13C')",36.033,2,928405.0
"('02C', '02D', '06C', '06D', '12C')",36.032000000000004,2,928349.0
"('02C', '02D', '06C', '06D', '11C')",36.031000000000006,2,928239.0
"('02C', '02D', '06C', '06D', '10C')",36.03,2,928183.0
"('02C', '02D', '06C', '06D', '09C')",36.029,2,928128.0
"('02C', '02D', '06C', '06D', '08C')",36.028000000000006,2,928072.0
"('02C', '02D', '06C', '06D', '07C')",36.027,2,928017.0
"('02C', '02D', '05C', '06C', '06D')",36.025000000000006,2,927962.0
"('02C', '02D', '04C', '06C', '06D')",36.024,2,927906.0
"('02C', '02D', '03C', '06C', '06D')",36.023,2,927851.0
"('04C', '04D', '05C', '05D', '14C')",35.054,2,927795.0
"('04C', '04D', '05C', '05D', '13C')",35.053,2,927740.0
"('04C', '04D', '05C', '05D', '12C')",35.052,2,927685.0
"('04C', '04D', '05C', '05D', '11C')",35.051,2,927629.0
"('04C', '04D', '05C', '05D', '10C')",35.05,2,927574.0
"('04C', '04D', '05C', '05D', '09C')",35.049,2,927518.0
"('04C', '04D', '05C', '05D', '08C')",35.048,2,927463.0
"('04C', '04D', '05C', '05D', '07C')",35.047,2,927408.0
"('04C', '04D', '05C', '05D', '06C')",35.046,2,927352.0
"('03C', '03D', '05C', '05D', '14C')",35.044000000000004,2,927297.0
"('03C', '03D', '05C', '05D', '13C')",35.043,2,927241.0
"('02C', '04C', '04D', '05C', '05D')",35.042,2,927130.0
"('03C', '03D', '05C', '05D', '11C')",35.041000000000004,2,927020.0
"('03C', '03D', '05C', '05D', '10C')",35.04,2,926964.0
"('03C', '03D', '05C', '05D', '09C')",35.039,2,926909.0
"('03C', '03D', '05C', '05D', '08C')",35.038000000000004,2,926853.0
"('03C', '03D', '05C', '05D', '07C')",35.037,2,926798.0
"('03C', '03D', '05C', '05D', '06C')",35.036,2,926743.0
"('02C', '02D', '05C', '05D', '14C')",35.034000000000006,2,926687.0
"('03C', '03D', '04C', '05C', '05D')",35.034,2,926632.0
"('02C', '02D', '05C', '05D', '13C')",35.033,2,926576.0
"('02C', '02D', '05C', '05D', '12C')",35.032000000000004,2,926521.0
"('02C', '02D', '05C', '05D', '11C')",35.031000000000006,2,926410.0
"('02C', '02D', '05C', '05D', '10C')",35.03,2,926355.0
"('02C', '02D', '05C', '05D', '09C')",35.029,2,926299.0
"('02C', '02D', '05C', '05D', '08C')",35.028000000000006,2,926244.0
"('02C', '02D', '05C', '05D', '07C')",35.027,2,926189.0
"('02C', '02D', '05C', '05D', '06C')",35.026,2,926133.0
"('02C', '02D', '04C', '05C', '05D')",35.024,2,926078.0
"('02C', '02D', '03C', '05C', '05D')",35.023,2,926022.0
"('03C', '03D', '04C', '04D', '14C')",34.044000000000004,2,925967.0
"('03C', '03D', '04C', '04D', '13C')",34.043,2,925912.0
"('03C', '03D', '04C', '04D', '12C')",34.042,2,925856.0
"('03C', '03D', '04C', '04D', '11C')",34.041000000000004,2,925801.0
"('03C', '03D', '04C', '04D', '10C')",34.04,2,925745.0
"('03C', '03D', '04C', '04D', '09C')",34.039,2,925690.0
"('03C', '03D', '04C', '04D', '08C')",34.038000000000004,2,925634.0
"('03C', '03D', '04C', '04D', '07C')",34.037,2,925579.0
"('03C', '03D', '04C', '04D', '06C')",34.036,2,925524.0
"('03C', '03D', '04C', '04D', '05C')",34.035000000000004,2,925468.0
"('02C', '02D', '04C', '04D', '14C')",34.034000000000006,2,925413.0
"('02C', '02D', '04C', '04D', '13C')",34.033,2,925357.0
"('02C', '02D', '04C', '04D', '12C')",34.032000000000004,2,925302.0
"('02C', '02D', '04C', '04D', '11C')",34.031000000000006,2,925191.0
"('02C', '02D', '04C', '04D', '10C')",34.03,2,925136.0
"('02C', '02D', '04C', '04D', '09C')",34.029,2,925080.0
"('02C', '02D', '04C', '04D', '08C')",34.028000000000006,2,925025.0
"('02C', '02D', '04C', '04D', '07C')",34.027,2,924970.0
"('02C', '02D', '04C', '04D', '06C')",34.026,2,924914.0
"('02C', '02D', '04C', '04D', '05C')",34.025000000000006,2,924859.0
"('02C', '02D', '03C', '04C', '04D')",34.023,2,924803.0
"('02C', '02D', '03C', '03D', '14C')",33.034000000000006,2,924748.0
"('02C', '02D', '03C', '03D', '13C')",33.033,2,924693.0
"('02C', '02D', '03C', '03D', '12C')",33.032000000000004,2,924637.0
"('02C', '02D', '03C', '03D', '11C')",33.031000000000006,2,924582.0
"('02C', '02D', '03C', '03D', '10C')",33.03,2,924526.0
"('02C', '02D', '03C', '03D', '09C')",33.029,2,924471.0
"('02C', '02D', '03C', '03D', '08C')",33.028000000000006,2,924416.0
"('02C', '02D', '03C', '03D', '07C')",33.027,2,924360.0
"('02C', '02D', '03C', '03D', '06C')",33.026,2,924305.0
"('02C', '02D', '03C', '03D', '05C')",33.025000000000006,2,924249.0
"('02C', '02D', '03C', '03D', '04C')",33.024,2,924194.0
"('11C', '12C', '13C', '14C', '14D')",29.1431,1,924139.0
"('10C', '12C', '13C', '14C', '14D')",29.143,1,923991.0
"('09C', '12C', '13C', '14C', '14D')",29.1429,1,923843.0
"('08C', '12C', '13C', '14C', '14D')",29.1428,1,923695.0
"('07C', '12C', '13C', '14C', '14D')",29.142699999999998,1,923547.0
"('06C', '12C', '13C', '14C', '14D')",29.142599999999998,1,923400.0
"('05C', '12C', '13C', '14C', '14D')",29.1425,1,923252.0
"('04C', '12C', '13C', '14C', '14D')",29.1424,1,923104.0
"('03C', '12C', '13C', '14C', '14D')",29.1423,1,922956.0
"('02C', '12C', '13C', '14C', '14D')",29.1422,1,922809.0
"('10C', '11C', '13C', '14C', '14D')",29.142,1,922661.0
"('09C', '11C', '13C', '14C', '14D')",29.1419,1,922513.0
"('08C', '11C', '13C', '14C', '14D')",29.1418,1,922365.0
"('07C', '11C', '13C', '14C', '14D')",29.141699999999997,1,922218.0
"('06C', '11C', '13C', '14C', '14D')",29.141599999999997,1,922070.0
"('05C', '11C', '13C', '14C', '14D')",29.141499999999997,1,921922.0
"('04C', '11C', '13C', '14C', '14D')",29.141399999999997,1,921774.0
"('03C', '11C', '13C', '14C', '14D')",29.141299999999998,1,921627.0
"('02C', '11C', '13C', '14C', '14D')",29.141199999999998,1,921479.0
"('09C', '10C', '13C', '14C', '14D')",29.140900000000002,1,921331.0
"('08C', '10C', '13C', '14C', '14D')",29.140800000000002,1,921183.0
"('07C', '10C', '13C', '14C', '14D')",29.1407,1,921036.0
"('06C', '10C', '13C', '14C', '14D')",29.1406,1,920888.0
"('05C', '10C', '13C', '14C', '14D')",29.1405,1,920740.0
"('04C', '10C', '13C', '14C', '14D')",29.1404,1,920592.0
"('03C', '10C', '13C', '14C', '14D')",29.1403,1,920445.0
"('02C', '10C', '13C', '14C', '14D')",29.1402,1,920297.0
"('08C', '09C', '13C', '14C', '14D')",29.1398,1,920149.0
"('07C', '09C', '13C', '14C', '14D')",29.139699999999998,1,920001.0
"('06C', '09C', '13C', '14C', '14D')",29.139599999999998,1,919854.0
"('05C', '09C', '13C', '14C', '14D')",29.139499999999998,1,919706.0
"('04C', '09C', '13C', '14C', '14D')",29.1394,1,919558.0
"('03C', '09C', '13C', '14C', '14D')",29.1393,1,919410.0
"('02C', '09C', '13C', '14C', '14D')",29.1392,1,919263.0
"('07C', '08C', '13C', '14C', '14D')",29.138699999999996,1,919115.0
"('06C', '08C', '13C', '14C', '14D')",29.138599999999997,1,918967.0
"('05C', '08C', '13C', '14C', '14D')",29.138499999999997,1,918819.0
"('04C', '08C', '13C', '14C', '14D')",29.138399999999997,1,918672.0
"('03C', '08C', '13C', '14C', '14D')",29.138299999999997,1,918524.0
"('02C', '08C', '13C', '14C', '14D')",29.138199999999998,1,918376.0
"('06C', '07C', '13C', '14C', '14D')",29.1376,1,918228.0
"('05C', '07C', '13C', '14C', '14D')",29.1375,1,918081.0
"('04C', '07C', '13C', '14C', '14D')",29.1374,1,917933.0
"('03C', '07C', '13C', '14C', '14D')",29.1373,1,917785.0
"('02C', '07C', '13C', '14C', '14D')",29.1372,1,917637.0
"('05C', '06C', '13C', '14C', '14D')",29.136499999999998,1,917490.0
"('04C', '06C', '13C', '14C', '14D')",29.1364,1,917342.0
"('03C', '06C', '13C', '14C', '14D')",29.1363,1,917194.0
"('02C', '06C', '13C', '14C', '14D')",29.1362,1,917046.0
"('04C', '05C', '13C', '14C', '14D')",29.135399999999997,1,916899.0
"('03C', '05C', '13C', '14C', '14D')",29.135299999999997,1,916751.0
"('02C', '05C', '13C', '14C', '14D')",29.135199999999998,1,916603.0
"('03C', '04C', '13C', '14C', '14D')",29.1343,1,916455.0
"('02C', '04C', '13C', '14C', '14D')",29.1342,1,916308.0
"('02C', '03C', '13C', '14C', '14D')",29.1332,1,916160.0
"('10C', '11C', '12C', '14C', '14D')",29.132,1,916012.0
"('09C', '11C', '12C', '14C', '14D')",29.1319,1,915864.0
"('08C', '11C', '12C', '14C', '14D')",29.131800000000002,1,915717.0
"('07C', '11C', '12C', '14C', '14D')",29.1317,1,915569.0
"('06C', '11C', '12C', '14C', '14D')",29.1316,1,915421.0
"('05C', '11C', '12C', '14C', '14D')",29.1315,1,915273.0
"('04C', '11C', '12C', '14C', '14D')",29.1314,1,915126.0
"('03C', '11C', '12C', '14C', '14D')",29.1313,1,914978.0
"('02C', '11C', '12C', '14C', '14D')",29.1312,1,914830.0
"('09C', '10C', '12C', '14C', '14D')",29.130900000000004,1,914682.0
"('08C', '10C', '12C', '14C', '14D')",29.130800000000004,1,914535.0
"('07C', '10C', '12C', '14C', '14D')",29.1307,1,914387.0
"('06C', '10C', '12C', '14C', '14D')",29.1306,1,914239.0
"('05C', '10C', '12C', '14C', '14D')",29.1305,1,914091.0
"('04C', '10C', '12C', '14C', '14D')",29.1304,1,913944.0
"('03C', '10C', '12C', '14C', '14D')",29.130300000000002,1,913796.0
"('02C', '10C', '12C', '14C', '14D')",29.130200000000002,1,913648.0
"('08C', '09C', '12C', '14C', '14D')",29.129800000000003,1,913500.0
"('07C', '09C', '12C', '14C', '14D')",29.1297,1,913353.0
"('06C', '09C', '12C', '14C', '14D')",29.1296,1,913205.0
"('05C', '09C', '12C', '14C', '14D')",29.1295,1,913057.0
"('04C', '09C', '12C', '14C', '14D')",29.1294,1,912909.0
"('03C', '09C', '12C', '14C', '14D')",29.1293,1,912762.0
"('02C', '09C', '12C', '14C', '14D')",29.1292,1,912614.0
"('07C', '08C', '12C', '14C', '14D')",29.1287,1,912466.0
"('06C', '08C', '12C', '14C', '14D')",29.1286,1,912318.0
"('05C', '08C', '12C', '14C', '14D')",29.1285,1,912171.0
"('04C', '08C', '12C', '14C', '14D')",29.1284,1,912023.0
"('03C', '08C', '12C', '14C', '14D')",29.1283,1,911875.0
"('02C', '08C', '12C', '14C', '14D')",29.1282,1,911727.0
"('06C', '07C', '12C', '14C', '14D')",29.1276,1,911580.0
"('05C', '07C', '12C', '14C', '14D')",29.1275,1,911432.0
"('04C', '07C', '12C', '14C', '14D')",29.1274,1,911284.0
"('03C', '07C', '12C', '14C', '14D')",29.1273,1,911136.0
"('02C', '07C', '12C', '14C', '14D')",29.127200000000002,1,910989.0
"('05C', '06C', '12C', '14C', '14D')",29.1265,1,910841.0
"('04C', '06C', '12C', '14C', '14D')",29.1264,1,910693.0
"('03C', '06C', '12C', '14C', '14D')",29.1263,1,910545.0
"('02C', '06C', '12C', '14C', '14D')",29.1262,1,910398.0
"('04C', '05C', '12C', '14C', '14D')",29.1254,1,910250.0
"('03C', '05C', '12C', '14C', '14D')",29.1253,1,910102.0
"('02C', '05C', '12C', '14C', '14D')",29.1252,1,909954.0
"('03C', '04C', '12C', '14C', '14D')",29.1243,1,909807.0
"('02C', '04C', '12C', '14C', '14D')",29.124200000000002,1,909659.0
"('02C', '03C', '12C', '14C', '14D')",29.1232,1,909511.0
"('09C', '10C', '11C', '14C', '14D')",29.120900000000002,1,909363.0
"('08C', '10C', '11C', '14C', '14D')",29.120800000000003,1,909216.0
"('07C', '10C', '11C', '14C', '14D')",29.1207,1,909068.0
"('06C', '10C', '11C', '14C', '14D')",29.1206,1,908920.0
"('05C', '10C', '11C', '14C', '14D')",29.1205,1,908772.0
"('04C', '10C', '11C', '14C', '14D')",29.1204,1,908625.0
"('03C', '10C', '11C', '14C', '14D')",29.1203,1,908477.0
"('02C', '10C', '11C', '14C', '14D')",29.1202,1,908329.0
"('08C', '09C', '11C', '14C', '14D')",29.1198,1,908181.0
"('07C', '09C', '11C', '14C', '14D')",29.119699999999998,1,908034.0
"('06C', '09C', '11C', '14C', '14D')",29.1196,1,907886.0
"('05C', '09C', '11C', '14C', '14D')",29.1195,1,907738.0
"('04C', '09C', '11C', '14C', '14D')",29.1194,1,907590.0
"('03C', '09C', '11C', '14C', '14D')",29.1193,1,907443.0
"('02C', '09C', '11C', '14C', '14D')",29.1192,1,907295.0
"('07C', '08C', '11C', '14C', '14D')",29.118699999999997,1,907147.0
"('06C', '08C', '11C', '14C', '14D')",29.118599999999997,1,906999.0
"('05C', '08C', '11C', '14C', '14D')",29.118499999999997,1,906852.0
"('04C', '08C', '11C', '14C', '14D')",29.118399999999998,1,906704.0
"('03C', '08C', '11C', '14C', '14D')",29.118299999999998,1,906556.0
"('02C', '08C', '11C', '14C', '14D')",29.118199999999998,1,906408.0
"('06C', '07C', '11C', '14C', '14D')",29.1176,1,906261.0
"('05C', '07C', '11C', '14C', '14D')",29.1175,1,906113.0
"('04C', '07C', '11C', '14C', '14D')",29.1174,1,905965.0
"('03C', '07C', '11C', '14C', '14D')",29.1173,1,905817.0
"('02C', '07C', '11C', '14C', '14D')",29.1172,1,905670.0
"('05C', '06C', '11C', '14C', '14D')",29.1165,1,905522.0
"('04C', '06C', '11C', '14C', '14D')",29.1164,1,905374.0
"('03C', '06C', '11C', '14C', '14D')",29.1163,1,905226.0
"('02C', '06C', '11C', '14C', '14D')",29.1162,1,905079.0
"('04C', '05C', '11C', '14C', '14D')",29.115399999999998,1,904931.0
"('03C', '05C', '11C', '14C', '14D')",29.115299999999998,1,904783.0
"('02C', '05C', '11C', '14C', '14D')",29.115199999999998,1,904635.0
"('03C', '04C', '11C', '14C', '14D')",29.1143,1,904488.0
"('02C', '04C', '11C', '14C', '14D')",29.1142,1,904340.0
"('02C', '03C', '11C', '14C', '14D')",29.1132,1,904192.0
"('08C', '09C', '10C', '14C', '14D')",29.109800000000003,1,904044.0
"('07C', '09C', '10C', '14C', '14D')",29.1097,1,903897.0
"('06C', '09C', '10C', '14C', '14D')",29.1096,1,903749.0
"('05C', '09C', '10C', '14C', '14D')",29.1095,1,903601.0
"('04C', '09C', '10C', '14C', '14D')",29.1094,1,903453.0
"('03C', '09C', '10C', '14C', '14D')",29.1093,1,903306.0
"('02C', '09C', '10C', '14C', '14D')",29.1092,1,903158.0
"('07C', '08C', '10C', '14C', '14D')",29.1087,1,903010.0
"('06C', '08C', '10C', '14C', '14D')",29.1086,1,902862.0
"('05C', '08C', '10C', '14C', '14D')",29.1085,1,902715.0
"('04C', '08C', '10C', '14C', '14D')",29.1084,1,902567.0
"('03C', '08C', '10C', '14C', '14D')",29.1083,1,902419.0
"('02C', '08C', '10C', '14C', '14D')",29.1082,1,902271.0
"('06C', '07C', '10C', '14C', '14D')",29.1076,1,902124.0
"('05C', '07C', '10C', '14C', '14D')",29.1075,1,901976.0
"('04C', '07C', '10C', '14C', '14D')",29.107400000000002,1,901828.0
"('03C', '07C', '10C', '14C', '14D')",29.107300000000002,1,901680.0
"('02C', '07C', '10C', '14C', '14D')",29.107200000000002,1,901533.0
"('05C', '06C', '10C', '14C', '14D')",29.1065,1,901385.0
"('04C', '06C', '10C', '14C', '14D')",29.1064,1,901237.0
"('03C', '06C', '10C', '14C', '14D')",29.1063,1,901089.0
"('02C', '06C', '10C', '14C', '14D')",29.1062,1,900942.0
"('04C', '05C', '10C', '14C', '14D')",29.1054,1,900794.0
"('03C', '05C', '10C', '14C', '14D')",29.1053,1,900646.0
"('02C', '05C', '10C', '14C', '14D')",29.1052,1,900498.0
"('03C', '04C', '10C', '14C', '14D')",29.104300000000002,1,900351.0
"('02C', '04C', '10C', '14C', '14D')",29.104200000000002,1,900203.0
"('02C', '03C', '10C', '14C', '14D')",29.1032,1,900055.0
"('07C', '08C', '09C', '14C', '14D')",29.098699999999997,1,899907.0
"('06C', '08C', '09C', '14C', '14D')",29.098599999999998,1,899760.0
"('05C', '08C', '09C', '14C', '14D')",29.098499999999998,1,899612.0
"('04C', '08C', '09C', '14C', '14D')",29.098399999999998,1,899464.0
"('03C', '08C', '09C', '14C', '14D')",29.0983,1,899316.0
"('02C', '08C', '09C', '14C', '14D')",29.0982,1,899169.0
"('06C', '07C', '09C', '14C', '14D')",29.0976,1,899021.0
"('05C', '07C', '09C', '14C', '14D')",29.0975,1,898873.0
"('04C', '07C', '09C', '14C', '14D')",29.0974,1,898725.0
"('03C', '07C', '09C', '14C', '14D')",29.0973,1,898578.0
"('02C', '07C', '09C', '14C', '14D')",29.0972,1,898430.0
"('05C', '06C', '09C', '14C', '14D')",29.0965,1,898282.0
"('04C', '06C', '09C', '14C', '14D')",29.0964,1,898134.0
"('03C', '06C', '09C', '14C', '14D')",29.0963,1,897987.0
"('02C', '06C', '09C', '14C', '14D')",29.0962,1,897839.0
"('04C', '05C', '09C', '14C', '14D')",29.095399999999998,1,897691.0
"('03C', '05C', '09C', '14C', '14D')",29.095299999999998,1,897543.0
"('02C', '05C', '09C', '14C', '14D')",29.0952,1,897395.0
"('03C', '04C', '09C', '14C', '14D')",29.0943,1,897248.0
"('02C', '04C', '09C', '14C', '14D')",29.0942,1,897100.0
"('02C', '03C', '09C', '14C', '14D')",29.0932,1,896952.0
"('06C', '07C', '08C', '14C', '14D')",29.0876,1,896804.0
"('05C', '07C', '08C', '14C', '14D')",29.0875,1,896657.0
"('04C', '07C', '08C', '14C', '14D')",29.0874,1,896509.0
"('03C', '07C', '08C', '14C', '14D')",29.0873,1,896361.0
"('02C', '07C', '08C', '14C', '14D')",29.0872,1,896213.0
"('05C', '06C', '08C', '14C', '14D')",29.086499999999997,1,896066.0
"('04C', '06C', '08C', '14C', '14D')",29.086399999999998,1,895918.0
"('03C', '06C', '08C', '14C', '14D')",29.086299999999998,1,895770.0
"('02C', '06C', '08C', '14C', '14D')",29.086199999999998,1,895622.0
"('04C', '05C', '08C', '14C', '14D')",29.085399999999996,1,895475.0
"('03C', '05C', '08C', '14C', '14D')",29.085299999999997,1,895327.0
"('02C', '05C', '08C', '14C', '14D')",29.085199999999997,1,895179.0
"('03C', '04C', '08C', '14C', '14D')",29.0843,1,895031.0
"('02C', '04C', '08C', '14C', '14D')",29.0842,1,894884.0
"('02C', '03C', '08C', '14C', '14D')",29.083199999999998,1,894736.0
"('05C', '06C', '07C', '14C', '14D')",29.0765,1,894588.0
"('04C', '06C', '07C', '14C', '14D')",29.0764,1,894440.0
"('03C', '06C', '07C', '14C', '14D')",29.0763,1,894293.0
"('02C', '06C', '07C', '14C', '14D')",29.0762,1,894145.0
"('04C', '05C', '07C', '14C', '14D')",29.0754,1,893997.0
"('03C', '05C', '07C', '14C', '14D')",29.0753,1,893849.0
"('02C', '05C', '07C', '14C', '14D')",29.0752,1,893702.0
"('03C', '04C', '07C', '14C', '14D')",29.0743,1,893554.0
"('02C', '04C', '07C', '14C', '14D')",29.0742,1,893406.0
"('02C', '03C', '07C', '14C', '14D')",29.0732,1,893258.0
"('04C', '05C', '06C', '14C', '14D')",29.065399999999997,1,893111.0
"('03C', '05C', '06C', '14C', '14D')",29.065299999999997,1,892963.0
"('02C', '05C', '06C', '14C', '14D')",29.065199999999997,1,892815.0
"('03C', '04C', '06C', '14C', '14D')",29.0643,1,892667.0
"('02C', '04C', '06C', '14C', '14D')",29.0642,1,892520.0
"('02C', '03C', '06C', '14C', '14D')",29.0632,1,892372.0
"('03C', '04C', '05C', '14C', '14D')",29.0543,1,892224.0
"('02C', '04C', '05C', '14C', '14D')",29.0542,1,892076.0
"('02C', '03C', '05C', '14C', '14D')",29.0532,1,891929.0
"('02C', '03C', '04C', '14C', '14D')",29.0432,1,891781.0
"('11C', '12C', '13C', '13D', '14C')",28.153100000000002,1,891633.0
"('10C', '12C', '13C', '13D', '14C')",28.153000000000002,1,891485.0
"('09C', '12C', '13C', '13D', '14C')",28.152900000000002,1,891338.0
"('08C', '12C', '13C', '13D', '14C')",28.152800000000003,1,891190.0
"('07C', '12C', '13C', '13D', '14C')",28.1527,1,891042.0
"('06C', '12C', '13C', '13D', '14C')",28.1526,1,890894.0
"('05C', '12C', '13C', '13D', '14C')",28.1525,1,890747.0
"('04C', '12C', '13C', '13D', '14C')",28.1524,1,890599.0
"('03C', '12C', '13C', '13D', '14C')",28.1523,1,890451.0
"('02C', '12C', '13C', '13D', '14C')",28.1522,1,890303.0
"('10C', '11C', '13C', '13D', '14C')",28.152,1,890156.0
"('09C', '11C', '13C', '13D', '14C')",28.1519,1,890008.0
"('08C', '11C', '13C', '13D', '14C')",28.1518,1,889860.0
"('07C', '11C', '13C', '13D', '14C')",28.151699999999998,1,889712.0
"('06C', '11C', '13C', '13D', '14C')",28.1516,1,889565.0
"('05C', '11C', '13C', '13D', '14C')",28.1515,1,889417.0
"('04C', '11C', '13C', '13D', '14C')",28.1514,1,889269.0
"('03C', '11C', '13C', '13D', '14C')",28.1513,1,889121.0
"('02C', '11C', '13C', '13D', '14C')",28.1512,1,888974.0
"('09C', '10C', '13C', '13D', '14C')",28.150900000000004,1,888826.0
"('08C', '10C', '13C', '13D', '14C')",28.150800000000004,1,888678.0
"('07C', '10C', '13C', '13D', '14C')",28.1507,1,888530.0
"('06C', '10C', '13C', '13D', '14C')",28.1506,1,888383.0
"('05C', '10C', '13C', '13D', '14C')",28.1505,1,888235.0
"('04C', '10C', '13C', '13D', '14C')",28.1504,1,888087.0
"('03C', '10C', '13C', '13D', '14C')",28.1503,1,887939.0
"('02C', '10C', '13C', '13D', '14C')",28.1502,1,887792.0
"('08C', '09C', '13C', '13D', '14C')",28.149800000000003,1,887644.0
"('07C', '09C', '13C', '13D', '14C')",28.1497,1,887496.0
