,top,mid,bot,s1,s2,s3,sc1,sc2
48887,"['05H', '11D', '12H']","['08H', '10S', '12C', '12S', '13S']","['03C', '04D', '05C', '06H', '07S']",12.115,27.140800000000002,72.0,165.7733,174.7416
39815,"['05C', '11D', '12H']","['08H', '10S', '12C', '12S', '13S']","['03C', '04D', '05H', '06H', '07S']",12.115,27.140800000000002,72.0,165.7733,174.7416
39563,"['05C', '11D', '12C']","['08H', '10S', '12H', '12S', '13S']","['03C', '04D', '05H', '06H', '07S']",12.115,27.140800000000002,72.0,165.7733,174.7416
48635,"['05H', '11D', '12C']","['08H', '10S', '12H', '12S', '13S']","['03C', '04D', '05C', '06H', '07S']",12.115,27.140800000000002,72.0,165.7733,174.7416
49139,"['05H', '11D', '12S']","['08H', '10S', '12C', '12H', '13S']","['03C', '04D', '05C', '06H', '07S']",12.115,27.140800000000002,72.0,165.7733,174.7416
39059,"['05C', '10S', '12S']","['08H', '11D', '12C', '12H', '13S']","['03C', '04D', '05H', '06H', '07S']",12.105,27.1418,72.0,165.7193,174.7036
38807,"['05C', '10S', '12H']","['08H', '11D', '12C', '12S', '13S']","['03C', '04D', '05H', '06H', '07S']",12.105,27.1418,72.0,165.7193,174.7036
48131,"['05H', '10S', '12S']","['08H', '11D', '12C', '12H', '13S']","['03C', '04D', '05C', '06H', '07S']",12.105,27.1418,72.0,165.7193,174.7036
38555,"['05C', '10S', '12C']","['08H', '11D', '12H', '12S', '13S']","['03C', '04D', '05H', '06H', '07S']",12.105,27.1418,72.0,165.7193,174.7036
47879,"['05H', '10S', '12H']","['08H', '11D', '12C', '12S', '13S']","['03C', '04D', '05C', '06H', '07S']",12.105,27.1418,72.0,165.7193,174.7036
47627,"['05H', '10S', '12C']","['08H', '11D', '12H', '12S', '13S']","['03C', '04D', '05C', '06H', '07S']",12.105,27.1418,72.0,165.7193,174.7036
46619,"['05H', '08H', '12H']","['10S', '11D', '12C', '12S', '13S']","['03C', '04D', '05C', '06H', '07S']",12.085,27.142,72.0,165.6095,174.624
46367,"['05H', '08H', '12C']","['10S', '11D', '12H', '12S', '13S']","['03C', '04D', '05C', '06H', '07S']",12.085,27.142,72.0,165.6095,174.624
46871,"['05H', '08H', '12S']","['10S', '11D', '12C', '12H', '13S']","['03C', '04D', '05C', '06H', '07S']",12.085,27.142,72.0,165.6095,174.624
37799,"['05C', '08H', '12S']","['10S', '11D', '12C', '12H', '13S']","['03C', '04D', '05H', '06H', '07S']",12.085,27.142,72.0,165.6095,174.624
37547,"['05C', '08H', '12H']","['10S', '11D', '12C', '12S', '13S']","['03C', '04D', '05H', '06H', '07S']",12.085,27.142,72.0,165.6095,174.624
37295,"['05C', '08H', '12C']","['10S', '11D', '12H', '12S', '13S']","['03C', '04D', '05H', '06H', '07S']",12.085,27.142,72.0,165.6095,174.624
65464,"['08H', '11D', '13S']","['05C', '05H', '06H', '07S', '10S']","['03C', '04D', '12C', '12H', '12S']",13.117999999999999,20.1076,57.0,149.2566,149.6872
65399,"['08H', '11D', '13S']","['04D', '05C', '05H', '07S', '10S']","['03C', '06H', '12C', '12H', '12S']",13.117999999999999,20.107400000000002,57.0,149.25639999999999,149.6868
65329,"['08H', '11D', '13S']","['03C', '05C', '05H', '07S', '10S']","['04D', '06H', '12C', '12H', '12S']",13.117999999999999,20.107300000000002,57.0,149.25629999999998,149.6866
65395,"['08H', '11D', '13S']","['04D', '05C', '05H', '06H', '10S']","['03C', '07S', '12C', '12H', '12S']",13.117999999999999,20.1064,57.0,149.25539999999998,149.6848
65325,"['08H', '11D', '13S']","['03C', '05C', '05H', '06H', '10S']","['04D', '07S', '12C', '12H', '12S']",13.117999999999999,20.1063,57.0,149.25529999999998,149.6846
65270,"['08H', '11D', '13S']","['03C', '04D', '05C', '05H', '10S']","['06H', '07S', '12C', '12H', '12S']",13.117999999999999,20.104300000000002,57.0,149.2533,149.6806
61684,"['07S', '11D', '13S']","['05C', '05H', '06H', '08H', '10S']","['03C', '04D', '12C', '12H', '12S']",13.116999999999999,20.1086,57.0,149.25209999999998,149.6852
61619,"['07S', '11D', '13S']","['04D', '05C', '05H', '08H', '10S']","['03C', '06H', '12C', '12H', '12S']",13.116999999999999,20.1084,57.0,149.25189999999998,149.6848
61549,"['07S', '11D', '13S']","['03C', '05C', '05H', '08H', '10S']","['04D', '06H', '12C', '12H', '12S']",13.116999999999999,20.1083,57.0,149.2518,149.6846
61615,"['07S', '11D', '13S']","['04D', '05C', '05H', '06H', '10S']","['03C', '08H', '12C', '12H', '12S']",13.116999999999999,20.1064,57.0,149.2499,149.6808
61545,"['07S', '11D', '13S']","['03C', '05C', '05H', '06H', '10S']","['04D', '08H', '12C', '12H', '12S']",13.116999999999999,20.1063,57.0,149.2498,149.6806
61490,"['07S', '11D', '13S']","['03C', '04D', '05C', '05H', '10S']","['06H', '08H', '12C', '12H', '12S']",13.116999999999999,20.104300000000002,57.0,149.24779999999998,149.6766
67984,"['10S', '11D', '13S']","['05C', '05H', '06H', '07S', '08H']","['03C', '04D', '12C', '12H', '12S']",13.12,20.0876,57.0,149.24759999999998,149.65519999999998
67919,"['10S', '11D', '13S']","['04D', '05C', '05H', '07S', '08H']","['03C', '06H', '12C', '12H', '12S']",13.12,20.0874,57.0,149.2474,149.6548
67849,"['10S', '11D', '13S']","['03C', '05C', '05H', '07S', '08H']","['04D', '06H', '12C', '12H', '12S']",13.12,20.0873,57.0,149.2473,149.6546
56392,"['06H', '11D', '13S']","['05C', '05H', '07S', '08H', '10S']","['03C', '04D', '12C', '12H', '12S']",13.116,20.1087,57.0,149.2467,149.6814
56327,"['06H', '11D', '13S']","['04D', '05C', '05H', '08H', '10S']","['03C', '07S', '12C', '12H', '12S']",13.116,20.1084,57.0,149.2464,149.6808
67915,"['10S', '11D', '13S']","['04D', '05C', '05H', '06H', '08H']","['03C', '07S', '12C', '12H', '12S']",13.12,20.086399999999998,57.0,149.2464,149.65279999999998
56257,"['06H', '11D', '13S']","['03C', '05C', '05H', '08H', '10S']","['04D', '07S', '12C', '12H', '12S']",13.116,20.1083,57.0,149.24630000000002,149.6806
67845,"['10S', '11D', '13S']","['03C', '05C', '05H', '06H', '08H']","['04D', '07S', '12C', '12H', '12S']",13.12,20.086299999999998,57.0,149.2463,149.6526
56323,"['06H', '11D', '13S']","['04D', '05C', '05H', '07S', '10S']","['03C', '08H', '12C', '12H', '12S']",13.116,20.107400000000002,57.0,149.24540000000002,149.6788
56253,"['06H', '11D', '13S']","['03C', '05C', '05H', '07S', '10S']","['04D', '08H', '12C', '12H', '12S']",13.116,20.107300000000002,57.0,149.24530000000001,149.67860000000002
67790,"['10S', '11D', '13S']","['03C', '04D', '05C', '05H', '08H']","['06H', '07S', '12C', '12H', '12S']",13.12,20.0843,57.0,149.2443,149.6486
56198,"['06H', '11D', '13S']","['03C', '04D', '05C', '05H', '10S']","['07S', '08H', '12C', '12H', '12S']",13.116,20.104300000000002,57.0,149.2423,149.6726
67914,"['10S', '11D', '13S']","['04D', '05C', '05H', '06H', '07S']","['03C', '08H', '12C', '12H', '12S']",13.12,20.0764,57.0,149.2364,149.6328
67844,"['10S', '11D', '13S']","['03C', '05C', '05H', '06H', '07S']","['04D', '08H', '12C', '12H', '12S']",13.12,20.0763,57.0,149.2363,149.6326
28869,"['04D', '11D', '13S']","['05C', '05H', '07S', '08H', '10S']","['03C', '06H', '12C', '12H', '12S']",13.113999999999999,20.1087,57.0,149.2357,149.6734
28859,"['04D', '11D', '13S']","['05C', '05H', '06H', '08H', '10S']","['03C', '07S', '12C', '12H', '12S']",13.113999999999999,20.1086,57.0,149.23559999999998,149.6732
28739,"['04D', '11D', '13S']","['03C', '05C', '05H', '08H', '10S']","['06H', '07S', '12C', '12H', '12S']",13.113999999999999,20.1083,57.0,149.2353,149.6726
28855,"['04D', '11D', '13S']","['05C', '05H', '06H', '07S', '10S']","['03C', '08H', '12C', '12H', '12S']",13.113999999999999,20.1076,57.0,149.2346,149.6712
28735,"['04D', '11D', '13S']","['03C', '05C', '05H', '07S', '10S']","['06H', '08H', '12C', '12H', '12S']",13.113999999999999,20.107300000000002,57.0,149.2343,149.6706
67789,"['10S', '11D', '13S']","['03C', '04D', '05C', '05H', '07S']","['06H', '08H', '12C', '12H', '12S']",13.12,20.0743,57.0,149.2343,149.6286
28730,"['04D', '11D', '13S']","['03C', '05C', '05H', '06H', '10S']","['07S', '08H', '12C', '12H', '12S']",13.113999999999999,20.1063,57.0,149.23329999999999,149.6686
15009,"['03C', '11D', '13S']","['05C', '05H', '07S', '08H', '10S']","['04D', '06H', '12C', '12H', '12S']",13.113,20.1087,57.0,149.2302,149.6694
14999,"['03C', '11D', '13S']","['05C', '05H', '06H', '08H', '10S']","['04D', '07S', '12C', '12H', '12S']",13.113,20.1086,57.0,149.2301,149.6692
61614,"['07S', '11D', '13S']","['04D', '05C', '05H', '06H', '08H']","['03C', '10S', '12C', '12H', '12S']",13.116999999999999,20.086399999999998,57.0,149.2299,149.64079999999998
14879,"['03C', '11D', '13S']","['04D', '05C', '05H', '08H', '10S']","['06H', '07S', '12C', '12H', '12S']",13.113,20.1084,57.0,149.2299,149.6688
61544,"['07S', '11D', '13S']","['03C', '05C', '05H', '06H', '08H']","['04D', '10S', '12C', '12H', '12S']",13.116999999999999,20.086299999999998,57.0,149.22979999999998,149.6406
14995,"['03C', '11D', '13S']","['05C', '05H', '06H', '07S', '10S']","['04D', '08H', '12C', '12H', '12S']",13.113,20.1076,57.0,149.22910000000002,149.6672
14875,"['03C', '11D', '13S']","['04D', '05C', '05H', '07S', '10S']","['06H', '08H', '12C', '12H', '12S']",13.113,20.107400000000002,57.0,149.2289,149.6668
14870,"['03C', '11D', '13S']","['04D', '05C', '05H', '06H', '10S']","['07S', '08H', '12C', '12H', '12S']",13.113,20.1064,57.0,149.2279,149.6648
61489,"['07S', '11D', '13S']","['03C', '04D', '05C', '05H', '08H']","['06H', '10S', '12C', '12H', '12S']",13.116999999999999,20.0843,57.0,149.2278,149.6366
56322,"['06H', '11D', '13S']","['04D', '05C', '05H', '07S', '08H']","['03C', '10S', '12C', '12H', '12S']",13.116,20.0874,57.0,149.2254,149.6388
65394,"['08H', '11D', '13S']","['04D', '05C', '05H', '06H', '07S']","['03C', '10S', '12C', '12H', '12S']",13.117999999999999,20.0764,57.0,149.22539999999998,149.6248
65324,"['08H', '11D', '13S']","['03C', '05C', '05H', '06H', '07S']","['04D', '10S', '12C', '12H', '12S']",13.117999999999999,20.0763,57.0,149.2253,149.6246
56252,"['06H', '11D', '13S']","['03C', '05C', '05H', '07S', '08H']","['04D', '10S', '12C', '12H', '12S']",13.116,20.0873,57.0,149.2253,149.6386
67788,"['10S', '11D', '13S']","['03C', '04D', '05C', '05H', '06H']","['07S', '08H', '12C', '12H', '12S']",13.12,20.0643,57.0,149.2243,149.6086
65269,"['08H', '11D', '13S']","['03C', '04D', '05C', '05H', '07S']","['06H', '10S', '12C', '12H', '12S']",13.117999999999999,20.0743,57.0,149.2233,149.6206
56197,"['06H', '11D', '13S']","['03C', '04D', '05C', '05H', '08H']","['07S', '10S', '12C', '12H', '12S']",13.116,20.0843,57.0,149.22230000000002,149.6326
28854,"['04D', '11D', '13S']","['05C', '05H', '06H', '07S', '08H']","['03C', '10S', '12C', '12H', '12S']",13.113999999999999,20.0876,57.0,149.2146,149.63119999999998
28734,"['04D', '11D', '13S']","['03C', '05C', '05H', '07S', '08H']","['06H', '10S', '12C', '12H', '12S']",13.113999999999999,20.0873,57.0,149.21429999999998,149.6306
65268,"['08H', '11D', '13S']","['03C', '04D', '05C', '05H', '06H']","['07S', '10S', '12C', '12H', '12S']",13.117999999999999,20.0643,57.0,149.2133,149.6006
28729,"['04D', '11D', '13S']","['03C', '05C', '05H', '06H', '08H']","['07S', '10S', '12C', '12H', '12S']",13.113999999999999,20.086299999999998,57.0,149.2133,149.6286
56196,"['06H', '11D', '13S']","['03C', '04D', '05C', '05H', '07S']","['08H', '10S', '12C', '12H', '12S']",13.116,20.0743,57.0,149.2123,149.6126
64456,"['08H', '10S', '13S']","['05C', '05H', '06H', '07S', '11D']","['03C', '04D', '12C', '12H', '12S']",13.107999999999999,20.1176,57.0,149.21159999999998,149.66719999999998
64391,"['08H', '10S', '13S']","['04D', '05C', '05H', '07S', '11D']","['03C', '06H', '12C', '12H', '12S']",13.107999999999999,20.1174,57.0,149.2114,149.6668
64321,"['08H', '10S', '13S']","['03C', '05C', '05H', '07S', '11D']","['04D', '06H', '12C', '12H', '12S']",13.107999999999999,20.1173,57.0,149.2113,149.6666
64387,"['08H', '10S', '13S']","['04D', '05C', '05H', '06H', '11D']","['03C', '07S', '12C', '12H', '12S']",13.107999999999999,20.1164,57.0,149.2104,149.66479999999999
64317,"['08H', '10S', '13S']","['03C', '05C', '05H', '06H', '11D']","['04D', '07S', '12C', '12H', '12S']",13.107999999999999,20.1163,57.0,149.2103,149.6646
14994,"['03C', '11D', '13S']","['05C', '05H', '06H', '07S', '08H']","['04D', '10S', '12C', '12H', '12S']",13.113,20.0876,57.0,149.20909999999998,149.6272
14874,"['03C', '11D', '13S']","['04D', '05C', '05H', '07S', '08H']","['06H', '10S', '12C', '12H', '12S']",13.113,20.0874,57.0,149.2089,149.6268
64262,"['08H', '10S', '13S']","['03C', '04D', '05C', '05H', '11D']","['06H', '07S', '12C', '12H', '12S']",13.107999999999999,20.1143,57.0,149.2083,149.6606
14869,"['03C', '11D', '13S']","['04D', '05C', '05H', '06H', '08H']","['07S', '10S', '12C', '12H', '12S']",13.113,20.086399999999998,57.0,149.2079,149.6248
61488,"['07S', '11D', '13S']","['03C', '04D', '05C', '05H', '06H']","['08H', '10S', '12C', '12H', '12S']",13.116999999999999,20.0643,57.0,149.2078,149.5966
60676,"['07S', '10S', '13S']","['05C', '05H', '06H', '08H', '11D']","['03C', '04D', '12C', '12H', '12S']",13.107,20.118599999999997,57.0,149.2071,149.6652
60611,"['07S', '10S', '13S']","['04D', '05C', '05H', '08H', '11D']","['03C', '06H', '12C', '12H', '12S']",13.107,20.118399999999998,57.0,149.2069,149.66479999999999
60541,"['07S', '10S', '13S']","['03C', '05C', '05H', '08H', '11D']","['04D', '06H', '12C', '12H', '12S']",13.107,20.118299999999998,57.0,149.2068,149.6646
60607,"['07S', '10S', '13S']","['04D', '05C', '05H', '06H', '11D']","['03C', '08H', '12C', '12H', '12S']",13.107,20.1164,57.0,149.2049,149.6608
60537,"['07S', '10S', '13S']","['03C', '05C', '05H', '06H', '11D']","['04D', '08H', '12C', '12H', '12S']",13.107,20.1163,57.0,149.20479999999998,149.6606
28728,"['04D', '11D', '13S']","['03C', '05C', '05H', '06H', '07S']","['08H', '10S', '12C', '12H', '12S']",13.113999999999999,20.0763,57.0,149.2033,149.6086
60482,"['07S', '10S', '13S']","['03C', '04D', '05C', '05H', '11D']","['06H', '08H', '12C', '12H', '12S']",13.107,20.1143,57.0,149.2028,149.6566
55384,"['06H', '10S', '13S']","['05C', '05H', '07S', '08H', '11D']","['03C', '04D', '12C', '12H', '12S']",13.106,20.118699999999997,57.0,149.2017,149.6614
55319,"['06H', '10S', '13S']","['04D', '05C', '05H', '08H', '11D']","['03C', '07S', '12C', '12H', '12S']",13.106,20.118399999999998,57.0,149.20139999999998,149.6608
55249,"['06H', '10S', '13S']","['03C', '05C', '05H', '08H', '11D']","['04D', '07S', '12C', '12H', '12S']",13.106,20.118299999999998,57.0,149.2013,149.6606
55315,"['06H', '10S', '13S']","['04D', '05C', '05H', '07S', '11D']","['03C', '08H', '12C', '12H', '12S']",13.106,20.1174,57.0,149.2004,149.65879999999999
55245,"['06H', '10S', '13S']","['03C', '05C', '05H', '07S', '11D']","['04D', '08H', '12C', '12H', '12S']",13.106,20.1173,57.0,149.2003,149.6586
14868,"['03C', '11D', '13S']","['04D', '05C', '05H', '06H', '07S']","['08H', '10S', '12C', '12H', '12S']",13.113,20.0764,57.0,149.1979,149.6048
55190,"['06H', '10S', '13S']","['03C', '04D', '05C', '05H', '11D']","['07S', '08H', '12C', '12H', '12S']",13.106,20.1143,57.0,149.19729999999998,149.6526
27861,"['04D', '10S', '13S']","['05C', '05H', '07S', '08H', '11D']","['03C', '06H', '12C', '12H', '12S']",13.104,20.118699999999997,57.0,149.1907,149.65339999999998
27851,"['04D', '10S', '13S']","['05C', '05H', '06H', '08H', '11D']","['03C', '07S', '12C', '12H', '12S']",13.104,20.118599999999997,57.0,149.19060000000002,149.6532
27731,"['04D', '10S', '13S']","['03C', '05C', '05H', '08H', '11D']","['06H', '07S', '12C', '12H', '12S']",13.104,20.118299999999998,57.0,149.1903,149.6526
27847,"['04D', '10S', '13S']","['05C', '05H', '06H', '07S', '11D']","['03C', '08H', '12C', '12H', '12S']",13.104,20.1176,57.0,149.18959999999998,149.6512
27727,"['04D', '10S', '13S']","['03C', '05C', '05H', '07S', '11D']","['06H', '08H', '12C', '12H', '12S']",13.104,20.1173,57.0,149.1893,149.6506
27722,"['04D', '10S', '13S']","['03C', '05C', '05H', '06H', '11D']","['07S', '08H', '12C', '12H', '12S']",13.104,20.1163,57.0,149.1883,149.6486
14001,"['03C', '10S', '13S']","['05C', '05H', '07S', '08H', '11D']","['04D', '06H', '12C', '12H', '12S']",13.103,20.118699999999997,57.0,149.1852,149.64939999999999
13991,"['03C', '10S', '13S']","['05C', '05H', '06H', '08H', '11D']","['04D', '07S', '12C', '12H', '12S']",13.103,20.118599999999997,57.0,149.1851,149.6492
13871,"['03C', '10S', '13S']","['04D', '05C', '05H', '08H', '11D']","['06H', '07S', '12C', '12H', '12S']",13.103,20.118399999999998,57.0,149.1849,149.6488
13987,"['03C', '10S', '13S']","['05C', '05H', '06H', '07S', '11D']","['04D', '08H', '12C', '12H', '12S']",13.103,20.1176,57.0,149.1841,149.6472
13867,"['03C', '10S', '13S']","['04D', '05C', '05H', '07S', '11D']","['06H', '08H', '12C', '12H', '12S']",13.103,20.1174,57.0,149.1839,149.64679999999998
13862,"['03C', '10S', '13S']","['04D', '05C', '05H', '06H', '11D']","['07S', '08H', '12C', '12H', '12S']",13.103,20.1164,57.0,149.18290000000002,149.6448
60606,"['07S', '10S', '13S']","['04D', '05C', '05H', '06H', '08H']","['03C', '11D', '12C', '12H', '12S']",13.107,20.086399999999998,57.0,149.17489999999998,149.6008
60536,"['07S', '10S', '13S']","['03C', '05C', '05H', '06H', '08H']","['04D', '11D', '12C', '12H', '12S']",13.107,20.086299999999998,57.0,149.1748,149.6006
60481,"['07S', '10S', '13S']","['03C', '04D', '05C', '05H', '08H']","['06H', '11D', '12C', '12H', '12S']",13.107,20.0843,57.0,149.1728,149.5966
64386,"['08H', '10S', '13S']","['04D', '05C', '05H', '06H', '07S']","['03C', '11D', '12C', '12H', '12S']",13.107999999999999,20.0764,57.0,149.1704,149.5848
55314,"['06H', '10S', '13S']","['04D', '05C', '05H', '07S', '08H']","['03C', '11D', '12C', '12H', '12S']",13.106,20.0874,57.0,149.1704,149.59879999999998
64316,"['08H', '10S', '13S']","['03C', '05C', '05H', '06H', '07S']","['04D', '11D', '12C', '12H', '12S']",13.107999999999999,20.0763,57.0,149.1703,149.5846
55244,"['06H', '10S', '13S']","['03C', '05C', '05H', '07S', '08H']","['04D', '11D', '12C', '12H', '12S']",13.106,20.0873,57.0,149.1703,149.5986
64261,"['08H', '10S', '13S']","['03C', '04D', '05C', '05H', '07S']","['06H', '11D', '12C', '12H', '12S']",13.107999999999999,20.0743,57.0,149.1683,149.5806
55189,"['06H', '10S', '13S']","['03C', '04D', '05C', '05H', '08H']","['07S', '11D', '12C', '12H', '12S']",13.106,20.0843,57.0,149.1673,149.5926
27846,"['04D', '10S', '13S']","['05C', '05H', '06H', '07S', '08H']","['03C', '11D', '12C', '12H', '12S']",13.104,20.0876,57.0,149.1596,149.5912
27726,"['04D', '10S', '13S']","['03C', '05C', '05H', '07S', '08H']","['06H', '11D', '12C', '12H', '12S']",13.104,20.0873,57.0,149.1593,149.5906
27721,"['04D', '10S', '13S']","['03C', '05C', '05H', '06H', '08H']","['07S', '11D', '12C', '12H', '12S']",13.104,20.086299999999998,57.0,149.1583,149.58859999999999
64260,"['08H', '10S', '13S']","['03C', '04D', '05C', '05H', '06H']","['07S', '11D', '12C', '12H', '12S']",13.107999999999999,20.0643,57.0,149.1583,149.5606
55188,"['06H', '10S', '13S']","['03C', '04D', '05C', '05H', '07S']","['08H', '11D', '12C', '12H', '12S']",13.106,20.0743,57.0,149.1573,149.5726
13986,"['03C', '10S', '13S']","['05C', '05H', '06H', '07S', '08H']","['04D', '11D', '12C', '12H', '12S']",13.103,20.0876,57.0,149.1541,149.5872
13866,"['03C', '10S', '13S']","['04D', '05C', '05H', '07S', '08H']","['06H', '11D', '12C', '12H', '12S']",13.103,20.0874,57.0,149.15390000000002,149.58679999999998
13861,"['03C', '10S', '13S']","['04D', '05C', '05H', '06H', '08H']","['07S', '11D', '12C', '12H', '12S']",13.103,20.086399999999998,57.0,149.1529,149.5848
60480,"['07S', '10S', '13S']","['03C', '04D', '05C', '05H', '06H']","['08H', '11D', '12C', '12H', '12S']",13.107,20.0643,57.0,149.1528,149.5566
27720,"['04D', '10S', '13S']","['03C', '05C', '05H', '06H', '07S']","['08H', '11D', '12C', '12H', '12S']",13.104,20.0763,57.0,149.1483,149.5686
13860,"['03C', '10S', '13S']","['04D', '05C', '05H', '06H', '07S']","['08H', '11D', '12C', '12H', '12S']",13.103,20.0764,57.0,149.1429,149.5648
59416,"['07S', '08H', '13S']","['05C', '05H', '06H', '10S', '11D']","['03C', '04D', '12C', '12H', '12S']",13.087,20.1206,57.0,149.0991,149.5892
59351,"['07S', '08H', '13S']","['04D', '05C', '05H', '10S', '11D']","['03C', '06H', '12C', '12H', '12S']",13.087,20.1204,57.0,149.09890000000001,149.5888
