hand,value,handvalue,score
"('11D', '10D', '03S', '05S', '14S')",14.12053,,381083.0
"('11D', '10D', '02D', '05S', '14S')",14.120519999999999,,380690.0
"('11D', '10D', '03S', '14S', '04C')",14.12043,,380298.0
"('11D', '10D', '02D', '14S', '04C')",14.12042,,379905.0
"('11D', '10D', '03S', '02D', '14S')",14.120319999999998,,379513.0
"('11D', '14S', '08H', '09S', '07D')",14.119869999999999,,379120.0
"('11D', '06C', '14S', '08H', '09S')",14.11986,,378728.0
"('11D', '05S', '14S', '08H', '09S')",14.11985,,378336.0
"('11D', '14S', '08H', '04C', '09S')",14.11984,,377943.0
"('11D', '03S', '14S', '08H', '09S')",14.11983,,377551.0
"('11D', '02D', '14S', '08H', '09S')",14.119819999999999,,377158.0
"('11D', '06C', '14S', '09S', '07D')",14.11976,,376766.0
"('11D', '05S', '14S', '09S', '07D')",14.11975,,376373.0
"('11D', '14S', '04C', '09S', '07D')",14.11974,,375981.0
"('11D', '03S', '14S', '09S', '07D')",14.11973,,375588.0
"('11D', '02D', '14S', '09S', '07D')",14.11972,,375196.0
"('11D', '06C', '05S', '14S', '09S')",14.11965,,374803.0
"('11D', '06C', '14S', '04C', '09S')",14.11964,,374411.0
"('11D', '06C', '03S', '14S', '09S')",14.11963,,374018.0
"('11D', '06C', '02D', '14S', '09S')",14.11962,,373626.0
"('11D', '05S', '14S', '04C', '09S')",14.11954,,373234.0
"('11D', '03S', '05S', '14S', '09S')",14.119530000000001,,372841.0
"('11D', '02D', '05S', '14S', '09S')",14.11952,,372449.0
"('11D', '03S', '14S', '04C', '09S')",14.119430000000001,,372056.0
"('11D', '02D', '14S', '04C', '09S')",14.11942,,371664.0
"('11D', '03S', '02D', '14S', '09S')",14.119319999999998,,371271.0
"('11D', '06C', '14S', '08H', '07D')",14.118759999999998,,370879.0
"('11D', '05S', '14S', '08H', '07D')",14.118749999999999,,370486.0
"('11D', '14S', '08H', '04C', '07D')",14.118739999999999,,370094.0
"('11D', '03S', '14S', '08H', '07D')",14.11873,,369701.0
"('11D', '02D', '14S', '08H', '07D')",14.118719999999998,,369309.0
"('11D', '06C', '05S', '14S', '08H')",14.118649999999999,,368916.0
"('11D', '06C', '14S', '08H', '04C')",14.11864,,368524.0
"('11D', '06C', '03S', '14S', '08H')",14.11863,,368131.0
"('11D', '06C', '02D', '14S', '08H')",14.118619999999998,,367739.0
"('11D', '05S', '14S', '08H', '04C')",14.11854,,367347.0
"('11D', '03S', '05S', '14S', '08H')",14.11853,,366954.0
"('11D', '02D', '05S', '14S', '08H')",14.118519999999998,,366562.0
"('11D', '03S', '14S', '08H', '04C')",14.11843,,366169.0
"('11D', '02D', '14S', '08H', '04C')",14.118419999999999,,365777.0
"('11D', '03S', '02D', '14S', '08H')",14.118319999999997,,365384.0
"('11D', '06C', '05S', '14S', '07D')",14.11765,,364992.0
"('11D', '06C', '14S', '04C', '07D')",14.11764,,364599.0
"('11D', '06C', '03S', '14S', '07D')",14.11763,,364207.0
"('11D', '06C', '02D', '14S', '07D')",14.117619999999999,,363814.0
"('11D', '05S', '14S', '04C', '07D')",14.11754,,363422.0
"('11D', '03S', '05S', '14S', '07D')",14.11753,,363029.0
"('11D', '02D', '05S', '14S', '07D')",14.117519999999999,,362637.0
"('11D', '03S', '14S', '04C', '07D')",14.11743,,362245.0
"('11D', '02D', '14S', '04C', '07D')",14.11742,,361852.0
"('11D', '03S', '02D', '14S', '07D')",14.117319999999998,,361460.0
"('11D', '06C', '05S', '14S', '04C')",14.11654,,361067.0
"('11D', '06C', '03S', '05S', '14S')",14.116530000000001,,360675.0
"('11D', '06C', '02D', '05S', '14S')",14.11652,,360282.0
"('11D', '06C', '03S', '14S', '04C')",14.116430000000001,,359890.0
"('11D', '06C', '02D', '14S', '04C')",14.11642,,359497.0
"('11D', '06C', '03S', '02D', '14S')",14.116319999999998,,359105.0
"('11D', '03S', '05S', '14S', '04C')",14.115430000000002,,358712.0
"('11D', '02D', '05S', '14S', '04C')",14.11542,,358320.0
"('11D', '03S', '02D', '05S', '14S')",14.115319999999999,,357927.0
"('11D', '03S', '02D', '14S', '04C')",14.114319999999998,,357535.0
"('10D', '14S', '08H', '09S', '07D')",14.109869999999999,,357142.0
"('10D', '06C', '14S', '08H', '09S')",14.10986,,356750.0
"('10D', '05S', '14S', '08H', '09S')",14.10985,,356358.0
"('10D', '14S', '08H', '04C', '09S')",14.10984,,355965.0
"('10D', '03S', '14S', '08H', '09S')",14.10983,,355573.0
"('10D', '02D', '14S', '08H', '09S')",14.10982,,355180.0
"('10D', '06C', '14S', '09S', '07D')",14.10976,,354788.0
"('10D', '05S', '14S', '09S', '07D')",14.10975,,354395.0
"('10D', '14S', '04C', '09S', '07D')",14.10974,,354003.0
"('10D', '03S', '14S', '09S', '07D')",14.10973,,353610.0
"('10D', '02D', '14S', '09S', '07D')",14.10972,,353218.0
"('10D', '06C', '05S', '14S', '09S')",14.10965,,352825.0
"('10D', '06C', '14S', '04C', '09S')",14.10964,,352433.0
"('10D', '06C', '03S', '14S', '09S')",14.109630000000001,,352040.0
"('10D', '06C', '02D', '14S', '09S')",14.10962,,351648.0
"('10D', '05S', '14S', '04C', '09S')",14.10954,,351256.0
"('10D', '03S', '05S', '14S', '09S')",14.109530000000001,,350863.0
"('10D', '02D', '05S', '14S', '09S')",14.10952,,350471.0
"('10D', '03S', '14S', '04C', '09S')",14.109430000000001,,350078.0
"('10D', '02D', '14S', '04C', '09S')",14.10942,,349686.0
"('10D', '03S', '02D', '14S', '09S')",14.109319999999999,,349293.0
"('10D', '06C', '14S', '08H', '07D')",14.108759999999998,,348901.0
"('10D', '05S', '14S', '08H', '07D')",14.108749999999999,,348508.0
"('10D', '14S', '08H', '04C', '07D')",14.10874,,348116.0
"('10D', '03S', '14S', '08H', '07D')",14.10873,,347723.0
"('10D', '02D', '14S', '08H', '07D')",14.108719999999998,,347331.0
"('10D', '06C', '05S', '14S', '08H')",14.108649999999999,,346938.0
"('10D', '06C', '14S', '08H', '04C')",14.10864,,346546.0
"('10D', '06C', '03S', '14S', '08H')",14.10863,,346153.0
"('10D', '06C', '02D', '14S', '08H')",14.108619999999998,,345761.0
"('10D', '05S', '14S', '08H', '04C')",14.10854,,345369.0
"('10D', '03S', '05S', '14S', '08H')",14.10853,,344976.0
"('10D', '02D', '05S', '14S', '08H')",14.108519999999999,,344584.0
"('10D', '03S', '14S', '08H', '04C')",14.10843,,344191.0
"('10D', '02D', '14S', '08H', '04C')",14.108419999999999,,343799.0
"('10D', '03S', '02D', '14S', '08H')",14.108319999999997,,343406.0
"('10D', '06C', '05S', '14S', '07D')",14.10765,,343014.0
"('10D', '06C', '14S', '04C', '07D')",14.10764,,342621.0
"('10D', '06C', '03S', '14S', '07D')",14.10763,,342229.0
"('10D', '06C', '02D', '14S', '07D')",14.107619999999999,,341836.0
"('10D', '05S', '14S', '04C', '07D')",14.10754,,341444.0
"('10D', '03S', '05S', '14S', '07D')",14.10753,,341051.0
"('10D', '02D', '05S', '14S', '07D')",14.10752,,340659.0
"('10D', '03S', '14S', '04C', '07D')",14.10743,,340266.0
"('10D', '02D', '14S', '04C', '07D')",14.10742,,339874.0
"('10D', '03S', '02D', '14S', '07D')",14.107319999999998,,339482.0
"('10D', '06C', '05S', '14S', '04C')",14.10654,,339089.0
"('10D', '06C', '03S', '05S', '14S')",14.106530000000001,,338697.0
"('10D', '06C', '02D', '05S', '14S')",14.10652,,338304.0
"('10D', '06C', '03S', '14S', '04C')",14.106430000000001,,337912.0
"('10D', '06C', '02D', '14S', '04C')",14.10642,,337519.0
"('10D', '06C', '03S', '02D', '14S')",14.106319999999998,,337127.0
"('10D', '03S', '05S', '14S', '04C')",14.105430000000002,,336734.0
"('10D', '02D', '05S', '14S', '04C')",14.10542,,336342.0
"('10D', '03S', '02D', '05S', '14S')",14.105319999999999,,335949.0
"('10D', '03S', '02D', '14S', '04C')",14.104319999999998,,335557.0
"('06C', '14S', '08H', '09S', '07D')",14.098759999999999,,335164.0
"('05S', '14S', '08H', '09S', '07D')",14.098749999999999,,334772.0
"('14S', '08H', '04C', '09S', '07D')",14.09874,,334380.0
"('03S', '14S', '08H', '09S', '07D')",14.09873,,333987.0
"('02D', '14S', '08H', '09S', '07D')",14.098719999999998,,333595.0
"('06C', '05S', '14S', '08H', '09S')",14.09865,,333202.0
"('06C', '14S', '08H', '04C', '09S')",14.09864,,332810.0
"('06C', '03S', '14S', '08H', '09S')",14.09863,,332417.0
"('06C', '02D', '14S', '08H', '09S')",14.098619999999999,,332025.0
"('05S', '14S', '08H', '04C', '09S')",14.09854,,331632.0
"('03S', '05S', '14S', '08H', '09S')",14.09853,,331240.0
"('02D', '05S', '14S', '08H', '09S')",14.098519999999999,,330847.0
"('03S', '14S', '08H', '04C', '09S')",14.09843,,330455.0
"('02D', '14S', '08H', '04C', '09S')",14.098419999999999,,330062.0
"('03S', '02D', '14S', '08H', '09S')",14.098319999999998,,329670.0
"('06C', '05S', '14S', '09S', '07D')",14.09765,,329277.0
"('06C', '14S', '04C', '09S', '07D')",14.09764,,328885.0
"('06C', '03S', '14S', '09S', '07D')",14.09763,,328493.0
"('06C', '02D', '14S', '09S', '07D')",14.09762,,328100.0
"('05S', '14S', '04C', '09S', '07D')",14.09754,,327708.0
"('03S', '05S', '14S', '09S', '07D')",14.09753,,327315.0
"('02D', '05S', '14S', '09S', '07D')",14.09752,,326923.0
"('03S', '14S', '04C', '09S', '07D')",14.097430000000001,,326530.0
"('02D', '14S', '04C', '09S', '07D')",14.09742,,326138.0
"('03S', '02D', '14S', '09S', '07D')",14.097319999999998,,325745.0
"('06C', '05S', '14S', '04C', '09S')",14.096540000000001,,325353.0
"('06C', '03S', '05S', '14S', '09S')",14.096530000000001,,324960.0
"('06C', '02D', '05S', '14S', '09S')",14.09652,,324568.0
"('06C', '03S', '14S', '04C', '09S')",14.096430000000002,,324175.0
"('06C', '02D', '14S', '04C', '09S')",14.09642,,323783.0
"('06C', '03S', '02D', '14S', '09S')",14.096319999999999,,323391.0
"('03S', '05S', '14S', '04C', '09S')",14.095430000000002,,322998.0
"('02D', '05S', '14S', '04C', '09S')",14.09542,,322606.0
"('03S', '02D', '05S', '14S', '09S')",14.09532,,322213.0
"('03S', '02D', '14S', '04C', '09S')",14.094319999999998,,321821.0
"('06C', '05S', '14S', '08H', '07D')",14.08765,,321428.0
"('06C', '14S', '08H', '04C', '07D')",14.08764,,321036.0
"('06C', '03S', '14S', '08H', '07D')",14.08763,,320643.0
"('06C', '02D', '14S', '08H', '07D')",14.08762,,320251.0
"('05S', '14S', '08H', '04C', '07D')",14.08754,,319858.0
"('03S', '05S', '14S', '08H', '07D')",14.087530000000001,,319466.0
"('02D', '05S', '14S', '08H', '07D')",14.08752,,319073.0
"('03S', '14S', '08H', '04C', '07D')",14.087430000000001,,318681.0
"('02D', '14S', '08H', '04C', '07D')",14.08742,,318288.0
"('03S', '02D', '14S', '08H', '07D')",14.087319999999998,,317896.0
"('06C', '05S', '14S', '08H', '04C')",14.086540000000001,,317504.0
"('06C', '03S', '05S', '14S', '08H')",14.086530000000002,,317111.0
"('06C', '02D', '05S', '14S', '08H')",14.08652,,316719.0
"('06C', '03S', '14S', '08H', '04C')",14.086430000000002,,316326.0
"('06C', '02D', '14S', '08H', '04C')",14.08642,,315934.0
"('06C', '03S', '02D', '14S', '08H')",14.086319999999999,,315541.0
"('03S', '05S', '14S', '08H', '04C')",14.085430000000002,,315149.0
"('02D', '05S', '14S', '08H', '04C')",14.085420000000001,,314756.0
"('03S', '02D', '05S', '14S', '08H')",14.08532,,314364.0
"('03S', '02D', '14S', '08H', '04C')",14.084319999999998,,313971.0
"('06C', '05S', '14S', '04C', '07D')",14.076540000000001,,313579.0
"('06C', '03S', '05S', '14S', '07D')",14.076530000000002,,313186.0
"('06C', '02D', '05S', '14S', '07D')",14.07652,,312794.0
"('06C', '03S', '14S', '04C', '07D')",14.076430000000002,,312401.0
"('06C', '02D', '14S', '04C', '07D')",14.07642,,312009.0
"('06C', '03S', '02D', '14S', '07D')",14.076319999999999,,311617.0
"('03S', '05S', '14S', '04C', '07D')",14.075430000000003,,311224.0
"('02D', '05S', '14S', '04C', '07D')",14.075420000000001,,310832.0
"('03S', '02D', '05S', '14S', '07D')",14.07532,,310439.0
"('03S', '02D', '14S', '04C', '07D')",14.074319999999998,,310047.0
"('06C', '03S', '05S', '14S', '04C')",14.065430000000003,,309654.0
"('06C', '02D', '05S', '14S', '04C')",14.065420000000001,,309262.0
"('06C', '03S', '02D', '05S', '14S')",14.06532,,308869.0
"('06C', '03S', '02D', '14S', '04C')",14.064319999999999,,308477.0
"('03S', '02D', '05S', '14S', '04C')",14.054319999999999,,308084.0
"('11D', '10D', '12D', '13S', '08H')",13.132079999999998,,307692.0
"('11D', '10D', '12D', '13S', '07D')",13.132069999999997,,307299.0
"('11D', '10D', '06C', '12D', '13S')",13.132059999999997,,306907.0
"('11D', '10D', '12D', '05S', '13S')",13.132049999999998,,306515.0
"('11D', '10D', '12D', '13S', '04C')",13.132039999999998,,306122.0
"('11D', '10D', '03S', '12D', '13S')",13.132029999999999,,305730.0
"('11D', '10D', '12D', '02D', '13S')",13.132019999999997,,305337.0
"('11D', '12D', '13S', '08H', '09S')",13.131979999999999,,304945.0
"('11D', '12D', '13S', '09S', '07D')",13.131969999999997,,304552.0
"('11D', '06C', '12D', '13S', '09S')",13.131959999999998,,304160.0
"('11D', '12D', '05S', '13S', '09S')",13.131949999999998,,303767.0
"('11D', '12D', '13S', '04C', '09S')",13.131939999999998,,303375.0
"('11D', '03S', '12D', '13S', '09S')",13.131929999999999,,302982.0
"('11D', '12D', '02D', '13S', '09S')",13.131919999999997,,302590.0
"('11D', '12D', '13S', '08H', '07D')",13.131869999999997,,302197.0
"('11D', '06C', '12D', '13S', '08H')",13.131859999999998,,301805.0
"('11D', '12D', '05S', '13S', '08H')",13.131849999999998,,301412.0
"('11D', '12D', '13S', '08H', '04C')",13.131839999999999,,301020.0
"('11D', '03S', '12D', '13S', '08H')",13.131829999999999,,300628.0
"('11D', '12D', '02D', '13S', '08H')",13.131819999999998,,300235.0
"('11D', '06C', '12D', '13S', '07D')",13.131759999999998,,299843.0
"('11D', '12D', '05S', '13S', '07D')",13.131749999999998,,299450.0
"('11D', '12D', '13S', '04C', '07D')",13.131739999999999,,299058.0
"('11D', '03S', '12D', '13S', '07D')",13.13173,,298665.0
"('11D', '12D', '02D', '13S', '07D')",13.131719999999998,,298273.0
"('11D', '06C', '12D', '05S', '13S')",13.131649999999999,,297880.0
"('11D', '06C', '12D', '13S', '04C')",13.131639999999999,,297488.0
"('11D', '06C', '03S', '12D', '13S')",13.13163,,297095.0
"('11D', '06C', '12D', '02D', '13S')",13.131619999999998,,296703.0
"('11D', '12D', '05S', '13S', '04C')",13.13154,,296310.0
"('11D', '03S', '12D', '05S', '13S')",13.13153,,295918.0
"('11D', '12D', '02D', '05S', '13S')",13.131519999999998,,295526.0
"('11D', '03S', '12D', '13S', '04C')",13.13143,,295133.0
"('11D', '12D', '02D', '13S', '04C')",13.131419999999999,,294741.0
"('11D', '03S', '12D', '02D', '13S')",13.131319999999997,,294348.0
"('10D', '12D', '13S', '08H', '09S')",13.13098,,293956.0
"('10D', '12D', '13S', '09S', '07D')",13.130969999999998,,293563.0
"('10D', '06C', '12D', '13S', '09S')",13.130959999999998,,293171.0
"('10D', '12D', '05S', '13S', '09S')",13.130949999999999,,292778.0
"('10D', '12D', '13S', '04C', '09S')",13.130939999999999,,292386.0
"('10D', '03S', '12D', '13S', '09S')",13.13093,,291993.0
"('10D', '12D', '02D', '13S', '09S')",13.130919999999998,,291601.0
"('10D', '12D', '13S', '08H', '07D')",13.130869999999998,,291208.0
"('10D', '06C', '12D', '13S', '08H')",13.130859999999998,,290816.0
"('10D', '12D', '05S', '13S', '08H')",13.130849999999999,,290423.0
"('10D', '12D', '13S', '08H', '04C')",13.13084,,290031.0
"('10D', '03S', '12D', '13S', '08H')",13.13083,,289639.0
"('10D', '12D', '02D', '13S', '08H')",13.130819999999998,,289246.0
"('10D', '06C', '12D', '13S', '07D')",13.130759999999999,,288854.0
"('10D', '12D', '05S', '13S', '07D')",13.130749999999999,,288461.0
"('10D', '12D', '13S', '04C', '07D')",13.13074,,288069.0
"('10D', '03S', '12D', '13S', '07D')",13.13073,,287676.0
"('10D', '12D', '02D', '13S', '07D')",13.130719999999998,,287284.0
"('10D', '06C', '12D', '05S', '13S')",13.13065,,286891.0
"('10D', '06C', '12D', '13S', '04C')",13.13064,,286499.0
"('10D', '06C', '03S', '12D', '13S')",13.13063,,286106.0
"('10D', '06C', '12D', '02D', '13S')",13.130619999999999,,285714.0
"('10D', '12D', '05S', '13S', '04C')",13.13054,,285321.0
"('10D', '03S', '12D', '05S', '13S')",13.13053,,284929.0
"('10D', '12D', '02D', '05S', '13S')",13.130519999999999,,284537.0
"('10D', '03S', '12D', '13S', '04C')",13.13043,,284144.0
"('10D', '12D', '02D', '13S', '04C')",13.130419999999999,,283752.0
"('10D', '03S', '12D', '02D', '13S')",13.130319999999998,,283359.0
"('12D', '13S', '08H', '09S', '07D')",13.129869999999999,,282967.0
"('06C', '12D', '13S', '08H', '09S')",13.129859999999999,,282574.0
"('12D', '05S', '13S', '08H', '09S')",13.12985,,282182.0
"('12D', '13S', '08H', '04C', '09S')",13.12984,,281789.0
"('03S', '12D', '13S', '08H', '09S')",13.12983,,281397.0
"('12D', '02D', '13S', '08H', '09S')",13.129819999999999,,281004.0
"('06C', '12D', '13S', '09S', '07D')",13.12976,,280612.0
"('12D', '05S', '13S', '09S', '07D')",13.12975,,280219.0
"('12D', '13S', '04C', '09S', '07D')",13.12974,,279827.0
"('03S', '12D', '13S', '09S', '07D')",13.12973,,279434.0
"('12D', '02D', '13S', '09S', '07D')",13.129719999999999,,279042.0
"('06C', '12D', '05S', '13S', '09S')",13.12965,,278650.0
"('06C', '12D', '13S', '04C', '09S')",13.12964,,278257.0
"('06C', '03S', '12D', '13S', '09S')",13.12963,,277865.0
"('06C', '12D', '02D', '13S', '09S')",13.12962,,277472.0
"('12D', '05S', '13S', '04C', '09S')",13.12954,,277080.0
"('03S', '12D', '05S', '13S', '09S')",13.12953,,276687.0
"('12D', '02D', '05S', '13S', '09S')",13.12952,,276295.0
"('03S', '12D', '13S', '04C', '09S')",13.129430000000001,,275902.0
"('12D', '02D', '13S', '04C', '09S')",13.12942,,275510.0
"('03S', '12D', '02D', '13S', '09S')",13.129319999999998,,275117.0
"('06C', '12D', '13S', '08H', '07D')",13.128759999999998,,274725.0
"('12D', '05S', '13S', '08H', '07D')",13.128749999999998,,274332.0
"('12D', '13S', '08H', '04C', '07D')",13.128739999999999,,273940.0
"('03S', '12D', '13S', '08H', '07D')",13.12873,,273547.0
"('12D', '02D', '13S', '08H', '07D')",13.128719999999998,,273155.0
"('06C', '12D', '05S', '13S', '08H')",13.128649999999999,,272763.0
"('06C', '12D', '13S', '08H', '04C')",13.128639999999999,,272370.0
"('06C', '03S', '12D', '13S', '08H')",13.12863,,271978.0
"('06C', '12D', '02D', '13S', '08H')",13.128619999999998,,271585.0
"('12D', '05S', '13S', '08H', '04C')",13.12854,,271193.0
"('03S', '12D', '05S', '13S', '08H')",13.12853,,270800.0
"('12D', '02D', '05S', '13S', '08H')",13.128519999999998,,270408.0
"('03S', '12D', '13S', '08H', '04C')",13.12843,,270015.0
"('12D', '02D', '13S', '08H', '04C')",13.128419999999998,,269623.0
"('03S', '12D', '02D', '13S', '08H')",13.128319999999997,,269230.0
"('06C', '12D', '05S', '13S', '07D')",13.12765,,268838.0
"('06C', '12D', '13S', '04C', '07D')",13.12764,,268445.0
"('06C', '03S', '12D', '13S', '07D')",13.12763,,268053.0
"('06C', '12D', '02D', '13S', '07D')",13.127619999999999,,267661.0
"('12D', '05S', '13S', '04C', '07D')",13.12754,,267268.0
"('03S', '12D', '05S', '13S', '07D')",13.12753,,266876.0
"('12D', '02D', '05S', '13S', '07D')",13.127519999999999,,266483.0
"('03S', '12D', '13S', '04C', '07D')",13.12743,,266091.0
"('12D', '02D', '13S', '04C', '07D')",13.127419999999999,,265698.0
"('03S', '12D', '02D', '13S', '07D')",13.127319999999997,,265306.0
"('06C', '12D', '05S', '13S', '04C')",13.12654,,264913.0
"('06C', '03S', '12D', '05S', '13S')",13.12653,,264521.0
"('06C', '12D', '02D', '05S', '13S')",13.12652,,264128.0
"('06C', '03S', '12D', '13S', '04C')",13.126430000000001,,263736.0
"('06C', '12D', '02D', '13S', '04C')",13.12642,,263343.0
"('06C', '03S', '12D', '02D', '13S')",13.126319999999998,,262951.0
"('03S', '12D', '05S', '13S', '04C')",13.125430000000001,,262558.0
"('12D', '02D', '05S', '13S', '04C')",13.12542,,262166.0
"('03S', '12D', '02D', '05S', '13S')",13.125319999999999,,261774.0
"('03S', '12D', '02D', '13S', '04C')",13.124319999999997,,261381.0
"('11D', '10D', '13S', '08H', '09S')",13.12098,,260989.0
"('11D', '10D', '13S', '09S', '07D')",13.120969999999998,,260596.0
"('11D', '10D', '06C', '13S', '09S')",13.120959999999998,,260204.0
"('11D', '10D', '05S', '13S', '09S')",13.120949999999999,,259811.0
"('11D', '10D', '13S', '04C', '09S')",13.12094,,259419.0
"('11D', '10D', '03S', '13S', '09S')",13.12093,,259026.0
"('11D', '10D', '02D', '13S', '09S')",13.120919999999998,,258634.0
"('11D', '10D', '13S', '08H', '07D')",13.120869999999998,,258241.0
"('11D', '10D', '06C', '13S', '08H')",13.120859999999999,,257849.0
"('11D', '10D', '05S', '13S', '08H')",13.120849999999999,,257456.0
"('11D', '10D', '13S', '08H', '04C')",13.12084,,257064.0
"('11D', '10D', '03S', '13S', '08H')",13.12083,,256672.0
"('11D', '10D', '02D', '13S', '08H')",13.120819999999998,,256279.0
"('11D', '10D', '06C', '13S', '07D')",13.120759999999999,,255887.0
"('11D', '10D', '05S', '13S', '07D')",13.12075,,255494.0
"('11D', '10D', '13S', '04C', '07D')",13.12074,,255102.0
"('11D', '10D', '03S', '13S', '07D')",13.12073,,254709.0
"('11D', '10D', '02D', '13S', '07D')",13.120719999999999,,254317.0
