score,hand,handtype,score2
89.14196,"[6, 9, 11, 13, 14]",5,998220.0
89.14195,"[5, 9, 11, 13, 14]",5,998219.0
89.14194,"[4, 9, 11, 13, 14]",5,998217.0
89.14193,"[3, 9, 11, 13, 14]",5,998216.0
89.14192,"[2, 9, 11, 13, 14]",5,998214.0
89.14187,"[7, 8, 11, 13, 14]",5,998213.0
89.14186,"[6, 8, 11, 13, 14]",5,998211.0
89.14185,"[5, 8, 11, 13, 14]",5,998210.0
89.14184,"[4, 8, 11, 13, 14]",5,998208.0
89.14183,"[3, 8, 11, 13, 14]",5,998207.0
89.14182,"[2, 8, 11, 13, 14]",5,998205.0
89.14176,"[6, 7, 11, 13, 14]",5,998204.0
89.14175,"[5, 7, 11, 13, 14]",5,998202.0
89.14174,"[4, 7, 11, 13, 14]",5,998200.0
89.14173,"[3, 7, 11, 13, 14]",5,998199.0
89.14171999999999,"[2, 7, 11, 13, 14]",5,998197.0
89.14165,"[5, 6, 11, 13, 14]",5,998196.0
89.14164,"[4, 6, 11, 13, 14]",5,998194.0
89.14163,"[3, 6, 11, 13, 14]",5,998193.0
89.14162,"[2, 6, 11, 13, 14]",5,998191.0
89.14154,"[4, 5, 11, 13, 14]",5,998190.0
89.14153,"[3, 5, 11, 13, 14]",5,998188.0
89.14152,"[2, 5, 11, 13, 14]",5,998187.0
89.14143,"[3, 4, 11, 13, 14]",5,998185.0
89.14142,"[2, 4, 11, 13, 14]",5,998184.0
89.14132,"[2, 3, 11, 13, 14]",5,998182.0
89.14098,"[8, 9, 10, 13, 14]",5,998180.0
89.14097,"[7, 9, 10, 13, 14]",5,998179.0
89.14096,"[6, 9, 10, 13, 14]",5,998177.0
89.14095,"[5, 9, 10, 13, 14]",5,998176.0
89.14094,"[4, 9, 10, 13, 14]",5,998174.0
89.14093,"[3, 9, 10, 13, 14]",5,998173.0
89.14092,"[2, 9, 10, 13, 14]",5,998171.0
89.14087,"[7, 8, 10, 13, 14]",5,998170.0
89.14086,"[6, 8, 10, 13, 14]",5,998168.0
89.14085,"[5, 8, 10, 13, 14]",5,998167.0
89.14084,"[4, 8, 10, 13, 14]",5,998165.0
89.14083,"[3, 8, 10, 13, 14]",5,998163.0
89.14082,"[2, 8, 10, 13, 14]",5,998162.0
89.14076,"[6, 7, 10, 13, 14]",5,998160.0
89.14075,"[5, 7, 10, 13, 14]",5,998159.0
89.14074,"[4, 7, 10, 13, 14]",5,998157.0
89.14073,"[3, 7, 10, 13, 14]",5,998156.0
89.14072,"[2, 7, 10, 13, 14]",5,998154.0
89.14065,"[5, 6, 10, 13, 14]",5,998153.0
89.14064,"[4, 6, 10, 13, 14]",5,998151.0
89.14063,"[3, 6, 10, 13, 14]",5,998150.0
89.14062,"[2, 6, 10, 13, 14]",5,998148.0
89.14054,"[4, 5, 10, 13, 14]",5,998147.0
89.14053,"[3, 5, 10, 13, 14]",5,998145.0
89.14052,"[2, 5, 10, 13, 14]",5,998143.0
89.14043000000001,"[3, 4, 10, 13, 14]",5,998142.0
89.14042,"[2, 4, 10, 13, 14]",5,998140.0
89.14032,"[2, 3, 10, 13, 14]",5,998139.0
89.13987,"[7, 8, 9, 13, 14]",5,998137.0
89.13986,"[6, 8, 9, 13, 14]",5,998136.0
89.13985,"[5, 8, 9, 13, 14]",5,998134.0
89.13984,"[4, 8, 9, 13, 14]",5,998133.0
89.13983,"[3, 8, 9, 13, 14]",5,998131.0
89.13982,"[2, 8, 9, 13, 14]",5,998130.0
89.13976,"[6, 7, 9, 13, 14]",5,998128.0
89.13975,"[5, 7, 9, 13, 14]",5,998127.0
89.13974,"[4, 7, 9, 13, 14]",5,998125.0
89.13973,"[3, 7, 9, 13, 14]",5,998123.0
89.13972,"[2, 7, 9, 13, 14]",5,998122.0
89.13965,"[5, 6, 9, 13, 14]",5,998120.0
89.13964,"[4, 6, 9, 13, 14]",5,998119.0
89.13963,"[3, 6, 9, 13, 14]",5,998117.0
89.13962000000001,"[2, 6, 9, 13, 14]",5,998116.0
89.13954,"[4, 5, 9, 13, 14]",5,998114.0
89.13953000000001,"[3, 5, 9, 13, 14]",5,998113.0
89.13952,"[2, 5, 9, 13, 14]",5,998111.0
89.13943,"[3, 4, 9, 13, 14]",5,998110.0
89.13942,"[2, 4, 9, 13, 14]",5,998108.0
89.13932,"[2, 3, 9, 13, 14]",5,998107.0
89.13876,"[6, 7, 8, 13, 14]",5,998105.0
89.13875,"[5, 7, 8, 13, 14]",5,998103.0
89.13874,"[4, 7, 8, 13, 14]",5,998102.0
89.13873,"[3, 7, 8, 13, 14]",5,998100.0
89.13872,"[2, 7, 8, 13, 14]",5,998099.0
89.13865,"[5, 6, 8, 13, 14]",5,998097.0
89.13864,"[4, 6, 8, 13, 14]",5,998096.0
89.13863,"[3, 6, 8, 13, 14]",5,998094.0
89.13862,"[2, 6, 8, 13, 14]",5,998093.0
89.13854,"[4, 5, 8, 13, 14]",5,998091.0
89.13853,"[3, 5, 8, 13, 14]",5,998090.0
89.13852,"[2, 5, 8, 13, 14]",5,998088.0
89.13843,"[3, 4, 8, 13, 14]",5,998087.0
89.13842,"[2, 4, 8, 13, 14]",5,998085.0
89.13832,"[2, 3, 8, 13, 14]",5,998083.0
89.13765000000001,"[5, 6, 7, 13, 14]",5,998082.0
89.13764,"[4, 6, 7, 13, 14]",5,998080.0
89.13763,"[3, 6, 7, 13, 14]",5,998079.0
89.13762,"[2, 6, 7, 13, 14]",5,998077.0
89.13754,"[4, 5, 7, 13, 14]",5,998076.0
89.13753,"[3, 5, 7, 13, 14]",5,998074.0
89.13752,"[2, 5, 7, 13, 14]",5,998073.0
89.13743,"[3, 4, 7, 13, 14]",5,998071.0
89.13742,"[2, 4, 7, 13, 14]",5,998070.0
89.13732,"[2, 3, 7, 13, 14]",5,998068.0
89.13654,"[4, 5, 6, 13, 14]",5,998067.0
89.13653000000001,"[3, 5, 6, 13, 14]",5,998065.0
89.13652,"[2, 5, 6, 13, 14]",5,998063.0
89.13643,"[3, 4, 6, 13, 14]",5,998062.0
89.13642,"[2, 4, 6, 13, 14]",5,998060.0
89.13632,"[2, 3, 6, 13, 14]",5,998059.0
89.13543,"[3, 4, 5, 13, 14]",5,998057.0
89.13542,"[2, 4, 5, 13, 14]",5,998056.0
89.13532000000001,"[2, 3, 5, 13, 14]",5,998054.0
89.13432,"[2, 3, 4, 13, 14]",5,998053.0
89.13209,"[9, 10, 11, 12, 14]",5,998051.0
89.13208,"[8, 10, 11, 12, 14]",5,998050.0
89.13207,"[7, 10, 11, 12, 14]",5,998048.0
89.13206,"[6, 10, 11, 12, 14]",5,998047.0
89.13204999999999,"[5, 10, 11, 12, 14]",5,998045.0
89.13204,"[4, 10, 11, 12, 14]",5,998043.0
89.13203,"[3, 10, 11, 12, 14]",5,998042.0
89.13202,"[2, 10, 11, 12, 14]",5,998040.0
89.13198,"[8, 9, 11, 12, 14]",5,998039.0
89.13197,"[7, 9, 11, 12, 14]",5,998037.0
89.13195999999999,"[6, 9, 11, 12, 14]",5,998036.0
89.13195,"[5, 9, 11, 12, 14]",5,998034.0
89.13194,"[4, 9, 11, 12, 14]",5,998033.0
89.13193,"[3, 9, 11, 12, 14]",5,998031.0
89.13192,"[2, 9, 11, 12, 14]",5,998030.0
89.13186999999999,"[7, 8, 11, 12, 14]",5,998028.0
89.13186,"[6, 8, 11, 12, 14]",5,998027.0
89.13185,"[5, 8, 11, 12, 14]",5,998025.0
89.13184,"[4, 8, 11, 12, 14]",5,998023.0
89.13183,"[3, 8, 11, 12, 14]",5,998022.0
89.13182,"[2, 8, 11, 12, 14]",5,998020.0
89.13176,"[6, 7, 11, 12, 14]",5,998019.0
89.13175,"[5, 7, 11, 12, 14]",5,998017.0
89.13174,"[4, 7, 11, 12, 14]",5,998016.0
89.13173,"[3, 7, 11, 12, 14]",5,998014.0
89.13172,"[2, 7, 11, 12, 14]",5,998013.0
89.13165,"[5, 6, 11, 12, 14]",5,998011.0
89.13164,"[4, 6, 11, 12, 14]",5,998010.0
89.13163,"[3, 6, 11, 12, 14]",5,998008.0
89.13162,"[2, 6, 11, 12, 14]",5,998007.0
89.13154,"[4, 5, 11, 12, 14]",5,998005.0
89.13153,"[3, 5, 11, 12, 14]",5,998003.0
89.13152,"[2, 5, 11, 12, 14]",5,998002.0
89.13143,"[3, 4, 11, 12, 14]",5,998000.0
89.13141999999999,"[2, 4, 11, 12, 14]",5,997999.0
89.13132,"[2, 3, 11, 12, 14]",5,997997.0
89.13098,"[8, 9, 10, 12, 14]",5,997996.0
89.13096999999999,"[7, 9, 10, 12, 14]",5,997994.0
89.13096,"[6, 9, 10, 12, 14]",5,997993.0
89.13095,"[5, 9, 10, 12, 14]",5,997991.0
89.13094,"[4, 9, 10, 12, 14]",5,997990.0
89.13093,"[3, 9, 10, 12, 14]",5,997988.0
89.13092,"[2, 9, 10, 12, 14]",5,997987.0
89.13087,"[7, 8, 10, 12, 14]",5,997985.0
89.13086,"[6, 8, 10, 12, 14]",5,997983.0
89.13085,"[5, 8, 10, 12, 14]",5,997982.0
89.13084,"[4, 8, 10, 12, 14]",5,997980.0
89.13083,"[3, 8, 10, 12, 14]",5,997979.0
89.13082,"[2, 8, 10, 12, 14]",5,997977.0
89.13076,"[6, 7, 10, 12, 14]",5,997976.0
89.13075,"[5, 7, 10, 12, 14]",5,997974.0
89.13074,"[4, 7, 10, 12, 14]",5,997973.0
89.13073,"[3, 7, 10, 12, 14]",5,997971.0
89.13072,"[2, 7, 10, 12, 14]",5,997970.0
89.13065,"[5, 6, 10, 12, 14]",5,997968.0
89.13064,"[4, 6, 10, 12, 14]",5,997966.0
89.13063,"[3, 6, 10, 12, 14]",5,997965.0
89.13062,"[2, 6, 10, 12, 14]",5,997963.0
89.13054,"[4, 5, 10, 12, 14]",5,997962.0
89.13053,"[3, 5, 10, 12, 14]",5,997960.0
89.13052,"[2, 5, 10, 12, 14]",5,997959.0
89.13043,"[3, 4, 10, 12, 14]",5,997957.0
89.13042,"[2, 4, 10, 12, 14]",5,997956.0
89.13032,"[2, 3, 10, 12, 14]",5,997954.0
89.12987,"[7, 8, 9, 12, 14]",5,997953.0
89.12986,"[6, 8, 9, 12, 14]",5,997951.0
89.12985,"[5, 8, 9, 12, 14]",5,997950.0
89.12984,"[4, 8, 9, 12, 14]",5,997948.0
89.12983,"[3, 8, 9, 12, 14]",5,997946.0
89.12982,"[2, 8, 9, 12, 14]",5,997945.0
89.12976,"[6, 7, 9, 12, 14]",5,997943.0
89.12975,"[5, 7, 9, 12, 14]",5,997942.0
89.12974,"[4, 7, 9, 12, 14]",5,997940.0
89.12973,"[3, 7, 9, 12, 14]",5,997939.0
89.12971999999999,"[2, 7, 9, 12, 14]",5,997937.0
89.12965,"[5, 6, 9, 12, 14]",5,997936.0
89.12964,"[4, 6, 9, 12, 14]",5,997934.0
89.12963,"[3, 6, 9, 12, 14]",5,997933.0
89.12962,"[2, 6, 9, 12, 14]",5,997931.0
89.12954,"[4, 5, 9, 12, 14]",5,997930.0
89.12953,"[3, 5, 9, 12, 14]",5,997928.0
89.12952,"[2, 5, 9, 12, 14]",5,997926.0
89.12943,"[3, 4, 9, 12, 14]",5,997925.0
89.12942,"[2, 4, 9, 12, 14]",5,997923.0
89.12931999999999,"[2, 3, 9, 12, 14]",5,997922.0
89.12876,"[6, 7, 8, 12, 14]",5,997920.0
89.12875,"[5, 7, 8, 12, 14]",5,997919.0
89.12874,"[4, 7, 8, 12, 14]",5,997917.0
89.12873,"[3, 7, 8, 12, 14]",5,997916.0
89.12872,"[2, 7, 8, 12, 14]",5,997914.0
89.12865,"[5, 6, 8, 12, 14]",5,997913.0
89.12864,"[4, 6, 8, 12, 14]",5,997911.0
89.12863,"[3, 6, 8, 12, 14]",5,997910.0
89.12862,"[2, 6, 8, 12, 14]",5,997908.0
89.12854,"[4, 5, 8, 12, 14]",5,997906.0
89.12853,"[3, 5, 8, 12, 14]",5,997905.0
89.12852,"[2, 5, 8, 12, 14]",5,997903.0
89.12843,"[3, 4, 8, 12, 14]",5,997902.0
89.12842,"[2, 4, 8, 12, 14]",5,997900.0
89.12832,"[2, 3, 8, 12, 14]",5,997899.0
89.12765,"[5, 6, 7, 12, 14]",5,997897.0
89.12764,"[4, 6, 7, 12, 14]",5,997896.0
89.12763,"[3, 6, 7, 12, 14]",5,997894.0
89.12762,"[2, 6, 7, 12, 14]",5,997893.0
89.12754,"[4, 5, 7, 12, 14]",5,997891.0
89.12753000000001,"[3, 5, 7, 12, 14]",5,997890.0
89.12752,"[2, 5, 7, 12, 14]",5,997888.0
89.12743,"[3, 4, 7, 12, 14]",5,997886.0
89.12742,"[2, 4, 7, 12, 14]",5,997885.0
89.12732,"[2, 3, 7, 12, 14]",5,997883.0
89.12654,"[4, 5, 6, 12, 14]",5,997882.0
89.12653,"[3, 5, 6, 12, 14]",5,997880.0
89.12652,"[2, 5, 6, 12, 14]",5,997879.0
89.12643,"[3, 4, 6, 12, 14]",5,997877.0
89.12642,"[2, 4, 6, 12, 14]",5,997876.0
89.12631999999999,"[2, 3, 6, 12, 14]",5,997874.0
89.12543,"[3, 4, 5, 12, 14]",5,997873.0
89.12542,"[2, 4, 5, 12, 14]",5,997871.0
89.12532,"[2, 3, 5, 12, 14]",5,997870.0
89.12432,"[2, 3, 4, 12, 14]",5,997868.0
89.12098,"[8, 9, 10, 11, 14]",5,997866.0
89.12097,"[7, 9, 10, 11, 14]",5,997865.0
89.12096,"[6, 9, 10, 11, 14]",5,997863.0
89.12095,"[5, 9, 10, 11, 14]",5,997862.0
89.12094,"[4, 9, 10, 11, 14]",5,997860.0
89.12093,"[3, 9, 10, 11, 14]",5,997859.0
89.12092,"[2, 9, 10, 11, 14]",5,997857.0
89.12087,"[7, 8, 10, 11, 14]",5,997856.0
89.12086,"[6, 8, 10, 11, 14]",5,997854.0
89.12085,"[5, 8, 10, 11, 14]",5,997853.0
89.12084,"[4, 8, 10, 11, 14]",5,997851.0
89.12083,"[3, 8, 10, 11, 14]",5,997850.0
89.12082,"[2, 8, 10, 11, 14]",5,997848.0
89.12076,"[6, 7, 10, 11, 14]",5,997846.0
89.12075,"[5, 7, 10, 11, 14]",5,997845.0
89.12074,"[4, 7, 10, 11, 14]",5,997843.0
89.12073,"[3, 7, 10, 11, 14]",5,997842.0
89.12072,"[2, 7, 10, 11, 14]",5,997840.0
89.12065,"[5, 6, 10, 11, 14]",5,997839.0
89.12064,"[4, 6, 10, 11, 14]",5,997837.0
89.12063,"[3, 6, 10, 11, 14]",5,997836.0
89.12062,"[2, 6, 10, 11, 14]",5,997834.0
89.12054,"[4, 5, 10, 11, 14]",5,997833.0
89.12053,"[3, 5, 10, 11, 14]",5,997831.0
89.12052,"[2, 5, 10, 11, 14]",5,997830.0
89.12043,"[3, 4, 10, 11, 14]",5,997828.0
89.12042,"[2, 4, 10, 11, 14]",5,997826.0
89.12031999999999,"[2, 3, 10, 11, 14]",5,997825.0
89.11986999999999,"[7, 8, 9, 11, 14]",5,997823.0
89.11986,"[6, 8, 9, 11, 14]",5,997822.0
89.11985,"[5, 8, 9, 11, 14]",5,997820.0
89.11984,"[4, 8, 9, 11, 14]",5,997819.0
89.11983000000001,"[3, 8, 9, 11, 14]",5,997817.0
89.11982,"[2, 8, 9, 11, 14]",5,997816.0
89.11976,"[6, 7, 9, 11, 14]",5,997814.0
89.11975,"[5, 7, 9, 11, 14]",5,997813.0
89.11974000000001,"[4, 7, 9, 11, 14]",5,997811.0
89.11973,"[3, 7, 9, 11, 14]",5,997810.0
89.11972,"[2, 7, 9, 11, 14]",5,997808.0
89.11965000000001,"[5, 6, 9, 11, 14]",5,997806.0
89.11964,"[4, 6, 9, 11, 14]",5,997805.0
89.11963,"[3, 6, 9, 11, 14]",5,997803.0
89.11962,"[2, 6, 9, 11, 14]",5,997802.0
89.11954,"[4, 5, 9, 11, 14]",5,997800.0
89.11953,"[3, 5, 9, 11, 14]",5,997799.0
89.11952,"[2, 5, 9, 11, 14]",5,997797.0
89.11943,"[3, 4, 9, 11, 14]",5,997796.0
89.11942,"[2, 4, 9, 11, 14]",5,997794.0
89.11932,"[2, 3, 9, 11, 14]",5,997793.0
89.11876,"[6, 7, 8, 11, 14]",5,997791.0
89.11875,"[5, 7, 8, 11, 14]",5,997790.0
89.11874,"[4, 7, 8, 11, 14]",5,997788.0
89.11873,"[3, 7, 8, 11, 14]",5,997786.0
89.11872,"[2, 7, 8, 11, 14]",5,997785.0
89.11865,"[5, 6, 8, 11, 14]",5,997783.0
89.11864,"[4, 6, 8, 11, 14]",5,997782.0
89.11863,"[3, 6, 8, 11, 14]",5,997780.0
89.11861999999999,"[2, 6, 8, 11, 14]",5,997779.0
89.11854,"[4, 5, 8, 11, 14]",5,997777.0
89.11852999999999,"[3, 5, 8, 11, 14]",5,997776.0
89.11852,"[2, 5, 8, 11, 14]",5,997774.0
89.11843,"[3, 4, 8, 11, 14]",5,997773.0
89.11842,"[2, 4, 8, 11, 14]",5,997771.0
89.11832,"[2, 3, 8, 11, 14]",5,997769.0
89.11765,"[5, 6, 7, 11, 14]",5,997768.0
89.11764,"[4, 6, 7, 11, 14]",5,997766.0
89.11763,"[3, 6, 7, 11, 14]",5,997765.0
89.11762,"[2, 6, 7, 11, 14]",5,997763.0
89.11754,"[4, 5, 7, 11, 14]",5,997762.0
89.11753,"[3, 5, 7, 11, 14]",5,997760.0
89.11752,"[2, 5, 7, 11, 14]",5,997759.0
89.11743,"[3, 4, 7, 11, 14]",5,997757.0
89.11742,"[2, 4, 7, 11, 14]",5,997756.0
89.11731999999999,"[2, 3, 7, 11, 14]",5,997754.0
89.11654,"[4, 5, 6, 11, 14]",5,997753.0
89.11653,"[3, 5, 6, 11, 14]",5,997751.0
89.11652,"[2, 5, 6, 11, 14]",5,997749.0
89.11643000000001,"[3, 4, 6, 11, 14]",5,997748.0
89.11642,"[2, 4, 6, 11, 14]",5,997746.0
89.11632,"[2, 3, 6, 11, 14]",5,997745.0
89.11543,"[3, 4, 5, 11, 14]",5,997743.0
89.11542,"[2, 4, 5, 11, 14]",5,997742.0
89.11532,"[2, 3, 5, 11, 14]",5,997740.0
89.11431999999999,"[2, 3, 4, 11, 14]",5,997739.0
89.10987,"[7, 8, 9, 10, 14]",5,997737.0
89.10986,"[6, 8, 9, 10, 14]",5,997736.0
89.10985,"[5, 8, 9, 10, 14]",5,997734.0
89.10984,"[4, 8, 9, 10, 14]",5,997733.0
89.10983,"[3, 8, 9, 10, 14]",5,997731.0
89.10982,"[2, 8, 9, 10, 14]",5,997729.0
89.10976,"[6, 7, 9, 10, 14]",5,997728.0
89.10975,"[5, 7, 9, 10, 14]",5,997726.0
89.10974,"[4, 7, 9, 10, 14]",5,997725.0
89.10973,"[3, 7, 9, 10, 14]",5,997723.0
89.10972,"[2, 7, 9, 10, 14]",5,997722.0
89.10965,"[5, 6, 9, 10, 14]",5,997720.0
89.10964,"[4, 6, 9, 10, 14]",5,997719.0
89.10963,"[3, 6, 9, 10, 14]",5,997717.0
89.10962,"[2, 6, 9, 10, 14]",5,997716.0
89.10954,"[4, 5, 9, 10, 14]",5,997714.0
89.10953,"[3, 5, 9, 10, 14]",5,997713.0
89.10952,"[2, 5, 9, 10, 14]",5,997711.0
89.10943,"[3, 4, 9, 10, 14]",5,997709.0
89.10942,"[2, 4, 9, 10, 14]",5,997708.0
89.10932,"[2, 3, 9, 10, 14]",5,997706.0
89.10876,"[6, 7, 8, 10, 14]",5,997705.0
89.10875,"[5, 7, 8, 10, 14]",5,997703.0
89.10874,"[4, 7, 8, 10, 14]",5,997702.0
89.10873,"[3, 7, 8, 10, 14]",5,997700.0
89.10872,"[2, 7, 8, 10, 14]",5,997699.0
89.10865,"[5, 6, 8, 10, 14]",5,997697.0
89.10864,"[4, 6, 8, 10, 14]",5,997696.0
89.10863,"[3, 6, 8, 10, 14]",5,997694.0
89.10862,"[2, 6, 8, 10, 14]",5,997693.0
89.10854,"[4, 5, 8, 10, 14]",5,997691.0
89.10853,"[3, 5, 8, 10, 14]",5,997689.0
89.10852,"[2, 5, 8, 10, 14]",5,997688.0
89.10843,"[3, 4, 8, 10, 14]",5,997686.0
89.10842,"[2, 4, 8, 10, 14]",5,997685.0
89.10831999999999,"[2, 3, 8, 10, 14]",5,997683.0
89.10765,"[5, 6, 7, 10, 14]",5,997682.0
89.10764,"[4, 6, 7, 10, 14]",5,997680.0
89.10763,"[3, 6, 7, 10, 14]",5,997679.0
89.10762,"[2, 6, 7, 10, 14]",5,997677.0
89.10754,"[4, 5, 7, 10, 14]",5,997676.0
89.10753,"[3, 5, 7, 10, 14]",5,997674.0
89.10752,"[2, 5, 7, 10, 14]",5,997673.0
89.10743,"[3, 4, 7, 10, 14]",5,997671.0
89.10742,"[2, 4, 7, 10, 14]",5,997669.0
89.10732,"[2, 3, 7, 10, 14]",5,997668.0
89.10654,"[4, 5, 6, 10, 14]",5,997666.0
89.10653,"[3, 5, 6, 10, 14]",5,997665.0
89.10652,"[2, 5, 6, 10, 14]",5,997663.0
89.10643,"[3, 4, 6, 10, 14]",5,997662.0
89.10642,"[2, 4, 6, 10, 14]",5,997660.0
89.10632,"[2, 3, 6, 10, 14]",5,997659.0
89.10543,"[3, 4, 5, 10, 14]",5,997657.0
89.10542,"[2, 4, 5, 10, 14]",5,997656.0
89.10532,"[2, 3, 5, 10, 14]",5,997654.0
89.10432,"[2, 3, 4, 10, 14]",5,997653.0
89.09876,"[6, 7, 8, 9, 14]",5,997651.0
89.09875,"[5, 7, 8, 9, 14]",5,997649.0
89.09873999999999,"[4, 7, 8, 9, 14]",5,997648.0
89.09873,"[3, 7, 8, 9, 14]",5,997646.0
89.09872,"[2, 7, 8, 9, 14]",5,997645.0
89.09864999999999,"[5, 6, 8, 9, 14]",5,997643.0
89.09864,"[4, 6, 8, 9, 14]",5,997642.0
89.09863,"[3, 6, 8, 9, 14]",5,997640.0
89.09862,"[2, 6, 8, 9, 14]",5,997639.0
89.09854,"[4, 5, 8, 9, 14]",5,997637.0
89.09853,"[3, 5, 8, 9, 14]",5,997636.0
89.09852,"[2, 5, 8, 9, 14]",5,997634.0
89.09843000000001,"[3, 4, 8, 9, 14]",5,997633.0
89.09842,"[2, 4, 8, 9, 14]",5,997631.0
89.09832,"[2, 3, 8, 9, 14]",5,997629.0
89.09765,"[5, 6, 7, 9, 14]",5,997628.0
89.09764,"[4, 6, 7, 9, 14]",5,997626.0
89.09763,"[3, 6, 7, 9, 14]",5,997625.0
89.09762,"[2, 6, 7, 9, 14]",5,997623.0
