score,hand,handtype,score2
85.07652,"[2, 5, 6, 7, 10]",5,996438.0
85.07643,"[3, 4, 6, 7, 10]",5,996437.0
85.07642,"[2, 4, 6, 7, 10]",5,996435.0
85.07632,"[2, 3, 6, 7, 10]",5,996434.0
85.07543,"[3, 4, 5, 7, 10]",5,996432.0
85.07542000000001,"[2, 4, 5, 7, 10]",5,996430.0
85.07532,"[2, 3, 5, 7, 10]",5,996429.0
85.07432,"[2, 3, 4, 7, 10]",5,996427.0
85.06543,"[3, 4, 5, 6, 10]",5,996426.0
85.06542,"[2, 4, 5, 6, 10]",5,996424.0
85.06532,"[2, 3, 5, 6, 10]",5,996423.0
85.06432,"[2, 3, 4, 6, 10]",5,996421.0
85.05432,"[2, 3, 4, 5, 10]",5,996420.0
84.08764,"[4, 6, 7, 8, 9]",5,996418.0
84.08763,"[3, 6, 7, 8, 9]",5,996417.0
84.08762,"[2, 6, 7, 8, 9]",5,996415.0
84.08754,"[4, 5, 7, 8, 9]",5,996414.0
84.08753,"[3, 5, 7, 8, 9]",5,996412.0
84.08752,"[2, 5, 7, 8, 9]",5,996410.0
84.08743,"[3, 4, 7, 8, 9]",5,996409.0
84.08742,"[2, 4, 7, 8, 9]",5,996407.0
84.08732,"[2, 3, 7, 8, 9]",5,996406.0
84.08654,"[4, 5, 6, 8, 9]",5,996404.0
84.08653,"[3, 5, 6, 8, 9]",5,996403.0
84.08652000000001,"[2, 5, 6, 8, 9]",5,996401.0
84.08643000000001,"[3, 4, 6, 8, 9]",5,996400.0
84.08642,"[2, 4, 6, 8, 9]",5,996398.0
84.08632,"[2, 3, 6, 8, 9]",5,996397.0
84.08543,"[3, 4, 5, 8, 9]",5,996395.0
84.08542,"[2, 4, 5, 8, 9]",5,996394.0
84.08532,"[2, 3, 5, 8, 9]",5,996392.0
84.08431999999999,"[2, 3, 4, 8, 9]",5,996390.0
84.07654,"[4, 5, 6, 7, 9]",5,996389.0
84.07653,"[3, 5, 6, 7, 9]",5,996387.0
84.07652,"[2, 5, 6, 7, 9]",5,996386.0
84.07643,"[3, 4, 6, 7, 9]",5,996384.0
84.07642,"[2, 4, 6, 7, 9]",5,996383.0
84.07632,"[2, 3, 6, 7, 9]",5,996381.0
84.07543,"[3, 4, 5, 7, 9]",5,996380.0
84.07542000000001,"[2, 4, 5, 7, 9]",5,996378.0
84.07532,"[2, 3, 5, 7, 9]",5,996377.0
84.07432,"[2, 3, 4, 7, 9]",5,996375.0
84.06543,"[3, 4, 5, 6, 9]",5,996374.0
84.06542,"[2, 4, 5, 6, 9]",5,996372.0
84.06532,"[2, 3, 5, 6, 9]",5,996370.0
84.06432,"[2, 3, 4, 6, 9]",5,996369.0
84.05432,"[2, 3, 4, 5, 9]",5,996367.0
83.07653,"[3, 5, 6, 7, 8]",5,996366.0
83.07652,"[2, 5, 6, 7, 8]",5,996364.0
83.07643,"[3, 4, 6, 7, 8]",5,996363.0
83.07642,"[2, 4, 6, 7, 8]",5,996361.0
83.07632,"[2, 3, 6, 7, 8]",5,996360.0
83.07543,"[3, 4, 5, 7, 8]",5,996358.0
83.07542000000001,"[2, 4, 5, 7, 8]",5,996357.0
83.07532,"[2, 3, 5, 7, 8]",5,996355.0
83.07432,"[2, 3, 4, 7, 8]",5,996354.0
83.06543,"[3, 4, 5, 6, 8]",5,996352.0
83.06542,"[2, 4, 5, 6, 8]",5,996350.0
83.06532,"[2, 3, 5, 6, 8]",5,996349.0
83.06432,"[2, 3, 4, 6, 8]",5,996347.0
83.05432,"[2, 3, 4, 5, 8]",5,996346.0
82.06542,"[2, 4, 5, 6, 7]",5,996344.0
82.06532,"[2, 3, 5, 6, 7]",5,996343.0
82.06432,"[2, 3, 4, 6, 7]",5,996341.0
82.05432,"[2, 3, 4, 5, 7]",5,996340.0
78.5,"[10, 11, 12, 13, 14]",4,996338.0
78.0,"[9, 10, 11, 12, 13]",4,995946.0
77.0,"[8, 9, 10, 11, 12]",4,995553.0
76.0,"[7, 8, 9, 10, 11]",4,995161.0
75.0,"[6, 7, 8, 9, 10]",4,994768.0
74.0,"[5, 6, 7, 8, 9]",4,994376.0
73.0,"[4, 5, 6, 7, 8]",4,993983.0
72.0,"[3, 4, 5, 6, 7]",4,993591.0
71.0,"[2, 3, 4, 5, 14]",4,993198.0
59.0,"[12, 13, 14, 14, 14]",3,992414.0
58.0,"[12, 13, 13, 13, 14]",3,990788.0
57.0,"[12, 12, 12, 13, 14]",3,989163.0
56.0,"[11, 11, 11, 13, 14]",3,987538.0
55.0,"[10, 10, 10, 13, 14]",3,985912.0
54.0,"[9, 9, 9, 13, 14]",3,984287.0
53.0,"[8, 8, 8, 13, 14]",3,982662.0
52.0,"[7, 7, 7, 13, 14]",3,981037.0
51.0,"[6, 6, 6, 13, 14]",3,979411.0
50.0,"[5, 5, 5, 13, 14]",3,977786.0
49.0,"[4, 4, 4, 13, 14]",3,976161.0
48.0,"[3, 3, 3, 13, 14]",3,974536.0
47.0,"[2, 2, 2, 13, 14]",3,972910.0
44.142,"[12, 13, 13, 14, 14]",2,971285.0
44.141000000000005,"[11, 13, 13, 14, 14]",2,971230.0
44.14,"[10, 13, 13, 14, 14]",2,971174.0
44.139,"[9, 13, 13, 14, 14]",2,971119.0
44.138000000000005,"[8, 13, 13, 14, 14]",2,971063.0
44.137,"[7, 13, 13, 14, 14]",2,971008.0
44.136,"[6, 13, 13, 14, 14]",2,970953.0
44.135000000000005,"[5, 13, 13, 14, 14]",2,970897.0
44.134,"[4, 13, 13, 14, 14]",2,970842.0
44.133,"[3, 13, 13, 14, 14]",2,970786.0
44.132999999999996,"[12, 12, 13, 14, 14]",2,970731.0
44.132000000000005,"[2, 13, 13, 14, 14]",2,970676.0
44.131,"[11, 12, 12, 14, 14]",2,970620.0
44.129999999999995,"[10, 12, 12, 14, 14]",2,970565.0
44.129,"[9, 12, 12, 14, 14]",2,970509.0
44.128,"[8, 12, 12, 14, 14]",2,970454.0
44.126999999999995,"[7, 12, 12, 14, 14]",2,970399.0
44.126,"[6, 12, 12, 14, 14]",2,970343.0
44.125,"[5, 12, 12, 14, 14]",2,970288.0
44.123999999999995,"[4, 12, 12, 14, 14]",2,970232.0
44.123,"[11, 11, 13, 14, 14]",2,970177.0
44.122,"[11, 11, 12, 14, 14]",2,970066.0
44.12,"[10, 11, 11, 14, 14]",2,969955.0
44.119,"[9, 11, 11, 14, 14]",2,969900.0
44.118,"[8, 11, 11, 14, 14]",2,969844.0
44.117,"[7, 11, 11, 14, 14]",2,969789.0
44.116,"[6, 11, 11, 14, 14]",2,969734.0
44.115,"[5, 11, 11, 14, 14]",2,969678.0
44.114,"[4, 11, 11, 14, 14]",2,969623.0
44.113,"[10, 10, 13, 14, 14]",2,969567.0
44.112,"[10, 10, 12, 14, 14]",2,969457.0
44.111000000000004,"[10, 10, 11, 14, 14]",2,969346.0
44.109,"[9, 10, 10, 14, 14]",2,969290.0
44.108000000000004,"[8, 10, 10, 14, 14]",2,969235.0
44.107,"[7, 10, 10, 14, 14]",2,969180.0
44.106,"[6, 10, 10, 14, 14]",2,969124.0
44.105000000000004,"[5, 10, 10, 14, 14]",2,969069.0
44.104,"[4, 10, 10, 14, 14]",2,969013.0
44.103,"[9, 9, 13, 14, 14]",2,968958.0
44.102000000000004,"[9, 9, 12, 14, 14]",2,968847.0
44.101000000000006,"[9, 9, 11, 14, 14]",2,968736.0
44.1,"[9, 9, 10, 14, 14]",2,968681.0
44.098000000000006,"[8, 9, 9, 14, 14]",2,968626.0
44.097,"[7, 9, 9, 14, 14]",2,968570.0
44.096000000000004,"[6, 9, 9, 14, 14]",2,968515.0
44.095000000000006,"[5, 9, 9, 14, 14]",2,968459.0
44.094,"[4, 9, 9, 14, 14]",2,968404.0
44.093,"[3, 9, 9, 14, 14]",2,968348.0
44.092999999999996,"[8, 8, 13, 14, 14]",2,968293.0
44.092000000000006,"[2, 9, 9, 14, 14]",2,968238.0
44.092,"[8, 8, 12, 14, 14]",2,968182.0
44.091,"[8, 8, 11, 14, 14]",2,968127.0
44.089999999999996,"[8, 8, 10, 14, 14]",2,968071.0
44.089,"[8, 8, 9, 14, 14]",2,968016.0
44.086999999999996,"[7, 8, 8, 14, 14]",2,967961.0
44.086,"[6, 8, 8, 14, 14]",2,967905.0
44.085,"[5, 8, 8, 14, 14]",2,967850.0
44.083999999999996,"[4, 8, 8, 14, 14]",2,967794.0
44.083,"[7, 7, 13, 14, 14]",2,967739.0
44.082,"[7, 7, 12, 14, 14]",2,967628.0
44.081,"[7, 7, 11, 14, 14]",2,967517.0
44.08,"[7, 7, 10, 14, 14]",2,967462.0
44.079,"[7, 7, 9, 14, 14]",2,967407.0
44.078,"[7, 7, 8, 14, 14]",2,967351.0
44.076,"[6, 7, 7, 14, 14]",2,967296.0
44.075,"[5, 7, 7, 14, 14]",2,967240.0
44.074,"[4, 7, 7, 14, 14]",2,967185.0
44.073,"[6, 6, 13, 14, 14]",2,967130.0
44.072,"[6, 6, 12, 14, 14]",2,967019.0
44.071000000000005,"[6, 6, 11, 14, 14]",2,966908.0
44.07,"[6, 6, 10, 14, 14]",2,966853.0
44.069,"[6, 6, 9, 14, 14]",2,966797.0
44.068000000000005,"[6, 6, 8, 14, 14]",2,966742.0
44.067,"[6, 6, 7, 14, 14]",2,966686.0
44.065000000000005,"[5, 6, 6, 14, 14]",2,966631.0
44.064,"[4, 6, 6, 14, 14]",2,966575.0
44.063,"[3, 6, 6, 14, 14]",2,966520.0
44.062999999999995,"[5, 5, 13, 14, 14]",2,966465.0
44.062000000000005,"[2, 6, 6, 14, 14]",2,966409.0
44.062,"[5, 5, 12, 14, 14]",2,966354.0
44.061,"[5, 5, 11, 14, 14]",2,966298.0
44.059999999999995,"[5, 5, 10, 14, 14]",2,966243.0
44.059,"[5, 5, 9, 14, 14]",2,966188.0
44.058,"[5, 5, 8, 14, 14]",2,966132.0
44.056999999999995,"[5, 5, 7, 14, 14]",2,966077.0
44.056,"[5, 5, 6, 14, 14]",2,966021.0
44.053999999999995,"[4, 5, 5, 14, 14]",2,965966.0
44.053,"[4, 4, 13, 14, 14]",2,965911.0
44.052,"[4, 4, 12, 14, 14]",2,965800.0
44.051,"[4, 4, 11, 14, 14]",2,965689.0
44.05,"[4, 4, 10, 14, 14]",2,965634.0
44.049,"[4, 4, 9, 14, 14]",2,965578.0
44.048,"[4, 4, 8, 14, 14]",2,965523.0
44.047,"[4, 4, 7, 14, 14]",2,965467.0
44.046,"[4, 4, 6, 14, 14]",2,965412.0
44.045,"[4, 4, 5, 14, 14]",2,965357.0
44.043,"[3, 4, 4, 14, 14]",2,965301.0
44.042,"[3, 3, 12, 14, 14]",2,965190.0
44.041000000000004,"[3, 3, 11, 14, 14]",2,965079.0
44.04,"[3, 3, 10, 14, 14]",2,965024.0
44.039,"[3, 3, 9, 14, 14]",2,964969.0
44.038000000000004,"[3, 3, 8, 14, 14]",2,964913.0
44.037,"[3, 3, 7, 14, 14]",2,964858.0
44.036,"[3, 3, 6, 14, 14]",2,964802.0
44.035000000000004,"[3, 3, 5, 14, 14]",2,964747.0
44.034,"[3, 3, 4, 14, 14]",2,964692.0
44.033,"[2, 2, 13, 14, 14]",2,964636.0
44.032000000000004,"[2, 3, 3, 14, 14]",2,964581.0
44.031000000000006,"[2, 2, 11, 14, 14]",2,964470.0
44.03,"[2, 2, 10, 14, 14]",2,964415.0
44.029,"[2, 2, 9, 14, 14]",2,964359.0
44.028000000000006,"[2, 2, 8, 14, 14]",2,964304.0
44.027,"[2, 2, 7, 14, 14]",2,964248.0
44.026,"[2, 2, 6, 14, 14]",2,964193.0
44.025000000000006,"[2, 2, 5, 14, 14]",2,964138.0
44.024,"[2, 2, 4, 14, 14]",2,964082.0
44.023,"[2, 2, 3, 14, 14]",2,964027.0
43.134,"[12, 12, 13, 13, 14]",2,963971.0
43.131,"[11, 12, 12, 13, 13]",2,963916.0
43.129999999999995,"[10, 12, 12, 13, 13]",2,963861.0
43.129,"[9, 12, 12, 13, 13]",2,963805.0
43.128,"[8, 12, 12, 13, 13]",2,963750.0
43.126999999999995,"[7, 12, 12, 13, 13]",2,963694.0
43.126,"[6, 12, 12, 13, 13]",2,963639.0
43.125,"[5, 12, 12, 13, 13]",2,963584.0
43.124,"[11, 11, 13, 13, 14]",2,963528.0
43.123999999999995,"[4, 12, 12, 13, 13]",2,963473.0
43.123,"[3, 12, 12, 13, 13]",2,963417.0
43.122,"[11, 11, 12, 13, 13]",2,963362.0
43.12,"[10, 11, 11, 13, 13]",2,963251.0
43.119,"[9, 11, 11, 13, 13]",2,963196.0
43.118,"[8, 11, 11, 13, 13]",2,963140.0
43.117,"[7, 11, 11, 13, 13]",2,963085.0
43.116,"[6, 11, 11, 13, 13]",2,963029.0
43.115,"[5, 11, 11, 13, 13]",2,962974.0
43.114000000000004,"[10, 10, 13, 13, 14]",2,962919.0
43.114,"[4, 11, 11, 13, 13]",2,962863.0
43.113,"[3, 11, 11, 13, 13]",2,962808.0
43.112,"[10, 10, 12, 13, 13]",2,962752.0
43.111000000000004,"[10, 10, 11, 13, 13]",2,962642.0
43.109,"[9, 10, 10, 13, 13]",2,962586.0
43.108000000000004,"[8, 10, 10, 13, 13]",2,962531.0
43.107,"[7, 10, 10, 13, 13]",2,962475.0
43.106,"[6, 10, 10, 13, 13]",2,962420.0
43.105000000000004,"[5, 10, 10, 13, 13]",2,962365.0
43.104000000000006,"[9, 9, 13, 13, 14]",2,962309.0
43.104,"[4, 10, 10, 13, 13]",2,962254.0
43.103,"[3, 10, 10, 13, 13]",2,962198.0
43.102000000000004,"[9, 9, 12, 13, 13]",2,962143.0
43.101000000000006,"[9, 9, 11, 13, 13]",2,962032.0
43.1,"[9, 9, 10, 13, 13]",2,961977.0
43.098000000000006,"[8, 9, 9, 13, 13]",2,961921.0
43.097,"[7, 9, 9, 13, 13]",2,961866.0
43.096000000000004,"[6, 9, 9, 13, 13]",2,961810.0
43.095000000000006,"[5, 9, 9, 13, 13]",2,961755.0
43.094,"[8, 8, 13, 13, 14]",2,961700.0
43.093,"[3, 9, 9, 13, 13]",2,961589.0
43.092000000000006,"[2, 9, 9, 13, 13]",2,961533.0
43.092,"[8, 8, 12, 13, 13]",2,961478.0
43.091,"[8, 8, 11, 13, 13]",2,961423.0
43.089999999999996,"[8, 8, 10, 13, 13]",2,961367.0
43.089,"[8, 8, 9, 13, 13]",2,961312.0
43.086999999999996,"[7, 8, 8, 13, 13]",2,961256.0
43.086,"[6, 8, 8, 13, 13]",2,961201.0
43.085,"[5, 8, 8, 13, 13]",2,961146.0
43.084,"[7, 7, 13, 13, 14]",2,961090.0
43.083999999999996,"[4, 8, 8, 13, 13]",2,961035.0
43.083,"[3, 8, 8, 13, 13]",2,960979.0
43.082,"[7, 7, 12, 13, 13]",2,960924.0
43.081,"[7, 7, 11, 13, 13]",2,960813.0
43.08,"[7, 7, 10, 13, 13]",2,960758.0
43.079,"[7, 7, 9, 13, 13]",2,960702.0
43.078,"[7, 7, 8, 13, 13]",2,960647.0
43.076,"[6, 7, 7, 13, 13]",2,960592.0
43.075,"[5, 7, 7, 13, 13]",2,960536.0
43.074000000000005,"[6, 6, 13, 13, 14]",2,960481.0
43.074,"[4, 7, 7, 13, 13]",2,960425.0
43.073,"[3, 7, 7, 13, 13]",2,960370.0
43.072,"[6, 6, 12, 13, 13]",2,960315.0
43.071000000000005,"[6, 6, 11, 13, 13]",2,960204.0
43.07,"[6, 6, 10, 13, 13]",2,960148.0
43.069,"[6, 6, 9, 13, 13]",2,960093.0
43.068000000000005,"[6, 6, 8, 13, 13]",2,960037.0
43.067,"[6, 6, 7, 13, 13]",2,959982.0
43.065000000000005,"[5, 6, 6, 13, 13]",2,959927.0
43.064,"[5, 5, 13, 13, 14]",2,959871.0
43.063,"[3, 6, 6, 13, 13]",2,959760.0
43.062000000000005,"[2, 6, 6, 13, 13]",2,959705.0
43.062,"[5, 5, 12, 13, 13]",2,959650.0
43.061,"[5, 5, 11, 13, 13]",2,959594.0
43.059999999999995,"[5, 5, 10, 13, 13]",2,959539.0
43.059,"[5, 5, 9, 13, 13]",2,959483.0
43.058,"[5, 5, 8, 13, 13]",2,959428.0
43.056999999999995,"[5, 5, 7, 13, 13]",2,959373.0
43.056,"[5, 5, 6, 13, 13]",2,959317.0
43.054,"[4, 4, 13, 13, 14]",2,959262.0
43.053999999999995,"[4, 5, 5, 13, 13]",2,959206.0
43.053,"[3, 5, 5, 13, 13]",2,959151.0
43.052,"[4, 4, 12, 13, 13]",2,959096.0
43.051,"[4, 4, 11, 13, 13]",2,958985.0
43.05,"[4, 4, 10, 13, 13]",2,958929.0
43.049,"[4, 4, 9, 13, 13]",2,958874.0
43.048,"[4, 4, 8, 13, 13]",2,958819.0
43.047,"[4, 4, 7, 13, 13]",2,958763.0
43.046,"[4, 4, 6, 13, 13]",2,958708.0
43.045,"[4, 4, 5, 13, 13]",2,958652.0
43.044000000000004,"[3, 3, 13, 13, 14]",2,958597.0
43.043,"[3, 4, 4, 13, 13]",2,958541.0
43.042,"[3, 3, 12, 13, 13]",2,958486.0
43.041000000000004,"[3, 3, 11, 13, 13]",2,958375.0
43.04,"[3, 3, 10, 13, 13]",2,958320.0
43.039,"[3, 3, 9, 13, 13]",2,958264.0
43.038000000000004,"[3, 3, 8, 13, 13]",2,958209.0
43.037,"[3, 3, 7, 13, 13]",2,958154.0
43.036,"[3, 3, 6, 13, 13]",2,958098.0
43.035000000000004,"[3, 3, 5, 13, 13]",2,958043.0
43.034000000000006,"[2, 2, 13, 13, 14]",2,957987.0
43.034,"[3, 3, 4, 13, 13]",2,957932.0
43.032000000000004,"[2, 3, 3, 13, 13]",2,957877.0
43.031000000000006,"[2, 2, 11, 13, 13]",2,957766.0
43.03,"[2, 2, 10, 13, 13]",2,957710.0
43.029,"[2, 2, 9, 13, 13]",2,957655.0
43.028000000000006,"[2, 2, 8, 13, 13]",2,957600.0
43.027,"[2, 2, 7, 13, 13]",2,957544.0
43.026,"[2, 2, 6, 13, 13]",2,957489.0
43.025000000000006,"[2, 2, 5, 13, 13]",2,957433.0
43.024,"[2, 2, 4, 13, 13]",2,957378.0
43.023,"[2, 2, 3, 13, 13]",2,957323.0
42.124,"[11, 11, 12, 12, 14]",2,957267.0
42.123,"[11, 11, 12, 12, 13]",2,957212.0
42.12,"[10, 11, 11, 12, 12]",2,957156.0
42.119,"[9, 11, 11, 12, 12]",2,957101.0
42.118,"[8, 11, 11, 12, 12]",2,957046.0
42.117,"[7, 11, 11, 12, 12]",2,956990.0
42.116,"[6, 11, 11, 12, 12]",2,956935.0
42.115,"[5, 11, 11, 12, 12]",2,956879.0
42.114000000000004,"[10, 10, 12, 12, 14]",2,956824.0
42.114,"[4, 11, 11, 12, 12]",2,956768.0
42.113,"[10, 10, 12, 12, 13]",2,956713.0
42.112,"[2, 11, 11, 12, 12]",2,956602.0
42.111000000000004,"[10, 10, 11, 12, 12]",2,956547.0
42.109,"[9, 10, 10, 12, 12]",2,956491.0
42.108000000000004,"[8, 10, 10, 12, 12]",2,956436.0
42.107,"[7, 10, 10, 12, 12]",2,956381.0
42.106,"[6, 10, 10, 12, 12]",2,956325.0
42.105000000000004,"[5, 10, 10, 12, 12]",2,956270.0
42.104000000000006,"[9, 9, 12, 12, 14]",2,956214.0
42.104,"[4, 10, 10, 12, 12]",2,956159.0
42.103,"[9, 9, 12, 12, 13]",2,956104.0
42.102000000000004,"[2, 10, 10, 12, 12]",2,955993.0
42.101000000000006,"[9, 9, 11, 12, 12]",2,955937.0
42.1,"[9, 9, 10, 12, 12]",2,955882.0
42.098000000000006,"[8, 9, 9, 12, 12]",2,955827.0
42.097,"[7, 9, 9, 12, 12]",2,955771.0
42.096000000000004,"[6, 9, 9, 12, 12]",2,955716.0
42.095000000000006,"[5, 9, 9, 12, 12]",2,955660.0
42.094,"[8, 8, 12, 12, 14]",2,955605.0
42.093,"[3, 9, 9, 12, 12]",2,955494.0
42.092999999999996,"[8, 8, 12, 12, 13]",2,955439.0
42.092000000000006,"[2, 9, 9, 12, 12]",2,955383.0
42.091,"[8, 8, 11, 12, 12]",2,955328.0
42.089999999999996,"[8, 8, 10, 12, 12]",2,955272.0
42.089,"[8, 8, 9, 12, 12]",2,955217.0
42.086999999999996,"[7, 8, 8, 12, 12]",2,955162.0
42.086,"[6, 8, 8, 12, 12]",2,955106.0
42.085,"[5, 8, 8, 12, 12]",2,955051.0
42.084,"[7, 7, 12, 12, 14]",2,954995.0
42.083999999999996,"[4, 8, 8, 12, 12]",2,954940.0
42.083,"[7, 7, 12, 12, 13]",2,954885.0
42.082,"[2, 8, 8, 12, 12]",2,954774.0
42.081,"[7, 7, 11, 12, 12]",2,954718.0
42.08,"[7, 7, 10, 12, 12]",2,954663.0
42.079,"[7, 7, 9, 12, 12]",2,954608.0
42.078,"[7, 7, 8, 12, 12]",2,954552.0
42.076,"[6, 7, 7, 12, 12]",2,954497.0
42.075,"[5, 7, 7, 12, 12]",2,954441.0
42.074000000000005,"[6, 6, 12, 12, 14]",2,954386.0
42.074,"[4, 7, 7, 12, 12]",2,954331.0
42.073,"[6, 6, 12, 12, 13]",2,954275.0
42.072,"[2, 7, 7, 12, 12]",2,954164.0
42.071000000000005,"[6, 6, 11, 12, 12]",2,954109.0
42.07,"[6, 6, 10, 12, 12]",2,954054.0
42.069,"[6, 6, 9, 12, 12]",2,953998.0
42.068000000000005,"[6, 6, 8, 12, 12]",2,953943.0
42.067,"[6, 6, 7, 12, 12]",2,953887.0
42.065000000000005,"[5, 6, 6, 12, 12]",2,953832.0
42.064,"[5, 5, 12, 12, 14]",2,953777.0
42.063,"[3, 6, 6, 12, 12]",2,953666.0
42.062999999999995,"[5, 5, 12, 12, 13]",2,953610.0
42.062000000000005,"[2, 6, 6, 12, 12]",2,953555.0
42.061,"[5, 5, 11, 12, 12]",2,953499.0
42.059999999999995,"[5, 5, 10, 12, 12]",2,953444.0
42.059,"[5, 5, 9, 12, 12]",2,953389.0
42.058,"[5, 5, 8, 12, 12]",2,953333.0
42.056999999999995,"[5, 5, 7, 12, 12]",2,953278.0
42.056,"[5, 5, 6, 12, 12]",2,953222.0
42.054,"[4, 4, 12, 12, 14]",2,953167.0
42.053999999999995,"[4, 5, 5, 12, 12]",2,953112.0
42.053,"[4, 4, 12, 12, 13]",2,953056.0
42.052,"[2, 5, 5, 12, 12]",2,952945.0
42.051,"[4, 4, 11, 12, 12]",2,952890.0
42.05,"[4, 4, 10, 12, 12]",2,952835.0
42.049,"[4, 4, 9, 12, 12]",2,952779.0
42.048,"[4, 4, 8, 12, 12]",2,952724.0
42.047,"[4, 4, 7, 12, 12]",2,952668.0
42.046,"[4, 4, 6, 12, 12]",2,952613.0
42.045,"[4, 4, 5, 12, 12]",2,952558.0
42.044000000000004,"[3, 3, 12, 12, 14]",2,952502.0
42.043,"[3, 4, 4, 12, 12]",2,952447.0
42.042,"[2, 4, 4, 12, 12]",2,952336.0
42.041000000000004,"[3, 3, 11, 12, 12]",2,952281.0
42.04,"[3, 3, 10, 12, 12]",2,952225.0
42.039,"[3, 3, 9, 12, 12]",2,952170.0
42.038000000000004,"[3, 3, 8, 12, 12]",2,952114.0
42.037,"[3, 3, 7, 12, 12]",2,952059.0
42.036,"[3, 3, 6, 12, 12]",2,952003.0
42.035000000000004,"[3, 3, 5, 12, 12]",2,951948.0
42.034000000000006,"[2, 2, 12, 12, 14]",2,951893.0
42.034,"[3, 3, 4, 12, 12]",2,951837.0
42.033,"[2, 2, 12, 12, 13]",2,951782.0
42.032000000000004,"[2, 3, 3, 12, 12]",2,951726.0
42.031000000000006,"[2, 2, 11, 12, 12]",2,951671.0
42.03,"[2, 2, 10, 12, 12]",2,951616.0
42.029,"[2, 2, 9, 12, 12]",2,951560.0
42.028000000000006,"[2, 2, 8, 12, 12]",2,951505.0
42.027,"[2, 2, 7, 12, 12]",2,951449.0
42.026,"[2, 2, 6, 12, 12]",2,951394.0
42.025000000000006,"[2, 2, 5, 12, 12]",2,951339.0
42.024,"[2, 2, 4, 12, 12]",2,951283.0
42.023,"[2, 2, 3, 12, 12]",2,951228.0
41.114000000000004,"[10, 10, 11, 11, 14]",2,951172.0
41.113,"[10, 10, 11, 11, 13]",2,951117.0
41.112,"[10, 10, 11, 11, 12]",2,951062.0
41.109,"[9, 10, 10, 11, 11]",2,951006.0
41.108000000000004,"[8, 10, 10, 11, 11]",2,950951.0
41.107,"[7, 10, 10, 11, 11]",2,950895.0
41.106,"[6, 10, 10, 11, 11]",2,950840.0
41.105000000000004,"[5, 10, 10, 11, 11]",2,950785.0
41.104000000000006,"[9, 9, 11, 11, 14]",2,950729.0
41.104,"[4, 10, 10, 11, 11]",2,950674.0
41.103,"[9, 9, 11, 11, 13]",2,950618.0
41.102000000000004,"[9, 9, 11, 11, 12]",2,950508.0
41.1,"[9, 9, 10, 11, 11]",2,950397.0
41.098000000000006,"[8, 9, 9, 11, 11]",2,950341.0
41.097,"[7, 9, 9, 11, 11]",2,950286.0
41.096000000000004,"[6, 9, 9, 11, 11]",2,950230.0
41.095000000000006,"[5, 9, 9, 11, 11]",2,950175.0
41.094,"[8, 8, 11, 11, 14]",2,950120.0
41.093,"[3, 9, 9, 11, 11]",2,950009.0
41.092999999999996,"[8, 8, 11, 11, 13]",2,949953.0
41.092000000000006,"[2, 9, 9, 11, 11]",2,949898.0
41.092,"[8, 8, 11, 11, 12]",2,949843.0
41.089999999999996,"[8, 8, 10, 11, 11]",2,949787.0
41.089,"[8, 8, 9, 11, 11]",2,949732.0
41.086999999999996,"[7, 8, 8, 11, 11]",2,949676.0
41.086,"[6, 8, 8, 11, 11]",2,949621.0
41.085,"[5, 8, 8, 11, 11]",2,949566.0
41.084,"[7, 7, 11, 11, 14]",2,949510.0
41.083999999999996,"[4, 8, 8, 11, 11]",2,949455.0
41.083,"[7, 7, 11, 11, 13]",2,949399.0
41.082,"[7, 7, 11, 11, 12]",2,949289.0
41.08,"[7, 7, 10, 11, 11]",2,949178.0
41.079,"[7, 7, 9, 11, 11]",2,949122.0
41.078,"[7, 7, 8, 11, 11]",2,949067.0
41.076,"[6, 7, 7, 11, 11]",2,949012.0
41.075,"[5, 7, 7, 11, 11]",2,948956.0
41.074000000000005,"[6, 6, 11, 11, 14]",2,948901.0
41.074,"[4, 7, 7, 11, 11]",2,948845.0
41.073,"[6, 6, 11, 11, 13]",2,948790.0
41.072,"[6, 6, 11, 11, 12]",2,948679.0
41.07,"[6, 6, 10, 11, 11]",2,948568.0
41.069,"[6, 6, 9, 11, 11]",2,948513.0
41.068000000000005,"[6, 6, 8, 11, 11]",2,948457.0
41.067,"[6, 6, 7, 11, 11]",2,948402.0
41.065000000000005,"[5, 6, 6, 11, 11]",2,948347.0
41.064,"[5, 5, 11, 11, 14]",2,948291.0
41.063,"[3, 6, 6, 11, 11]",2,948180.0
41.062999999999995,"[5, 5, 11, 11, 13]",2,948125.0
41.062000000000005,"[2, 6, 6, 11, 11]",2,948070.0
41.062,"[5, 5, 11, 11, 12]",2,948014.0
41.059999999999995,"[5, 5, 10, 11, 11]",2,947959.0
41.059,"[5, 5, 9, 11, 11]",2,947903.0
41.058,"[5, 5, 8, 11, 11]",2,947848.0
41.056999999999995,"[5, 5, 7, 11, 11]",2,947793.0
41.056,"[5, 5, 6, 11, 11]",2,947737.0
41.054,"[4, 4, 11, 11, 14]",2,947682.0
41.053999999999995,"[4, 5, 5, 11, 11]",2,947626.0
41.053,"[4, 4, 11, 11, 13]",2,947571.0
41.052,"[4, 4, 11, 11, 12]",2,947460.0
41.05,"[4, 4, 10, 11, 11]",2,947349.0
41.049,"[4, 4, 9, 11, 11]",2,947294.0
