hand,value,handtype,score
"('06D', '09H', '12S')",12.096,0,422760.0
"('06D', '09S', '12C')",12.096,0,422760.0
"('06D', '09S', '12D')",12.096,0,422760.0
"('06D', '09S', '12H')",12.096,0,422760.0
"('06D', '09S', '12S')",12.096,0,422760.0
"('06H', '09C', '12C')",12.096,0,422760.0
"('06H', '09C', '12D')",12.096,0,422760.0
"('06H', '09C', '12H')",12.096,0,422760.0
"('06H', '09C', '12S')",12.096,0,422760.0
"('06H', '09D', '12C')",12.096,0,422760.0
"('06H', '09D', '12D')",12.096,0,422760.0
"('06H', '09D', '12H')",12.096,0,422760.0
"('06H', '09D', '12S')",12.096,0,422760.0
"('06H', '09H', '12C')",12.096,0,422760.0
"('06H', '09H', '12D')",12.096,0,422760.0
"('06H', '09H', '12H')",12.096,0,422760.0
"('06H', '09H', '12S')",12.096,0,422760.0
"('06H', '09S', '12C')",12.096,0,422760.0
"('06H', '09S', '12D')",12.096,0,422760.0
"('06H', '09S', '12H')",12.096,0,422760.0
"('06H', '09S', '12S')",12.096,0,422760.0
"('06S', '09C', '12C')",12.096,0,422760.0
"('06S', '09C', '12D')",12.096,0,422760.0
"('06S', '09C', '12H')",12.096,0,422760.0
"('06S', '09C', '12S')",12.096,0,422760.0
"('06S', '09D', '12C')",12.096,0,422760.0
"('06S', '09D', '12D')",12.096,0,422760.0
"('06S', '09D', '12H')",12.096,0,422760.0
"('06S', '09D', '12S')",12.096,0,422760.0
"('06S', '09H', '12C')",12.096,0,422760.0
"('06S', '09H', '12D')",12.096,0,422760.0
"('06S', '09H', '12H')",12.096,0,422760.0
"('06S', '09H', '12S')",12.096,0,422760.0
"('06S', '09S', '12C')",12.096,0,422760.0
"('06S', '09S', '12D')",12.096,0,422760.0
"('06S', '09S', '12H')",12.096,0,422760.0
"('06S', '09S', '12S')",12.096,0,422760.0
"('05C', '09C', '12C')",12.095,0,419864.0
"('05C', '09C', '12D')",12.095,0,419864.0
"('05C', '09C', '12H')",12.095,0,419864.0
"('05C', '09C', '12S')",12.095,0,419864.0
"('05C', '09D', '12C')",12.095,0,419864.0
"('05C', '09D', '12D')",12.095,0,419864.0
"('05C', '09D', '12H')",12.095,0,419864.0
"('05C', '09D', '12S')",12.095,0,419864.0
"('05C', '09H', '12C')",12.095,0,419864.0
"('05C', '09H', '12D')",12.095,0,419864.0
"('05C', '09H', '12H')",12.095,0,419864.0
"('05C', '09H', '12S')",12.095,0,419864.0
"('05C', '09S', '12C')",12.095,0,419864.0
"('05C', '09S', '12D')",12.095,0,419864.0
"('05C', '09S', '12H')",12.095,0,419864.0
"('05C', '09S', '12S')",12.095,0,419864.0
"('05D', '09C', '12C')",12.095,0,419864.0
"('05D', '09C', '12D')",12.095,0,419864.0
"('05D', '09C', '12H')",12.095,0,419864.0
"('05D', '09C', '12S')",12.095,0,419864.0
"('05D', '09D', '12C')",12.095,0,419864.0
"('05D', '09D', '12D')",12.095,0,419864.0
"('05D', '09D', '12H')",12.095,0,419864.0
"('05D', '09D', '12S')",12.095,0,419864.0
"('05D', '09H', '12C')",12.095,0,419864.0
"('05D', '09H', '12D')",12.095,0,419864.0
"('05D', '09H', '12H')",12.095,0,419864.0
"('05D', '09H', '12S')",12.095,0,419864.0
"('05D', '09S', '12C')",12.095,0,419864.0
"('05D', '09S', '12D')",12.095,0,419864.0
"('05D', '09S', '12H')",12.095,0,419864.0
"('05D', '09S', '12S')",12.095,0,419864.0
"('05H', '09C', '12C')",12.095,0,419864.0
"('05H', '09C', '12D')",12.095,0,419864.0
"('05H', '09C', '12H')",12.095,0,419864.0
"('05H', '09C', '12S')",12.095,0,419864.0
"('05H', '09D', '12C')",12.095,0,419864.0
"('05H', '09D', '12D')",12.095,0,419864.0
"('05H', '09D', '12H')",12.095,0,419864.0
"('05H', '09D', '12S')",12.095,0,419864.0
"('05H', '09H', '12C')",12.095,0,419864.0
"('05H', '09H', '12D')",12.095,0,419864.0
"('05H', '09H', '12H')",12.095,0,419864.0
"('05H', '09H', '12S')",12.095,0,419864.0
"('05H', '09S', '12C')",12.095,0,419864.0
"('05H', '09S', '12D')",12.095,0,419864.0
"('05H', '09S', '12H')",12.095,0,419864.0
"('05H', '09S', '12S')",12.095,0,419864.0
"('05S', '09C', '12C')",12.095,0,419864.0
"('05S', '09C', '12D')",12.095,0,419864.0
"('05S', '09C', '12H')",12.095,0,419864.0
"('05S', '09C', '12S')",12.095,0,419864.0
"('05S', '09D', '12C')",12.095,0,419864.0
"('05S', '09D', '12D')",12.095,0,419864.0
"('05S', '09D', '12H')",12.095,0,419864.0
"('05S', '09D', '12S')",12.095,0,419864.0
"('05S', '09H', '12C')",12.095,0,419864.0
"('05S', '09H', '12D')",12.095,0,419864.0
"('05S', '09H', '12H')",12.095,0,419864.0
"('05S', '09H', '12S')",12.095,0,419864.0
"('05S', '09S', '12C')",12.095,0,419864.0
"('05S', '09S', '12D')",12.095,0,419864.0
"('05S', '09S', '12H')",12.095,0,419864.0
"('05S', '09S', '12S')",12.095,0,419864.0
"('04C', '09C', '12C')",12.094,0,416968.0
"('04C', '09C', '12D')",12.094,0,416968.0
"('04C', '09C', '12H')",12.094,0,416968.0
"('04C', '09C', '12S')",12.094,0,416968.0
"('04C', '09D', '12C')",12.094,0,416968.0
"('04C', '09D', '12D')",12.094,0,416968.0
"('04C', '09D', '12H')",12.094,0,416968.0
"('04C', '09D', '12S')",12.094,0,416968.0
"('04C', '09H', '12C')",12.094,0,416968.0
"('04C', '09H', '12D')",12.094,0,416968.0
"('04C', '09H', '12H')",12.094,0,416968.0
"('04C', '09H', '12S')",12.094,0,416968.0
"('04C', '09S', '12C')",12.094,0,416968.0
"('04C', '09S', '12D')",12.094,0,416968.0
"('04C', '09S', '12H')",12.094,0,416968.0
"('04C', '09S', '12S')",12.094,0,416968.0
"('04D', '09C', '12C')",12.094,0,416968.0
"('04D', '09C', '12D')",12.094,0,416968.0
"('04D', '09C', '12H')",12.094,0,416968.0
"('04D', '09C', '12S')",12.094,0,416968.0
"('04D', '09D', '12C')",12.094,0,416968.0
"('04D', '09D', '12D')",12.094,0,416968.0
"('04D', '09D', '12H')",12.094,0,416968.0
"('04D', '09D', '12S')",12.094,0,416968.0
"('04D', '09H', '12C')",12.094,0,416968.0
"('04D', '09H', '12D')",12.094,0,416968.0
"('04D', '09H', '12H')",12.094,0,416968.0
"('04D', '09H', '12S')",12.094,0,416968.0
"('04D', '09S', '12C')",12.094,0,416968.0
"('04D', '09S', '12D')",12.094,0,416968.0
"('04D', '09S', '12H')",12.094,0,416968.0
"('04D', '09S', '12S')",12.094,0,416968.0
"('04H', '09C', '12C')",12.094,0,416968.0
"('04H', '09C', '12D')",12.094,0,416968.0
"('04H', '09C', '12H')",12.094,0,416968.0
"('04H', '09C', '12S')",12.094,0,416968.0
"('04H', '09D', '12C')",12.094,0,416968.0
"('04H', '09D', '12D')",12.094,0,416968.0
"('04H', '09D', '12H')",12.094,0,416968.0
"('04H', '09D', '12S')",12.094,0,416968.0
"('04H', '09H', '12C')",12.094,0,416968.0
"('04H', '09H', '12D')",12.094,0,416968.0
"('04H', '09H', '12H')",12.094,0,416968.0
"('04H', '09H', '12S')",12.094,0,416968.0
"('04H', '09S', '12C')",12.094,0,416968.0
"('04H', '09S', '12D')",12.094,0,416968.0
"('04H', '09S', '12H')",12.094,0,416968.0
"('04H', '09S', '12S')",12.094,0,416968.0
"('04S', '09C', '12C')",12.094,0,416968.0
"('04S', '09C', '12D')",12.094,0,416968.0
"('04S', '09C', '12H')",12.094,0,416968.0
"('04S', '09C', '12S')",12.094,0,416968.0
"('04S', '09D', '12C')",12.094,0,416968.0
"('04S', '09D', '12D')",12.094,0,416968.0
"('04S', '09D', '12H')",12.094,0,416968.0
"('04S', '09D', '12S')",12.094,0,416968.0
"('04S', '09H', '12C')",12.094,0,416968.0
"('04S', '09H', '12D')",12.094,0,416968.0
"('04S', '09H', '12H')",12.094,0,416968.0
"('04S', '09H', '12S')",12.094,0,416968.0
"('04S', '09S', '12C')",12.094,0,416968.0
"('04S', '09S', '12D')",12.094,0,416968.0
"('04S', '09S', '12H')",12.094,0,416968.0
"('04S', '09S', '12S')",12.094,0,416968.0
"('03C', '09C', '12C')",12.093,0,414072.0
"('03C', '09C', '12D')",12.093,0,414072.0
"('03C', '09C', '12H')",12.093,0,414072.0
"('03C', '09C', '12S')",12.093,0,414072.0
"('03C', '09D', '12C')",12.093,0,414072.0
"('03C', '09D', '12D')",12.093,0,414072.0
"('03C', '09D', '12H')",12.093,0,414072.0
"('03C', '09D', '12S')",12.093,0,414072.0
"('03C', '09H', '12C')",12.093,0,414072.0
"('03C', '09H', '12D')",12.093,0,414072.0
"('03C', '09H', '12H')",12.093,0,414072.0
"('03C', '09H', '12S')",12.093,0,414072.0
"('03C', '09S', '12C')",12.093,0,414072.0
"('03C', '09S', '12D')",12.093,0,414072.0
"('03C', '09S', '12H')",12.093,0,414072.0
"('03C', '09S', '12S')",12.093,0,414072.0
"('03D', '09C', '12C')",12.093,0,414072.0
"('03D', '09C', '12D')",12.093,0,414072.0
"('03D', '09C', '12H')",12.093,0,414072.0
"('03D', '09C', '12S')",12.093,0,414072.0
"('03D', '09D', '12C')",12.093,0,414072.0
"('03D', '09D', '12D')",12.093,0,414072.0
"('03D', '09D', '12H')",12.093,0,414072.0
"('03D', '09D', '12S')",12.093,0,414072.0
"('03D', '09H', '12C')",12.093,0,414072.0
"('03D', '09H', '12D')",12.093,0,414072.0
"('03D', '09H', '12H')",12.093,0,414072.0
"('03D', '09H', '12S')",12.093,0,414072.0
"('03D', '09S', '12C')",12.093,0,414072.0
"('03D', '09S', '12D')",12.093,0,414072.0
"('03D', '09S', '12H')",12.093,0,414072.0
"('03D', '09S', '12S')",12.093,0,414072.0
"('03H', '09C', '12C')",12.093,0,414072.0
"('03H', '09C', '12D')",12.093,0,414072.0
"('03H', '09C', '12H')",12.093,0,414072.0
"('03H', '09C', '12S')",12.093,0,414072.0
"('03H', '09D', '12C')",12.093,0,414072.0
"('03H', '09D', '12D')",12.093,0,414072.0
"('03H', '09D', '12H')",12.093,0,414072.0
"('03H', '09D', '12S')",12.093,0,414072.0
"('03H', '09H', '12C')",12.093,0,414072.0
"('03H', '09H', '12D')",12.093,0,414072.0
"('03H', '09H', '12H')",12.093,0,414072.0
"('03H', '09H', '12S')",12.093,0,414072.0
"('03H', '09S', '12C')",12.093,0,414072.0
"('03H', '09S', '12D')",12.093,0,414072.0
"('03H', '09S', '12H')",12.093,0,414072.0
"('03H', '09S', '12S')",12.093,0,414072.0
"('03S', '09C', '12C')",12.093,0,414072.0
"('03S', '09C', '12D')",12.093,0,414072.0
"('03S', '09C', '12H')",12.093,0,414072.0
"('03S', '09C', '12S')",12.093,0,414072.0
"('03S', '09D', '12C')",12.093,0,414072.0
"('03S', '09D', '12D')",12.093,0,414072.0
"('03S', '09D', '12H')",12.093,0,414072.0
"('03S', '09D', '12S')",12.093,0,414072.0
"('03S', '09H', '12C')",12.093,0,414072.0
"('03S', '09H', '12D')",12.093,0,414072.0
"('03S', '09H', '12H')",12.093,0,414072.0
"('03S', '09H', '12S')",12.093,0,414072.0
"('03S', '09S', '12C')",12.093,0,414072.0
"('03S', '09S', '12D')",12.093,0,414072.0
"('03S', '09S', '12H')",12.093,0,414072.0
"('03S', '09S', '12S')",12.093,0,414072.0
"('02C', '09C', '12C')",12.092,0,411176.0
"('02C', '09C', '12D')",12.092,0,411176.0
"('02C', '09C', '12H')",12.092,0,411176.0
"('02C', '09C', '12S')",12.092,0,411176.0
"('02C', '09D', '12C')",12.092,0,411176.0
"('02C', '09D', '12D')",12.092,0,411176.0
"('02C', '09D', '12H')",12.092,0,411176.0
"('02C', '09D', '12S')",12.092,0,411176.0
"('02C', '09H', '12C')",12.092,0,411176.0
"('02C', '09H', '12D')",12.092,0,411176.0
"('02C', '09H', '12H')",12.092,0,411176.0
"('02C', '09H', '12S')",12.092,0,411176.0
"('02C', '09S', '12C')",12.092,0,411176.0
"('02C', '09S', '12D')",12.092,0,411176.0
"('02C', '09S', '12H')",12.092,0,411176.0
"('02C', '09S', '12S')",12.092,0,411176.0
"('02D', '09C', '12C')",12.092,0,411176.0
"('02D', '09C', '12D')",12.092,0,411176.0
"('02D', '09C', '12H')",12.092,0,411176.0
"('02D', '09C', '12S')",12.092,0,411176.0
"('02D', '09D', '12C')",12.092,0,411176.0
"('02D', '09D', '12D')",12.092,0,411176.0
"('02D', '09D', '12H')",12.092,0,411176.0
"('02D', '09D', '12S')",12.092,0,411176.0
"('02D', '09H', '12C')",12.092,0,411176.0
"('02D', '09H', '12D')",12.092,0,411176.0
"('02D', '09H', '12H')",12.092,0,411176.0
"('02D', '09H', '12S')",12.092,0,411176.0
"('02D', '09S', '12C')",12.092,0,411176.0
"('02D', '09S', '12D')",12.092,0,411176.0
"('02D', '09S', '12H')",12.092,0,411176.0
"('02D', '09S', '12S')",12.092,0,411176.0
"('02H', '09C', '12C')",12.092,0,411176.0
"('02H', '09C', '12D')",12.092,0,411176.0
"('02H', '09C', '12H')",12.092,0,411176.0
"('02H', '09C', '12S')",12.092,0,411176.0
"('02H', '09D', '12C')",12.092,0,411176.0
"('02H', '09D', '12D')",12.092,0,411176.0
"('02H', '09D', '12H')",12.092,0,411176.0
"('02H', '09D', '12S')",12.092,0,411176.0
"('02H', '09H', '12C')",12.092,0,411176.0
"('02H', '09H', '12D')",12.092,0,411176.0
"('02H', '09H', '12H')",12.092,0,411176.0
"('02H', '09H', '12S')",12.092,0,411176.0
"('02H', '09S', '12C')",12.092,0,411176.0
"('02H', '09S', '12D')",12.092,0,411176.0
"('02H', '09S', '12H')",12.092,0,411176.0
"('02H', '09S', '12S')",12.092,0,411176.0
"('02S', '09C', '12C')",12.092,0,411176.0
"('02S', '09C', '12D')",12.092,0,411176.0
"('02S', '09C', '12H')",12.092,0,411176.0
"('02S', '09C', '12S')",12.092,0,411176.0
"('02S', '09D', '12C')",12.092,0,411176.0
"('02S', '09D', '12D')",12.092,0,411176.0
"('02S', '09D', '12H')",12.092,0,411176.0
"('02S', '09D', '12S')",12.092,0,411176.0
"('02S', '09H', '12C')",12.092,0,411176.0
"('02S', '09H', '12D')",12.092,0,411176.0
"('02S', '09H', '12H')",12.092,0,411176.0
"('02S', '09H', '12S')",12.092,0,411176.0
"('02S', '09S', '12C')",12.092,0,411176.0
"('02S', '09S', '12D')",12.092,0,411176.0
"('02S', '09S', '12H')",12.092,0,411176.0
"('02S', '09S', '12S')",12.092,0,411176.0
"('07C', '08C', '12C')",12.087,0,408281.0
"('07C', '08C', '12D')",12.087,0,408281.0
"('07C', '08C', '12H')",12.087,0,408281.0
"('07C', '08C', '12S')",12.087,0,408281.0
"('07C', '08D', '12C')",12.087,0,408281.0
"('07C', '08D', '12D')",12.087,0,408281.0
"('07C', '08D', '12H')",12.087,0,408281.0
"('07C', '08D', '12S')",12.087,0,408281.0
"('07C', '08H', '12C')",12.087,0,408281.0
"('07C', '08H', '12D')",12.087,0,408281.0
"('07C', '08H', '12H')",12.087,0,408281.0
"('07C', '08H', '12S')",12.087,0,408281.0
"('07C', '08S', '12C')",12.087,0,408281.0
"('07C', '08S', '12D')",12.087,0,408281.0
"('07C', '08S', '12H')",12.087,0,408281.0
"('07C', '08S', '12S')",12.087,0,408281.0
"('07D', '08C', '12C')",12.087,0,408281.0
"('07D', '08C', '12D')",12.087,0,408281.0
"('07D', '08C', '12H')",12.087,0,408281.0
"('07D', '08C', '12S')",12.087,0,408281.0
"('07D', '08D', '12C')",12.087,0,408281.0
"('07D', '08D', '12D')",12.087,0,408281.0
"('07D', '08D', '12H')",12.087,0,408281.0
"('07D', '08D', '12S')",12.087,0,408281.0
"('07D', '08H', '12C')",12.087,0,408281.0
"('07D', '08H', '12D')",12.087,0,408281.0
"('07D', '08H', '12H')",12.087,0,408281.0
"('07D', '08H', '12S')",12.087,0,408281.0
"('07D', '08S', '12C')",12.087,0,408281.0
"('07D', '08S', '12D')",12.087,0,408281.0
"('07D', '08S', '12H')",12.087,0,408281.0
"('07D', '08S', '12S')",12.087,0,408281.0
"('07H', '08C', '12C')",12.087,0,408281.0
"('07H', '08C', '12D')",12.087,0,408281.0
"('07H', '08C', '12H')",12.087,0,408281.0
"('07H', '08C', '12S')",12.087,0,408281.0
"('07H', '08D', '12C')",12.087,0,408281.0
"('07H', '08D', '12D')",12.087,0,408281.0
"('07H', '08D', '12H')",12.087,0,408281.0
"('07H', '08D', '12S')",12.087,0,408281.0
"('07H', '08H', '12C')",12.087,0,408281.0
"('07H', '08H', '12D')",12.087,0,408281.0
"('07H', '08H', '12H')",12.087,0,408281.0
"('07H', '08H', '12S')",12.087,0,408281.0
"('07H', '08S', '12C')",12.087,0,408281.0
"('07H', '08S', '12D')",12.087,0,408281.0
"('07H', '08S', '12H')",12.087,0,408281.0
"('07H', '08S', '12S')",12.087,0,408281.0
"('07S', '08C', '12C')",12.087,0,408281.0
"('07S', '08C', '12D')",12.087,0,408281.0
"('07S', '08C', '12H')",12.087,0,408281.0
"('07S', '08C', '12S')",12.087,0,408281.0
"('07S', '08D', '12C')",12.087,0,408281.0
"('07S', '08D', '12D')",12.087,0,408281.0
"('07S', '08D', '12H')",12.087,0,408281.0
"('07S', '08D', '12S')",12.087,0,408281.0
"('07S', '08H', '12C')",12.087,0,408281.0
"('07S', '08H', '12D')",12.087,0,408281.0
"('07S', '08H', '12H')",12.087,0,408281.0
"('07S', '08H', '12S')",12.087,0,408281.0
"('07S', '08S', '12C')",12.087,0,408281.0
"('07S', '08S', '12D')",12.087,0,408281.0
"('07S', '08S', '12H')",12.087,0,408281.0
"('07S', '08S', '12S')",12.087,0,408281.0
"('06C', '08C', '12C')",12.086,0,405385.0
"('06C', '08C', '12D')",12.086,0,405385.0
"('06C', '08C', '12H')",12.086,0,405385.0
"('06C', '08C', '12S')",12.086,0,405385.0
"('06C', '08D', '12C')",12.086,0,405385.0
"('06C', '08D', '12D')",12.086,0,405385.0
"('06C', '08D', '12H')",12.086,0,405385.0
"('06C', '08D', '12S')",12.086,0,405385.0
"('06C', '08H', '12C')",12.086,0,405385.0
"('06C', '08H', '12D')",12.086,0,405385.0
"('06C', '08H', '12H')",12.086,0,405385.0
"('06C', '08H', '12S')",12.086,0,405385.0
"('06C', '08S', '12C')",12.086,0,405385.0
"('06C', '08S', '12D')",12.086,0,405385.0
"('06C', '08S', '12H')",12.086,0,405385.0
"('06C', '08S', '12S')",12.086,0,405385.0
"('06D', '08C', '12C')",12.086,0,405385.0
"('06D', '08C', '12D')",12.086,0,405385.0
"('06D', '08C', '12H')",12.086,0,405385.0
"('06D', '08C', '12S')",12.086,0,405385.0
"('06D', '08D', '12C')",12.086,0,405385.0
"('06D', '08D', '12D')",12.086,0,405385.0
"('06D', '08D', '12H')",12.086,0,405385.0
"('06D', '08D', '12S')",12.086,0,405385.0
"('06D', '08H', '12C')",12.086,0,405385.0
"('06D', '08H', '12D')",12.086,0,405385.0
"('06D', '08H', '12H')",12.086,0,405385.0
"('06D', '08H', '12S')",12.086,0,405385.0
"('06D', '08S', '12C')",12.086,0,405385.0
"('06D', '08S', '12D')",12.086,0,405385.0
"('06D', '08S', '12H')",12.086,0,405385.0
"('06D', '08S', '12S')",12.086,0,405385.0
"('06H', '08C', '12C')",12.086,0,405385.0
"('06H', '08C', '12D')",12.086,0,405385.0
"('06H', '08C', '12H')",12.086,0,405385.0
"('06H', '08C', '12S')",12.086,0,405385.0
"('06H', '08D', '12C')",12.086,0,405385.0
"('06H', '08D', '12D')",12.086,0,405385.0
"('06H', '08D', '12H')",12.086,0,405385.0
"('06H', '08D', '12S')",12.086,0,405385.0
"('06H', '08H', '12C')",12.086,0,405385.0
"('06H', '08H', '12D')",12.086,0,405385.0
"('06H', '08H', '12H')",12.086,0,405385.0
"('06H', '08H', '12S')",12.086,0,405385.0
"('06H', '08S', '12C')",12.086,0,405385.0
"('06H', '08S', '12D')",12.086,0,405385.0
"('06H', '08S', '12H')",12.086,0,405385.0
"('06H', '08S', '12S')",12.086,0,405385.0
"('06S', '08C', '12C')",12.086,0,405385.0
"('06S', '08C', '12D')",12.086,0,405385.0
"('06S', '08C', '12H')",12.086,0,405385.0
"('06S', '08C', '12S')",12.086,0,405385.0
"('06S', '08D', '12C')",12.086,0,405385.0
"('06S', '08D', '12D')",12.086,0,405385.0
"('06S', '08D', '12H')",12.086,0,405385.0
"('06S', '08D', '12S')",12.086,0,405385.0
"('06S', '08H', '12C')",12.086,0,405385.0
"('06S', '08H', '12D')",12.086,0,405385.0
"('06S', '08H', '12H')",12.086,0,405385.0
"('06S', '08H', '12S')",12.086,0,405385.0
"('06S', '08S', '12C')",12.086,0,405385.0
"('06S', '08S', '12D')",12.086,0,405385.0
"('06S', '08S', '12H')",12.086,0,405385.0
"('06S', '08S', '12S')",12.086,0,405385.0
"('05C', '08C', '12C')",12.085,0,402489.0
"('05C', '08C', '12D')",12.085,0,402489.0
"('05C', '08C', '12H')",12.085,0,402489.0
"('05C', '08C', '12S')",12.085,0,402489.0
"('05C', '08D', '12C')",12.085,0,402489.0
"('05C', '08D', '12D')",12.085,0,402489.0
"('05C', '08D', '12H')",12.085,0,402489.0
"('05C', '08D', '12S')",12.085,0,402489.0
"('05C', '08H', '12C')",12.085,0,402489.0
"('05C', '08H', '12D')",12.085,0,402489.0
"('05C', '08H', '12H')",12.085,0,402489.0
"('05C', '08H', '12S')",12.085,0,402489.0
"('05C', '08S', '12C')",12.085,0,402489.0
"('05C', '08S', '12D')",12.085,0,402489.0
"('05C', '08S', '12H')",12.085,0,402489.0
"('05C', '08S', '12S')",12.085,0,402489.0
"('05D', '08C', '12C')",12.085,0,402489.0
"('05D', '08C', '12D')",12.085,0,402489.0
"('05D', '08C', '12H')",12.085,0,402489.0
"('05D', '08C', '12S')",12.085,0,402489.0
"('05D', '08D', '12C')",12.085,0,402489.0
"('05D', '08D', '12D')",12.085,0,402489.0
"('05D', '08D', '12H')",12.085,0,402489.0
"('05D', '08D', '12S')",12.085,0,402489.0
"('05D', '08H', '12C')",12.085,0,402489.0
"('05D', '08H', '12D')",12.085,0,402489.0
"('05D', '08H', '12H')",12.085,0,402489.0
"('05D', '08H', '12S')",12.085,0,402489.0
"('05D', '08S', '12C')",12.085,0,402489.0
"('05D', '08S', '12D')",12.085,0,402489.0
"('05D', '08S', '12H')",12.085,0,402489.0
"('05D', '08S', '12S')",12.085,0,402489.0
"('05H', '08C', '12C')",12.085,0,402489.0
"('05H', '08C', '12D')",12.085,0,402489.0
"('05H', '08C', '12H')",12.085,0,402489.0
"('05H', '08C', '12S')",12.085,0,402489.0
"('05H', '08D', '12C')",12.085,0,402489.0
"('05H', '08D', '12D')",12.085,0,402489.0
"('05H', '08D', '12H')",12.085,0,402489.0
"('05H', '08D', '12S')",12.085,0,402489.0
"('05H', '08H', '12C')",12.085,0,402489.0
"('05H', '08H', '12D')",12.085,0,402489.0
"('05H', '08H', '12H')",12.085,0,402489.0
"('05H', '08H', '12S')",12.085,0,402489.0
"('05H', '08S', '12C')",12.085,0,402489.0
"('05H', '08S', '12D')",12.085,0,402489.0
"('05H', '08S', '12H')",12.085,0,402489.0
"('05H', '08S', '12S')",12.085,0,402489.0
"('05S', '08C', '12C')",12.085,0,402489.0
"('05S', '08C', '12D')",12.085,0,402489.0
"('05S', '08C', '12H')",12.085,0,402489.0
"('05S', '08C', '12S')",12.085,0,402489.0
"('05S', '08D', '12C')",12.085,0,402489.0
"('05S', '08D', '12D')",12.085,0,402489.0
"('05S', '08D', '12H')",12.085,0,402489.0
"('05S', '08D', '12S')",12.085,0,402489.0
"('05S', '08H', '12C')",12.085,0,402489.0
"('05S', '08H', '12D')",12.085,0,402489.0
"('05S', '08H', '12H')",12.085,0,402489.0
"('05S', '08H', '12S')",12.085,0,402489.0
"('05S', '08S', '12C')",12.085,0,402489.0
"('05S', '08S', '12D')",12.085,0,402489.0
"('05S', '08S', '12H')",12.085,0,402489.0
"('05S', '08S', '12S')",12.085,0,402489.0
"('04C', '08C', '12C')",12.084,0,399593.0
"('04C', '08C', '12D')",12.084,0,399593.0
"('04C', '08C', '12H')",12.084,0,399593.0
"('04C', '08C', '12S')",12.084,0,399593.0
"('04C', '08D', '12C')",12.084,0,399593.0
"('04C', '08D', '12D')",12.084,0,399593.0
"('04C', '08D', '12H')",12.084,0,399593.0
"('04C', '08D', '12S')",12.084,0,399593.0
"('04C', '08H', '12C')",12.084,0,399593.0
"('04C', '08H', '12D')",12.084,0,399593.0
"('04C', '08H', '12H')",12.084,0,399593.0
"('04C', '08H', '12S')",12.084,0,399593.0
"('04C', '08S', '12C')",12.084,0,399593.0
"('04C', '08S', '12D')",12.084,0,399593.0
"('04C', '08S', '12H')",12.084,0,399593.0
"('04C', '08S', '12S')",12.084,0,399593.0
"('04D', '08C', '12C')",12.084,0,399593.0
"('04D', '08C', '12D')",12.084,0,399593.0
"('04D', '08C', '12H')",12.084,0,399593.0
"('04D', '08C', '12S')",12.084,0,399593.0
"('04D', '08D', '12C')",12.084,0,399593.0
"('04D', '08D', '12D')",12.084,0,399593.0
"('04D', '08D', '12H')",12.084,0,399593.0
"('04D', '08D', '12S')",12.084,0,399593.0
"('04D', '08H', '12C')",12.084,0,399593.0
"('04D', '08H', '12D')",12.084,0,399593.0
"('04D', '08H', '12H')",12.084,0,399593.0
"('04D', '08H', '12S')",12.084,0,399593.0
"('04D', '08S', '12C')",12.084,0,399593.0
"('04D', '08S', '12D')",12.084,0,399593.0
"('04D', '08S', '12H')",12.084,0,399593.0
"('04D', '08S', '12S')",12.084,0,399593.0
"('04H', '08C', '12C')",12.084,0,399593.0
"('04H', '08C', '12D')",12.084,0,399593.0
"('04H', '08C', '12H')",12.084,0,399593.0
"('04H', '08C', '12S')",12.084,0,399593.0
"('04H', '08D', '12C')",12.084,0,399593.0
"('04H', '08D', '12D')",12.084,0,399593.0
"('04H', '08D', '12H')",12.084,0,399593.0
"('04H', '08D', '12S')",12.084,0,399593.0
"('04H', '08H', '12C')",12.084,0,399593.0
"('04H', '08H', '12D')",12.084,0,399593.0
"('04H', '08H', '12H')",12.084,0,399593.0
"('04H', '08H', '12S')",12.084,0,399593.0
"('04H', '08S', '12C')",12.084,0,399593.0
"('04H', '08S', '12D')",12.084,0,399593.0
"('04H', '08S', '12H')",12.084,0,399593.0
"('04H', '08S', '12S')",12.084,0,399593.0
"('04S', '08C', '12C')",12.084,0,399593.0
"('04S', '08C', '12D')",12.084,0,399593.0
"('04S', '08C', '12H')",12.084,0,399593.0
"('04S', '08C', '12S')",12.084,0,399593.0
"('04S', '08D', '12C')",12.084,0,399593.0
"('04S', '08D', '12D')",12.084,0,399593.0
"('04S', '08D', '12H')",12.084,0,399593.0
"('04S', '08D', '12S')",12.084,0,399593.0
"('04S', '08H', '12C')",12.084,0,399593.0
"('04S', '08H', '12D')",12.084,0,399593.0
"('04S', '08H', '12H')",12.084,0,399593.0
"('04S', '08H', '12S')",12.084,0,399593.0
"('04S', '08S', '12C')",12.084,0,399593.0
"('04S', '08S', '12D')",12.084,0,399593.0
"('04S', '08S', '12H')",12.084,0,399593.0
"('04S', '08S', '12S')",12.084,0,399593.0
"('03C', '08C', '12C')",12.083,0,396697.0
"('03C', '08C', '12D')",12.083,0,396697.0
"('03C', '08C', '12H')",12.083,0,396697.0
"('03C', '08C', '12S')",12.083,0,396697.0
"('03C', '08D', '12C')",12.083,0,396697.0
"('03C', '08D', '12D')",12.083,0,396697.0
"('03C', '08D', '12H')",12.083,0,396697.0
"('03C', '08D', '12S')",12.083,0,396697.0
"('03C', '08H', '12C')",12.083,0,396697.0
"('03C', '08H', '12D')",12.083,0,396697.0
