hand,value,handtype,score
"('07H', '10S', '14S')",14.107,0,735520.0
"('07S', '10C', '14C')",14.107,0,735520.0
"('07S', '10C', '14D')",14.107,0,735520.0
"('07S', '10C', '14H')",14.107,0,735520.0
"('07S', '10C', '14S')",14.107,0,735520.0
"('07S', '10D', '14C')",14.107,0,735520.0
"('07S', '10D', '14D')",14.107,0,735520.0
"('07S', '10D', '14H')",14.107,0,735520.0
"('07S', '10D', '14S')",14.107,0,735520.0
"('07S', '10H', '14C')",14.107,0,735520.0
"('07S', '10H', '14D')",14.107,0,735520.0
"('07S', '10H', '14H')",14.107,0,735520.0
"('07S', '10H', '14S')",14.107,0,735520.0
"('07S', '10S', '14C')",14.107,0,735520.0
"('07S', '10S', '14D')",14.107,0,735520.0
"('07S', '10S', '14H')",14.107,0,735520.0
"('07S', '10S', '14S')",14.107,0,735520.0
"('06C', '10C', '14C')",14.106,0,732624.0
"('06C', '10C', '14D')",14.106,0,732624.0
"('06C', '10C', '14H')",14.106,0,732624.0
"('06C', '10C', '14S')",14.106,0,732624.0
"('06C', '10D', '14C')",14.106,0,732624.0
"('06C', '10D', '14D')",14.106,0,732624.0
"('06C', '10D', '14H')",14.106,0,732624.0
"('06C', '10D', '14S')",14.106,0,732624.0
"('06C', '10H', '14C')",14.106,0,732624.0
"('06C', '10H', '14D')",14.106,0,732624.0
"('06C', '10H', '14H')",14.106,0,732624.0
"('06C', '10H', '14S')",14.106,0,732624.0
"('06C', '10S', '14C')",14.106,0,732624.0
"('06C', '10S', '14D')",14.106,0,732624.0
"('06C', '10S', '14H')",14.106,0,732624.0
"('06C', '10S', '14S')",14.106,0,732624.0
"('06D', '10C', '14C')",14.106,0,732624.0
"('06D', '10C', '14D')",14.106,0,732624.0
"('06D', '10C', '14H')",14.106,0,732624.0
"('06D', '10C', '14S')",14.106,0,732624.0
"('06D', '10D', '14C')",14.106,0,732624.0
"('06D', '10D', '14D')",14.106,0,732624.0
"('06D', '10D', '14H')",14.106,0,732624.0
"('06D', '10D', '14S')",14.106,0,732624.0
"('06D', '10H', '14C')",14.106,0,732624.0
"('06D', '10H', '14D')",14.106,0,732624.0
"('06D', '10H', '14H')",14.106,0,732624.0
"('06D', '10H', '14S')",14.106,0,732624.0
"('06D', '10S', '14C')",14.106,0,732624.0
"('06D', '10S', '14D')",14.106,0,732624.0
"('06D', '10S', '14H')",14.106,0,732624.0
"('06D', '10S', '14S')",14.106,0,732624.0
"('06H', '10C', '14C')",14.106,0,732624.0
"('06H', '10C', '14D')",14.106,0,732624.0
"('06H', '10C', '14H')",14.106,0,732624.0
"('06H', '10C', '14S')",14.106,0,732624.0
"('06H', '10D', '14C')",14.106,0,732624.0
"('06H', '10D', '14D')",14.106,0,732624.0
"('06H', '10D', '14H')",14.106,0,732624.0
"('06H', '10D', '14S')",14.106,0,732624.0
"('06H', '10H', '14C')",14.106,0,732624.0
"('06H', '10H', '14D')",14.106,0,732624.0
"('06H', '10H', '14H')",14.106,0,732624.0
"('06H', '10H', '14S')",14.106,0,732624.0
"('06H', '10S', '14C')",14.106,0,732624.0
"('06H', '10S', '14D')",14.106,0,732624.0
"('06H', '10S', '14H')",14.106,0,732624.0
"('06H', '10S', '14S')",14.106,0,732624.0
"('06S', '10C', '14C')",14.106,0,732624.0
"('06S', '10C', '14D')",14.106,0,732624.0
"('06S', '10C', '14H')",14.106,0,732624.0
"('06S', '10C', '14S')",14.106,0,732624.0
"('06S', '10D', '14C')",14.106,0,732624.0
"('06S', '10D', '14D')",14.106,0,732624.0
"('06S', '10D', '14H')",14.106,0,732624.0
"('06S', '10D', '14S')",14.106,0,732624.0
"('06S', '10H', '14C')",14.106,0,732624.0
"('06S', '10H', '14D')",14.106,0,732624.0
"('06S', '10H', '14H')",14.106,0,732624.0
"('06S', '10H', '14S')",14.106,0,732624.0
"('06S', '10S', '14C')",14.106,0,732624.0
"('06S', '10S', '14D')",14.106,0,732624.0
"('06S', '10S', '14H')",14.106,0,732624.0
"('06S', '10S', '14S')",14.106,0,732624.0
"('05C', '10C', '14C')",14.105,0,729729.0
"('05C', '10C', '14D')",14.105,0,729729.0
"('05C', '10C', '14H')",14.105,0,729729.0
"('05C', '10C', '14S')",14.105,0,729729.0
"('05C', '10D', '14C')",14.105,0,729729.0
"('05C', '10D', '14D')",14.105,0,729729.0
"('05C', '10D', '14H')",14.105,0,729729.0
"('05C', '10D', '14S')",14.105,0,729729.0
"('05C', '10H', '14C')",14.105,0,729729.0
"('05C', '10H', '14D')",14.105,0,729729.0
"('05C', '10H', '14H')",14.105,0,729729.0
"('05C', '10H', '14S')",14.105,0,729729.0
"('05C', '10S', '14C')",14.105,0,729729.0
"('05C', '10S', '14D')",14.105,0,729729.0
"('05C', '10S', '14H')",14.105,0,729729.0
"('05C', '10S', '14S')",14.105,0,729729.0
"('05D', '10C', '14C')",14.105,0,729729.0
"('05D', '10C', '14D')",14.105,0,729729.0
"('05D', '10C', '14H')",14.105,0,729729.0
"('05D', '10C', '14S')",14.105,0,729729.0
"('05D', '10D', '14C')",14.105,0,729729.0
"('05D', '10D', '14D')",14.105,0,729729.0
"('05D', '10D', '14H')",14.105,0,729729.0
"('05D', '10D', '14S')",14.105,0,729729.0
"('05D', '10H', '14C')",14.105,0,729729.0
"('05D', '10H', '14D')",14.105,0,729729.0
"('05D', '10H', '14H')",14.105,0,729729.0
"('05D', '10H', '14S')",14.105,0,729729.0
"('05D', '10S', '14C')",14.105,0,729729.0
"('05D', '10S', '14D')",14.105,0,729729.0
"('05D', '10S', '14H')",14.105,0,729729.0
"('05D', '10S', '14S')",14.105,0,729729.0
"('05H', '10C', '14C')",14.105,0,729729.0
"('05H', '10C', '14D')",14.105,0,729729.0
"('05H', '10C', '14H')",14.105,0,729729.0
"('05H', '10C', '14S')",14.105,0,729729.0
"('05H', '10D', '14C')",14.105,0,729729.0
"('05H', '10D', '14D')",14.105,0,729729.0
"('05H', '10D', '14H')",14.105,0,729729.0
"('05H', '10D', '14S')",14.105,0,729729.0
"('05H', '10H', '14C')",14.105,0,729729.0
"('05H', '10H', '14D')",14.105,0,729729.0
"('05H', '10H', '14H')",14.105,0,729729.0
"('05H', '10H', '14S')",14.105,0,729729.0
"('05H', '10S', '14C')",14.105,0,729729.0
"('05H', '10S', '14D')",14.105,0,729729.0
"('05H', '10S', '14H')",14.105,0,729729.0
"('05H', '10S', '14S')",14.105,0,729729.0
"('05S', '10C', '14C')",14.105,0,729729.0
"('05S', '10C', '14D')",14.105,0,729729.0
"('05S', '10C', '14H')",14.105,0,729729.0
"('05S', '10C', '14S')",14.105,0,729729.0
"('05S', '10D', '14C')",14.105,0,729729.0
"('05S', '10D', '14D')",14.105,0,729729.0
"('05S', '10D', '14H')",14.105,0,729729.0
"('05S', '10D', '14S')",14.105,0,729729.0
"('05S', '10H', '14C')",14.105,0,729729.0
"('05S', '10H', '14D')",14.105,0,729729.0
"('05S', '10H', '14H')",14.105,0,729729.0
"('05S', '10H', '14S')",14.105,0,729729.0
"('05S', '10S', '14C')",14.105,0,729729.0
"('05S', '10S', '14D')",14.105,0,729729.0
"('05S', '10S', '14H')",14.105,0,729729.0
"('05S', '10S', '14S')",14.105,0,729729.0
"('04C', '10C', '14C')",14.104,0,726833.0
"('04C', '10C', '14D')",14.104,0,726833.0
"('04C', '10C', '14H')",14.104,0,726833.0
"('04C', '10C', '14S')",14.104,0,726833.0
"('04C', '10D', '14C')",14.104,0,726833.0
"('04C', '10D', '14D')",14.104,0,726833.0
"('04C', '10D', '14H')",14.104,0,726833.0
"('04C', '10D', '14S')",14.104,0,726833.0
"('04C', '10H', '14C')",14.104,0,726833.0
"('04C', '10H', '14D')",14.104,0,726833.0
"('04C', '10H', '14H')",14.104,0,726833.0
"('04C', '10H', '14S')",14.104,0,726833.0
"('04C', '10S', '14C')",14.104,0,726833.0
"('04C', '10S', '14D')",14.104,0,726833.0
"('04C', '10S', '14H')",14.104,0,726833.0
"('04C', '10S', '14S')",14.104,0,726833.0
"('04D', '10C', '14C')",14.104,0,726833.0
"('04D', '10C', '14D')",14.104,0,726833.0
"('04D', '10C', '14H')",14.104,0,726833.0
"('04D', '10C', '14S')",14.104,0,726833.0
"('04D', '10D', '14C')",14.104,0,726833.0
"('04D', '10D', '14D')",14.104,0,726833.0
"('04D', '10D', '14H')",14.104,0,726833.0
"('04D', '10D', '14S')",14.104,0,726833.0
"('04D', '10H', '14C')",14.104,0,726833.0
"('04D', '10H', '14D')",14.104,0,726833.0
"('04D', '10H', '14H')",14.104,0,726833.0
"('04D', '10H', '14S')",14.104,0,726833.0
"('04D', '10S', '14C')",14.104,0,726833.0
"('04D', '10S', '14D')",14.104,0,726833.0
"('04D', '10S', '14H')",14.104,0,726833.0
"('04D', '10S', '14S')",14.104,0,726833.0
"('04H', '10C', '14C')",14.104,0,726833.0
"('04H', '10C', '14D')",14.104,0,726833.0
"('04H', '10C', '14H')",14.104,0,726833.0
"('04H', '10C', '14S')",14.104,0,726833.0
"('04H', '10D', '14C')",14.104,0,726833.0
"('04H', '10D', '14D')",14.104,0,726833.0
"('04H', '10D', '14H')",14.104,0,726833.0
"('04H', '10D', '14S')",14.104,0,726833.0
"('04H', '10H', '14C')",14.104,0,726833.0
"('04H', '10H', '14D')",14.104,0,726833.0
"('04H', '10H', '14H')",14.104,0,726833.0
"('04H', '10H', '14S')",14.104,0,726833.0
"('04H', '10S', '14C')",14.104,0,726833.0
"('04H', '10S', '14D')",14.104,0,726833.0
"('04H', '10S', '14H')",14.104,0,726833.0
"('04H', '10S', '14S')",14.104,0,726833.0
"('04S', '10C', '14C')",14.104,0,726833.0
"('04S', '10C', '14D')",14.104,0,726833.0
"('04S', '10C', '14H')",14.104,0,726833.0
"('04S', '10C', '14S')",14.104,0,726833.0
"('04S', '10D', '14C')",14.104,0,726833.0
"('04S', '10D', '14D')",14.104,0,726833.0
"('04S', '10D', '14H')",14.104,0,726833.0
"('04S', '10D', '14S')",14.104,0,726833.0
"('04S', '10H', '14C')",14.104,0,726833.0
"('04S', '10H', '14D')",14.104,0,726833.0
"('04S', '10H', '14H')",14.104,0,726833.0
"('04S', '10H', '14S')",14.104,0,726833.0
"('04S', '10S', '14C')",14.104,0,726833.0
"('04S', '10S', '14D')",14.104,0,726833.0
"('04S', '10S', '14H')",14.104,0,726833.0
"('04S', '10S', '14S')",14.104,0,726833.0
"('03C', '10C', '14C')",14.103,0,723937.0
"('03C', '10C', '14D')",14.103,0,723937.0
"('03C', '10C', '14H')",14.103,0,723937.0
"('03C', '10C', '14S')",14.103,0,723937.0
"('03C', '10D', '14C')",14.103,0,723937.0
"('03C', '10D', '14D')",14.103,0,723937.0
"('03C', '10D', '14H')",14.103,0,723937.0
"('03C', '10D', '14S')",14.103,0,723937.0
"('03C', '10H', '14C')",14.103,0,723937.0
"('03C', '10H', '14D')",14.103,0,723937.0
"('03C', '10H', '14H')",14.103,0,723937.0
"('03C', '10H', '14S')",14.103,0,723937.0
"('03C', '10S', '14C')",14.103,0,723937.0
"('03C', '10S', '14D')",14.103,0,723937.0
"('03C', '10S', '14H')",14.103,0,723937.0
"('03C', '10S', '14S')",14.103,0,723937.0
"('03D', '10C', '14C')",14.103,0,723937.0
"('03D', '10C', '14D')",14.103,0,723937.0
"('03D', '10C', '14H')",14.103,0,723937.0
"('03D', '10C', '14S')",14.103,0,723937.0
"('03D', '10D', '14C')",14.103,0,723937.0
"('03D', '10D', '14D')",14.103,0,723937.0
"('03D', '10D', '14H')",14.103,0,723937.0
"('03D', '10D', '14S')",14.103,0,723937.0
"('03D', '10H', '14C')",14.103,0,723937.0
"('03D', '10H', '14D')",14.103,0,723937.0
"('03D', '10H', '14H')",14.103,0,723937.0
"('03D', '10H', '14S')",14.103,0,723937.0
"('03D', '10S', '14C')",14.103,0,723937.0
"('03D', '10S', '14D')",14.103,0,723937.0
"('03D', '10S', '14H')",14.103,0,723937.0
"('03D', '10S', '14S')",14.103,0,723937.0
"('03H', '10C', '14C')",14.103,0,723937.0
"('03H', '10C', '14D')",14.103,0,723937.0
"('03H', '10C', '14H')",14.103,0,723937.0
"('03H', '10C', '14S')",14.103,0,723937.0
"('03H', '10D', '14C')",14.103,0,723937.0
"('03H', '10D', '14D')",14.103,0,723937.0
"('03H', '10D', '14H')",14.103,0,723937.0
"('03H', '10D', '14S')",14.103,0,723937.0
"('03H', '10H', '14C')",14.103,0,723937.0
"('03H', '10H', '14D')",14.103,0,723937.0
"('03H', '10H', '14H')",14.103,0,723937.0
"('03H', '10H', '14S')",14.103,0,723937.0
"('03H', '10S', '14C')",14.103,0,723937.0
"('03H', '10S', '14D')",14.103,0,723937.0
"('03H', '10S', '14H')",14.103,0,723937.0
"('03H', '10S', '14S')",14.103,0,723937.0
"('03S', '10C', '14C')",14.103,0,723937.0
"('03S', '10C', '14D')",14.103,0,723937.0
"('03S', '10C', '14H')",14.103,0,723937.0
"('03S', '10C', '14S')",14.103,0,723937.0
"('03S', '10D', '14C')",14.103,0,723937.0
"('03S', '10D', '14D')",14.103,0,723937.0
"('03S', '10D', '14H')",14.103,0,723937.0
"('03S', '10D', '14S')",14.103,0,723937.0
"('03S', '10H', '14C')",14.103,0,723937.0
"('03S', '10H', '14D')",14.103,0,723937.0
"('03S', '10H', '14H')",14.103,0,723937.0
"('03S', '10H', '14S')",14.103,0,723937.0
"('03S', '10S', '14C')",14.103,0,723937.0
"('03S', '10S', '14D')",14.103,0,723937.0
"('03S', '10S', '14H')",14.103,0,723937.0
"('03S', '10S', '14S')",14.103,0,723937.0
"('02C', '10C', '14C')",14.102,0,721041.0
"('02C', '10C', '14D')",14.102,0,721041.0
"('02C', '10C', '14H')",14.102,0,721041.0
"('02C', '10C', '14S')",14.102,0,721041.0
"('02C', '10D', '14C')",14.102,0,721041.0
"('02C', '10D', '14D')",14.102,0,721041.0
"('02C', '10D', '14H')",14.102,0,721041.0
"('02C', '10D', '14S')",14.102,0,721041.0
"('02C', '10H', '14C')",14.102,0,721041.0
"('02C', '10H', '14D')",14.102,0,721041.0
"('02C', '10H', '14H')",14.102,0,721041.0
"('02C', '10H', '14S')",14.102,0,721041.0
"('02C', '10S', '14C')",14.102,0,721041.0
"('02C', '10S', '14D')",14.102,0,721041.0
"('02C', '10S', '14H')",14.102,0,721041.0
"('02C', '10S', '14S')",14.102,0,721041.0
"('02D', '10C', '14C')",14.102,0,721041.0
"('02D', '10C', '14D')",14.102,0,721041.0
"('02D', '10C', '14H')",14.102,0,721041.0
"('02D', '10C', '14S')",14.102,0,721041.0
"('02D', '10D', '14C')",14.102,0,721041.0
"('02D', '10D', '14D')",14.102,0,721041.0
"('02D', '10D', '14H')",14.102,0,721041.0
"('02D', '10D', '14S')",14.102,0,721041.0
"('02D', '10H', '14C')",14.102,0,721041.0
"('02D', '10H', '14D')",14.102,0,721041.0
"('02D', '10H', '14H')",14.102,0,721041.0
"('02D', '10H', '14S')",14.102,0,721041.0
"('02D', '10S', '14C')",14.102,0,721041.0
"('02D', '10S', '14D')",14.102,0,721041.0
"('02D', '10S', '14H')",14.102,0,721041.0
"('02D', '10S', '14S')",14.102,0,721041.0
"('02H', '10C', '14C')",14.102,0,721041.0
"('02H', '10C', '14D')",14.102,0,721041.0
"('02H', '10C', '14H')",14.102,0,721041.0
"('02H', '10C', '14S')",14.102,0,721041.0
"('02H', '10D', '14C')",14.102,0,721041.0
"('02H', '10D', '14D')",14.102,0,721041.0
"('02H', '10D', '14H')",14.102,0,721041.0
"('02H', '10D', '14S')",14.102,0,721041.0
"('02H', '10H', '14C')",14.102,0,721041.0
"('02H', '10H', '14D')",14.102,0,721041.0
"('02H', '10H', '14H')",14.102,0,721041.0
"('02H', '10H', '14S')",14.102,0,721041.0
"('02H', '10S', '14C')",14.102,0,721041.0
"('02H', '10S', '14D')",14.102,0,721041.0
"('02H', '10S', '14H')",14.102,0,721041.0
"('02H', '10S', '14S')",14.102,0,721041.0
"('02S', '10C', '14C')",14.102,0,721041.0
"('02S', '10C', '14D')",14.102,0,721041.0
"('02S', '10C', '14H')",14.102,0,721041.0
"('02S', '10C', '14S')",14.102,0,721041.0
"('02S', '10D', '14C')",14.102,0,721041.0
"('02S', '10D', '14D')",14.102,0,721041.0
"('02S', '10D', '14H')",14.102,0,721041.0
"('02S', '10D', '14S')",14.102,0,721041.0
"('02S', '10H', '14C')",14.102,0,721041.0
"('02S', '10H', '14D')",14.102,0,721041.0
"('02S', '10H', '14H')",14.102,0,721041.0
"('02S', '10H', '14S')",14.102,0,721041.0
"('02S', '10S', '14C')",14.102,0,721041.0
"('02S', '10S', '14D')",14.102,0,721041.0
"('02S', '10S', '14H')",14.102,0,721041.0
"('02S', '10S', '14S')",14.102,0,721041.0
"('08C', '09C', '14C')",14.097999999999999,0,718145.0
"('08C', '09C', '14D')",14.097999999999999,0,718145.0
"('08C', '09C', '14H')",14.097999999999999,0,718145.0
"('08C', '09C', '14S')",14.097999999999999,0,718145.0
"('08C', '09D', '14C')",14.097999999999999,0,718145.0
"('08C', '09D', '14D')",14.097999999999999,0,718145.0
"('08C', '09D', '14H')",14.097999999999999,0,718145.0
"('08C', '09D', '14S')",14.097999999999999,0,718145.0
"('08C', '09H', '14C')",14.097999999999999,0,718145.0
"('08C', '09H', '14D')",14.097999999999999,0,718145.0
"('08C', '09H', '14H')",14.097999999999999,0,718145.0
"('08C', '09H', '14S')",14.097999999999999,0,718145.0
"('08C', '09S', '14C')",14.097999999999999,0,718145.0
"('08C', '09S', '14D')",14.097999999999999,0,718145.0
"('08C', '09S', '14H')",14.097999999999999,0,718145.0
"('08C', '09S', '14S')",14.097999999999999,0,718145.0
"('08D', '09C', '14C')",14.097999999999999,0,718145.0
"('08D', '09C', '14D')",14.097999999999999,0,718145.0
"('08D', '09C', '14H')",14.097999999999999,0,718145.0
"('08D', '09C', '14S')",14.097999999999999,0,718145.0
"('08D', '09D', '14C')",14.097999999999999,0,718145.0
"('08D', '09D', '14D')",14.097999999999999,0,718145.0
"('08D', '09D', '14H')",14.097999999999999,0,718145.0
"('08D', '09D', '14S')",14.097999999999999,0,718145.0
"('08D', '09H', '14C')",14.097999999999999,0,718145.0
"('08D', '09H', '14D')",14.097999999999999,0,718145.0
"('08D', '09H', '14H')",14.097999999999999,0,718145.0
"('08D', '09H', '14S')",14.097999999999999,0,718145.0
"('08D', '09S', '14C')",14.097999999999999,0,718145.0
"('08D', '09S', '14D')",14.097999999999999,0,718145.0
"('08D', '09S', '14H')",14.097999999999999,0,718145.0
"('08D', '09S', '14S')",14.097999999999999,0,718145.0
"('08H', '09C', '14C')",14.097999999999999,0,718145.0
"('08H', '09C', '14D')",14.097999999999999,0,718145.0
"('08H', '09C', '14H')",14.097999999999999,0,718145.0
"('08H', '09C', '14S')",14.097999999999999,0,718145.0
"('08H', '09D', '14C')",14.097999999999999,0,718145.0
"('08H', '09D', '14D')",14.097999999999999,0,718145.0
"('08H', '09D', '14H')",14.097999999999999,0,718145.0
"('08H', '09D', '14S')",14.097999999999999,0,718145.0
"('08H', '09H', '14C')",14.097999999999999,0,718145.0
"('08H', '09H', '14D')",14.097999999999999,0,718145.0
"('08H', '09H', '14H')",14.097999999999999,0,718145.0
"('08H', '09H', '14S')",14.097999999999999,0,718145.0
"('08H', '09S', '14C')",14.097999999999999,0,718145.0
"('08H', '09S', '14D')",14.097999999999999,0,718145.0
"('08H', '09S', '14H')",14.097999999999999,0,718145.0
"('08H', '09S', '14S')",14.097999999999999,0,718145.0
"('08S', '09C', '14C')",14.097999999999999,0,718145.0
"('08S', '09C', '14D')",14.097999999999999,0,718145.0
"('08S', '09C', '14H')",14.097999999999999,0,718145.0
"('08S', '09C', '14S')",14.097999999999999,0,718145.0
"('08S', '09D', '14C')",14.097999999999999,0,718145.0
"('08S', '09D', '14D')",14.097999999999999,0,718145.0
"('08S', '09D', '14H')",14.097999999999999,0,718145.0
"('08S', '09D', '14S')",14.097999999999999,0,718145.0
"('08S', '09H', '14C')",14.097999999999999,0,718145.0
"('08S', '09H', '14D')",14.097999999999999,0,718145.0
"('08S', '09H', '14H')",14.097999999999999,0,718145.0
"('08S', '09H', '14S')",14.097999999999999,0,718145.0
"('08S', '09S', '14C')",14.097999999999999,0,718145.0
"('08S', '09S', '14D')",14.097999999999999,0,718145.0
"('08S', '09S', '14H')",14.097999999999999,0,718145.0
"('08S', '09S', '14S')",14.097999999999999,0,718145.0
"('07C', '09C', '14C')",14.097,0,715249.0
"('07C', '09C', '14D')",14.097,0,715249.0
"('07C', '09C', '14H')",14.097,0,715249.0
"('07C', '09C', '14S')",14.097,0,715249.0
"('07C', '09D', '14C')",14.097,0,715249.0
"('07C', '09D', '14D')",14.097,0,715249.0
"('07C', '09D', '14H')",14.097,0,715249.0
"('07C', '09D', '14S')",14.097,0,715249.0
"('07C', '09H', '14C')",14.097,0,715249.0
"('07C', '09H', '14D')",14.097,0,715249.0
"('07C', '09H', '14H')",14.097,0,715249.0
"('07C', '09H', '14S')",14.097,0,715249.0
"('07C', '09S', '14C')",14.097,0,715249.0
"('07C', '09S', '14D')",14.097,0,715249.0
"('07C', '09S', '14H')",14.097,0,715249.0
"('07C', '09S', '14S')",14.097,0,715249.0
"('07D', '09C', '14C')",14.097,0,715249.0
"('07D', '09C', '14D')",14.097,0,715249.0
"('07D', '09C', '14H')",14.097,0,715249.0
"('07D', '09C', '14S')",14.097,0,715249.0
"('07D', '09D', '14C')",14.097,0,715249.0
"('07D', '09D', '14D')",14.097,0,715249.0
"('07D', '09D', '14H')",14.097,0,715249.0
"('07D', '09D', '14S')",14.097,0,715249.0
"('07D', '09H', '14C')",14.097,0,715249.0
"('07D', '09H', '14D')",14.097,0,715249.0
"('07D', '09H', '14H')",14.097,0,715249.0
"('07D', '09H', '14S')",14.097,0,715249.0
"('07D', '09S', '14C')",14.097,0,715249.0
"('07D', '09S', '14D')",14.097,0,715249.0
"('07D', '09S', '14H')",14.097,0,715249.0
"('07D', '09S', '14S')",14.097,0,715249.0
"('07H', '09C', '14C')",14.097,0,715249.0
"('07H', '09C', '14D')",14.097,0,715249.0
"('07H', '09C', '14H')",14.097,0,715249.0
"('07H', '09C', '14S')",14.097,0,715249.0
"('07H', '09D', '14C')",14.097,0,715249.0
"('07H', '09D', '14D')",14.097,0,715249.0
"('07H', '09D', '14H')",14.097,0,715249.0
"('07H', '09D', '14S')",14.097,0,715249.0
"('07H', '09H', '14C')",14.097,0,715249.0
"('07H', '09H', '14D')",14.097,0,715249.0
"('07H', '09H', '14H')",14.097,0,715249.0
"('07H', '09H', '14S')",14.097,0,715249.0
"('07H', '09S', '14C')",14.097,0,715249.0
"('07H', '09S', '14D')",14.097,0,715249.0
"('07H', '09S', '14H')",14.097,0,715249.0
"('07H', '09S', '14S')",14.097,0,715249.0
"('07S', '09C', '14C')",14.097,0,715249.0
"('07S', '09C', '14D')",14.097,0,715249.0
"('07S', '09C', '14H')",14.097,0,715249.0
"('07S', '09C', '14S')",14.097,0,715249.0
"('07S', '09D', '14C')",14.097,0,715249.0
"('07S', '09D', '14D')",14.097,0,715249.0
"('07S', '09D', '14H')",14.097,0,715249.0
"('07S', '09D', '14S')",14.097,0,715249.0
"('07S', '09H', '14C')",14.097,0,715249.0
"('07S', '09H', '14D')",14.097,0,715249.0
"('07S', '09H', '14H')",14.097,0,715249.0
"('07S', '09H', '14S')",14.097,0,715249.0
"('07S', '09S', '14C')",14.097,0,715249.0
"('07S', '09S', '14D')",14.097,0,715249.0
"('07S', '09S', '14H')",14.097,0,715249.0
"('07S', '09S', '14S')",14.097,0,715249.0
"('06C', '09C', '14C')",14.096,0,712353.0
"('06C', '09C', '14D')",14.096,0,712353.0
"('06C', '09C', '14H')",14.096,0,712353.0
"('06C', '09C', '14S')",14.096,0,712353.0
"('06C', '09D', '14C')",14.096,0,712353.0
"('06C', '09D', '14D')",14.096,0,712353.0
"('06C', '09D', '14H')",14.096,0,712353.0
"('06C', '09D', '14S')",14.096,0,712353.0
"('06C', '09H', '14C')",14.096,0,712353.0
"('06C', '09H', '14D')",14.096,0,712353.0
"('06C', '09H', '14H')",14.096,0,712353.0
"('06C', '09H', '14S')",14.096,0,712353.0
"('06C', '09S', '14C')",14.096,0,712353.0
"('06C', '09S', '14D')",14.096,0,712353.0
"('06C', '09S', '14H')",14.096,0,712353.0
"('06C', '09S', '14S')",14.096,0,712353.0
"('06D', '09C', '14C')",14.096,0,712353.0
"('06D', '09C', '14D')",14.096,0,712353.0
"('06D', '09C', '14H')",14.096,0,712353.0
"('06D', '09C', '14S')",14.096,0,712353.0
"('06D', '09D', '14C')",14.096,0,712353.0
"('06D', '09D', '14D')",14.096,0,712353.0
"('06D', '09D', '14H')",14.096,0,712353.0
"('06D', '09D', '14S')",14.096,0,712353.0
"('06D', '09H', '14C')",14.096,0,712353.0
"('06D', '09H', '14D')",14.096,0,712353.0
"('06D', '09H', '14H')",14.096,0,712353.0
"('06D', '09H', '14S')",14.096,0,712353.0
"('06D', '09S', '14C')",14.096,0,712353.0
"('06D', '09S', '14D')",14.096,0,712353.0
"('06D', '09S', '14H')",14.096,0,712353.0
"('06D', '09S', '14S')",14.096,0,712353.0
"('06H', '09C', '14C')",14.096,0,712353.0
"('06H', '09C', '14D')",14.096,0,712353.0
"('06H', '09C', '14H')",14.096,0,712353.0
"('06H', '09C', '14S')",14.096,0,712353.0
"('06H', '09D', '14C')",14.096,0,712353.0
"('06H', '09D', '14D')",14.096,0,712353.0
"('06H', '09D', '14H')",14.096,0,712353.0
"('06H', '09D', '14S')",14.096,0,712353.0
"('06H', '09H', '14C')",14.096,0,712353.0
"('06H', '09H', '14D')",14.096,0,712353.0
"('06H', '09H', '14H')",14.096,0,712353.0
"('06H', '09H', '14S')",14.096,0,712353.0
"('06H', '09S', '14C')",14.096,0,712353.0
"('06H', '09S', '14D')",14.096,0,712353.0
"('06H', '09S', '14H')",14.096,0,712353.0
"('06H', '09S', '14S')",14.096,0,712353.0
"('06S', '09C', '14C')",14.096,0,712353.0
"('06S', '09C', '14D')",14.096,0,712353.0
"('06S', '09C', '14H')",14.096,0,712353.0
"('06S', '09C', '14S')",14.096,0,712353.0
"('06S', '09D', '14C')",14.096,0,712353.0
"('06S', '09D', '14D')",14.096,0,712353.0
"('06S', '09D', '14H')",14.096,0,712353.0
"('06S', '09D', '14S')",14.096,0,712353.0
"('06S', '09H', '14C')",14.096,0,712353.0
"('06S', '09H', '14D')",14.096,0,712353.0
"('06S', '09H', '14H')",14.096,0,712353.0
"('06S', '09H', '14S')",14.096,0,712353.0
"('06S', '09S', '14C')",14.096,0,712353.0
"('06S', '09S', '14D')",14.096,0,712353.0
"('06S', '09S', '14H')",14.096,0,712353.0
"('06S', '09S', '14S')",14.096,0,712353.0
"('05C', '09C', '14C')",14.095,0,709457.0
"('05C', '09C', '14D')",14.095,0,709457.0
"('05C', '09C', '14H')",14.095,0,709457.0
"('05C', '09C', '14S')",14.095,0,709457.0
"('05C', '09D', '14C')",14.095,0,709457.0
"('05C', '09D', '14D')",14.095,0,709457.0
"('05C', '09D', '14H')",14.095,0,709457.0
"('05C', '09D', '14S')",14.095,0,709457.0
"('05C', '09H', '14C')",14.095,0,709457.0
"('05C', '09H', '14D')",14.095,0,709457.0
"('05C', '09H', '14H')",14.095,0,709457.0
"('05C', '09H', '14S')",14.095,0,709457.0
"('05C', '09S', '14C')",14.095,0,709457.0
"('05C', '09S', '14D')",14.095,0,709457.0
"('05C', '09S', '14H')",14.095,0,709457.0
"('05C', '09S', '14S')",14.095,0,709457.0
"('05D', '09C', '14C')",14.095,0,709457.0
"('05D', '09C', '14D')",14.095,0,709457.0
"('05D', '09C', '14H')",14.095,0,709457.0
"('05D', '09C', '14S')",14.095,0,709457.0
